Table S7. PROTEOME Synaptoneurosomes and Total Forebrain,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Intesities of Forebrain samples collected around the 24 hours in 4 hour intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 biological replicates per time point.,,,,,,,,,,,,,,,,,,,,,,,,,,
Periodicity analysis done with the Perseus software as describes in the Materials and Methods section.,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase and q-value: Obtained from Time series analisys performed with Perseus software.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,Peptides,Unique sequence coverage [%],Phase_,q-value_,ZT0_1,ZT0_2,ZT0_3,ZT0_4,ZT4_1,ZT4_2,ZT8_1,ZT8_2,ZT8_3,ZT12_1,ZT12_2,ZT12_3,ZT16_1,ZT16_2,ZT16_3,ZT16_4,ZT20_1,ZT20_2,ZT20_3,ZT20_4
Lrrc8a,Q80WG5,Volume-regulated anion channel subunit LRRC8A,23,31.6,22.88230343,0.208601444,-0.5496883,-0.1174088,-0.5271797,-0.6613388,-0.8856697,-0.7420502,-0.5697689,-0.9623013,-0.7165833,-0.8830605,-0.3754101,-0.5267391,-0.8833351,-0.8024101,-1.070461,-0.9914284,-0.4044552,-0.2770996,-0.2555389,-0.4326801
Sf3a3,Q9D554,Splicing factor 3A subunit 3,14,32.9,11.96802928,0.208608382,-0.7531185,-0.6848602,-0.8373203,-0.8262005,-0.8149796,-0.6893616,-0.9702301,-0.8472404,-0.7327538,-0.5426807,-0.5259705,-0.4887295,-0.6903439,-0.5511398,-0.6998501,-0.8824692,-0.7355347,-0.8731594,-0.9130688,-1.03093
Slc44a1,A2AMH5;A2AMH4;Q6X893-2;A2AMH3,Choline transporter-like protein 1,12,1.4,12.05049755,0.208669559,1.152071,0.9697704,0.9794693,1.35276,0.7903805,1.175339,1.595961,1.39444,1.438036,1.20771,1.666109,1.99016,0.8447666,1.45812,1.15827,1.26165,1.344324,1.35763,1.441462,1.35231
Poldip3,Q8BG81;Q3UDD3,Polymerase delta-interacting protein 3,7,19.3,15.95995811,0.208759019,-2.66437,-2.827639,NaN,-2.684029,-2.392719,-3.025702,-2.633299,-3.087921,-2.752024,-2.023811,-2.00264,-1.998421,-2.176064,-2.61076,-2.84638,-2.163479,-1.883406,-1.836441,-3.00741,-1.93199
Rraga,Q80X95,Ras-related GTP-binding protein A,8,9.3,8.918189504,0.209188176,-1.45191,-1.29871,-1.795549,-1.26103,-1.26894,-0.9755001,-1.101789,-1.238201,-1.018654,-1.17589,-0.80056,-1.20188,-1.099813,-1.346899,-1.87422,-1.299728,-1.340725,-1.306511,-1.047739,-1.49696
Sec23ip,G3X928;Q6NZC7,SEC23-interacting protein,26,29.1,8.292733052,0.209449244,-0.5695686,-0.7712593,-0.5660496,-0.8259296,-0.4840908,-0.2784309,-0.2039089,-0.4219913,-0.2155132,-0.4746704,-0.1498394,-0.9009399,-0.6879044,-0.4880886,-0.53969,-0.5819397,-0.5433655,-0.4232693,-0.3865986,-0.8445892
Ap1m1,P35585,AP-1 complex subunit mu-1,21,57,22.54921479,0.209561239,1.92885,1.68272,1.840229,1.61912,1.69459,1.85771,1.273861,1.51178,1.862696,1.52058,1.56955,1.55209,1.595535,1.71841,1.893379,1.69235,1.804955,1.76936,1.6565,1.59746
Eef1g,Q9D8N0,Elongation factor 1-gamma,22,51.5,23.64823512,0.210301439,3.832739,3.771582,3.807991,3.762421,3.775042,3.60055,3.569221,3.608898,3.588516,3.652859,3.82052,3.533089,3.579704,3.79949,3.72439,3.44589,3.617716,3.741091,3.710732,3.675051
Clip3,B9EHT4,CAP-Gly domain-containing linker protein 3,7,15.4,23.80279749,0.211050287,-3.09334,-3.2995,-3.196911,NaN,NaN,-3.386671,-3.30452,NaN,-3.286453,-3.45726,-4.18321,-5.381279,-3.770803,-4.066259,-2.9058,NaN,NaN,-2.95698,NaN,-3.173491
Pnpla6,Q3TRM4;Q3TRM4-2;Q3TRM4-3;Q3TRM4-4,Neuropathy target esterase,10,9,11.3233357,0.211163911,-3.604759,-2.728079,-3.08337,-3.33309,-2.64329,-2.827871,-2.98737,-3.019781,-2.616564,-2.732281,-2.59511,-2.53129,NaN,-3.138569,NaN,-2.68861,-2.621845,NaN,-3.076059,-3.067369
Phgdh,Q61753;F6ZSB7,D-3-phosphoglycerate dehydrogenase,14,27,18.0073686,0.211264896,2.5445,2.40172,2.340321,2.38665,2.516748,2.414509,2.529671,2.374159,2.395346,2.544399,2.594172,2.787899,2.475506,2.575171,2.4069,2.441721,2.793894,2.750551,3.022999,2.881102
Dgke,Q9R1C6;F2Z490,Diacylglycerol kinase epsilon,10,23.6,16.09351611,0.211696774,-1.091879,-0.9903297,-0.7483711,-0.71278,-0.8356209,-0.87743,-0.83148,-0.78792,-1.160873,-0.4411411,-0.5466995,-0.5318108,-0.3290138,-0.8775787,-0.8153496,-0.9594688,-0.4172058,-0.4096107,-0.5803585,-0.7739296
Src,P05480;Q80XU2,Neuronal proto-oncogene tyrosine-protein kinase Src;Non-specific protein-tyrosine kinase,22,39.9,7.648411559,0.211848637,1.46924,1.43911,1.32073,1.372311,1.374029,1.44656,1.607561,1.49827,1.634666,1.430899,1.26511,1.29981,1.431816,1.35264,1.59753,1.40551,1.201164,1.223761,1.262581,1.458891
Slc39a7,Q31125,Zinc transporter SLC39A7,4,10.1,10.80338413,0.211899785,0.1718216,-0.01356888,0.2141094,0.4215012,0.5035191,-2.010851,1.110081,0.1572399,0.1937656,0.5056896,1.00606,0.9834995,0.6490364,0.55163,-0.02847099,0.524641,-0.08032608,-1.19051,-2.595219,-0.1639805
Rundc3a,O08576,RUN domain-containing protein 3A,11,2.5,9.428445881,0.212002149,-1.343229,-2.029659,-1.519581,-1.53467,-1.668221,-0.9289703,-0.9976788,-1.300541,-1.211994,-1.76424,-0.25984,-1.31382,-1.720774,-1.09594,-1.6024,-1.48744,-1.098036,-1.74699,-1.751209,-1.741379
Rpl35;Gm10269,Q6ZWV7;G3UWD7,60S ribosomal protein L35,4,27.6,16.23121849,0.212189557,0.691061,0.8171501,0.7238503,0.8630295,-1.98583,0.2504501,1.331261,1.657398,1.416077,1.517389,1.07868,0.07406044,1.072786,0.9465904,1.29454,1.588371,1.603344,1.704359,1.181721,1.88175
Pcbp3,P57722;P57722-2;E9Q7D8,Poly(rC)-binding protein 3,11,28,23.16885288,0.212287857,-0.4545383,-1.529699,-1.090771,-1.276909,-0.5660496,-1.07822,-1.289419,-1.254492,-1.472544,-1.191631,-1.105289,-2.095551,-1.193094,-1.244999,-1.18763,-1.106609,-0.8849354,-0.9718704,-0.6350403,-1.18782
Nlgn3,Q8BYM5;A2AGI2;A2AGI3;A2AGI0,Neuroligin-3,18,26.5,15.74636173,0.2124396,1.14357,0.9548397,1.181999,1.021721,1.36071,1.351549,1.13932,0.8969383,0.9912872,1.555319,1.492001,1.125401,1.379496,1.44697,1.52536,1.06851,1.380974,1.192009,1.37388,1.334381
Ndufaf2,Q59J78,"Mimitin, mitochondrial",14,73.2,6.132057428,0.213010699,-0.1077194,-0.2012386,-0.2655106,-0.1457691,-0.1469193,-0.2086906,-0.2931004,0.004629135,-0.2481232,-0.1357498,-0.1377106,-0.3012199,-0.883604,-0.1276302,-0.2024307,-0.2447987,-0.3111553,-0.6886501,-0.5748901,-0.2698689
Slc18a2,Q8BRU6,Synaptic vesicular amine transporter,2,5,16.99296006,0.213067809,NaN,NaN,NaN,NaN,-3.15007,-3.00902,-3.16008,-3.226372,-3.386053,-2.42989,NaN,-3.060619,-2.640215,-2.86825,-2.855871,NaN,NaN,NaN,NaN,NaN
Metap2,O08663;Q3UI33;Q3TMN1;M0QWM9,Methionine aminopeptidase 2;Methionine aminopeptidase,11,13.8,3.025543759,0.213156094,-0.4022198,-0.2369194,-0.3274803,-0.3684788,0.09350014,-0.6750603,-0.2972794,-0.1226311,0.03269577,-0.6313,-0.748621,-0.8262901,-0.4097633,-0.3169804,-0.4842796,-0.5751495,-0.419136,-0.3858509,-0.4198189,-0.3394089
Aprt,P08030,Adenine phosphoribosyltransferase,7,41.1,15.35769683,0.213487544,-1.020248,-1.31551,-1.432251,-1.230021,-1.160471,-0.9250698,-1.64868,-1.770182,-1.269014,-0.6515999,-0.6467209,-1.16744,-0.4529743,-0.7044697,-0.7254696,-1.396049,-1.086115,-1.19393,-1.466558,-1.128719
Ube2d3;Ube2d2b,P61079;A0A0G2JE32;A0A0G2JGL0;Q6ZWY6;A0A0G2JF40;Q05CK8;A0A0G2JGZ3,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2B,2,4.8,5.169153155,0.213503561,0.6975212,0.5706711,1.20966,0.6047306,0.8937798,0.8348389,1.12307,1.282148,1.239967,0.5666294,0.3299694,0.9634609,0.2554665,NaN,NaN,0.6999302,1.026764,0.5500393,0.7887402,0.8496895
Serpina1e,Q00898,Alpha-1-antitrypsin 1-5,15,20.8,23.1056303,0.213680654,1.848101,1.524731,1.07295,0.7823601,1.345039,1.022959,0.8827896,1.070709,0.8360958,1.058159,-0.3049908,0.2181606,1.159525,1.52363,0.7875805,1.523811,1.428034,1.085911,1.052691,0.6480007
Cdc37l1,Q9CZP7;Q9CZP7-2;Q9CZP7-3;Q9CZP7-4,Hsp90 co-chaperone Cdc37-like 1,5,14.9,4.835857598,0.214289979,-2.877499,-3.16522,-2.926771,-2.571529,NaN,NaN,-2.79364,-1.77951,NaN,NaN,-3.046061,NaN,NaN,-3.533289,-3.077011,-3.467739,-2.738956,-3.220671,-2.875889,-2.72864
Msrb2,Q78J03,"Methionine-R-sulfoxide reductase B2, mitochondrial",5,25.7,1.728846454,0.214576295,-0.8990192,-1.00939,-0.6929302,-0.9944286,-1.21176,-1.790751,-0.8831596,-0.8108215,-1.219933,-1.26515,-1.730751,-1.881411,-1.254835,-1.325329,-1.729181,-1.299509,-1.052006,-1.055,-1.731289,-1.28233
Spcs3,Q9D365,Signal peptidase complex subunit 3,5,30,14.67097947,0.214613636,-2.65559,-2.75214,NaN,-2.521229,-3.052641,-2.46743,NaN,-2.711231,-2.488714,-2.36154,-2.133101,-2.07094,-2.492294,NaN,-2.58947,-2.653938,-2.261036,-2.5546,-2.395809,-2.23962
Ilf3,Q9Z1X4-3;Q9Z1X4;Q9Z1X4-2;Q45VK5,Interleukin enhancer-binding factor 3,35,44.9,4.4273147,0.214712057,1.478682,1.444361,1.40534,1.49839,1.613251,1.097239,1.69816,1.695639,1.777536,1.271049,1.037449,1.40065,1.081995,1.172071,1.32021,1.43495,1.348545,1.52223,1.310011,1.49407
Psma4,Q9R1P0;E9PW69,Proteasome subunit alpha type-4;Proteasome subunit alpha type,8,29.5,14.22620643,0.215326964,1.76881,1.811491,1.656509,1.72081,1.827021,1.679459,1.560011,1.86735,1.690277,2.126249,1.779409,2.017311,2.215265,1.737301,1.736469,2.03639,1.483315,1.925631,1.722441,1.91539
Scfd2,Q8BTY8;D3Z4T4;Q8BTY8-2;Q8BTY8-3;Q8BTY8-4,Sec1 family domain-containing protein 2,7,12,20.79951902,0.215398017,-3.202389,-2.488899,-2.772581,-2.399429,-2.905121,-3.032492,-3.636019,-4.452532,-4.600283,-2.715221,-2.871071,-3.07947,-3.498594,-2.99795,-2.94449,-2.86351,-3.169806,-2.946661,-3.337469,-3.223419
Hsdl2,Q2TPA8;B1AX78,Hydroxysteroid dehydrogenase-like protein 2,19,48.2,16.03807487,0.215406804,-0.01052856,0.04821968,0.1830406,-0.09634018,-0.04516029,-0.3775501,0.2906208,0.2481899,-0.1022739,0.1753902,-0.01523018,-0.02347946,0.2308064,0.1941204,0.3955688,0.1981907,-0.07858467,0.41889,-0.1197701,0.4411812
Xpo7,Q9EPK7;E9PUW7;Q9EPK7-2,Exportin-7,28,29.1,3.612918149,0.215929279,0.9112606,0.7232304,0.5468197,0.7012501,0.6598797,0.9110298,0.6729507,0.5285988,0.8675957,0.6417503,0.6074905,0.7076607,0.7503262,0.50527,0.4961796,0.5507717,0.726284,0.72505,0.6002197,0.5337696
Tusc2,Q9WVF8;A0A0A6YWP5,Tumor suppressor candidate 2,4,50,3.233491349,0.216919492,-1.477219,-2.60965,-1.64385,-2.28322,-1.681061,-1.513762,-2.11237,-2.193642,-2.333614,-2.200871,-2.11166,-1.66338,-2.884014,-2.51836,-2.24851,-2.38624,-1.866285,-2.197571,-1.78727,-2.33432
Pabpc4;Gm10110,Q6PHQ9;Q91YZ8;D3Z5M2;A3KFU5;A3KFU8,Polyadenylate-binding protein,19,18.6,6.036941205,0.217072792,-0.5794487,-0.9095592,-0.5191593,-0.79389,-0.4145699,-0.5654202,-0.3252602,-0.3761501,-0.4678841,-0.9470196,-0.6074009,-0.7588806,-1.039185,-0.572319,-0.4161396,-0.7613697,-0.6089458,-0.6900997,-0.8681984,-0.6170387
Wrnip1,Q91XU0,ATPase WRNIP1,11,3.9,22.53625373,0.217114326,-2.59227,-2.025219,-1.785921,-1.90654,-2.64707,-2.98925,-2.996759,NaN,NaN,-2.494341,NaN,-3.95607,-2.759224,-1.933929,-2.42676,-2.767778,-2.217936,-2.83457,-2.588139,-2.80998
Nup54,Q8BTS4,Nuclear pore complex protein Nup54,11,24.7,1.065109899,0.217902748,-2.05126,NaN,-1.79561,-2.25124,NaN,-1.66744,NaN,NaN,NaN,-2.267111,-3.14571,-2.149229,-2.419094,NaN,-2.629711,-1.99511,-2.137526,-1.657499,-2.338209,-2.18478
Vipas39,Q8BGQ1;Q8BGQ1-2,Spermatogenesis-defective protein 39 homolog,19,41.3,5.942388619,0.217954161,-0.5041885,-0.3072491,-0.2473011,-0.4851704,-0.3446693,-0.204361,-0.4156399,-0.03723145,-0.4420338,-0.3533401,-0.3487396,-0.3885403,-0.2970734,-0.6544685,-0.3255005,-0.7080898,-0.4458961,-0.6782207,-0.2543087,-0.5042896
Vps13c,Q8BX70;Q8BX70-3;Q8BX70-2,Vacuolar protein sorting-associated protein 13C,91,31.2,8.427936917,0.218019001,1.275471,1.29793,1.29866,1.314541,1.3624,1.368608,1.45756,1.399649,1.399227,1.464109,1.42119,1.17415,1.413866,1.30233,1.3634,1.205221,1.284924,1.29122,1.282921,1.386791
Macrod2,Q3UYG8;A2AS33,O-acetyl-ADP-ribose deacetylase MACROD2,9,24.8,5.434157066,0.218025352,-1.47415,-1.53463,-1.7122,-1.758919,-1.305719,-2.23571,-1.32707,-1.238161,-1.323303,-1.6014,-1.24999,-3.149349,-2.761105,-1.860399,-1.473881,-2.615019,-1.890936,-3.327761,-1.60232,-2.24242
Calu,O35887;G3V004;G3UWR0;G3UWV3,Calumenin,17,10.8,7.069972154,0.218107595,1.240711,1.00066,1.090349,1.151861,1.31773,1.1621,1.313761,1.29604,1.270096,1.299889,1.030649,1.004801,1.015066,1.21207,1.293859,1.08864,1.062395,1.005619,1.243811,1.04619
Alad,P10518,Delta-aminolevulinic acid dehydratase,11,50,23.2628328,0.218365614,-0.4836388,-0.6436501,-0.7530499,-0.5539398,-0.1944809,-0.4106007,-0.6441193,-0.6905212,-0.6151028,-0.9861012,-0.5061703,-2.578909,-0.8812141,-0.4326591,-0.5538406,-0.5950298,-0.1744156,-0.213501,-0.2890186,-0.4529991
Snrpb2,Q9CQI7;A2CES4,U2 small nuclear ribonucleoprotein B,10,40.4,14.02518209,0.218414326,-0.4283199,-0.9550991,-1.025209,-0.8004704,-0.7563305,-0.9069405,-0.583889,-0.7521801,-0.944313,-0.4859715,-0.4450207,-0.8467102,-0.6119347,-0.446579,-0.6551514,-0.2933788,-0.5377064,-1.25688,-0.8063602,-0.6199493
Fbxo41,Q6NS60,F-box only protein 41,22,24.3,22.16501229,0.218477161,1.952002,2.5632,2.09277,2.263321,2.09535,2.13846,2.243031,1.8102,2.063696,2.094139,1.836189,1.934879,2.214985,2.20595,2.192669,2.00737,2.301775,2.345459,2.112131,1.98592
Tbk1,Q9WUN2,Serine/threonine-protein kinase TBK1,14,24.1,17.83821365,0.218484572,-1.314939,-1.55098,-1.516729,-1.846239,-1.619949,-2.012201,-1.32583,-1.411781,-1.342394,-1.459951,-1.58967,-1.5305,-1.410654,-1.3657,-1.4907,-1.370329,-0.6737347,-1.07299,-1.47016,-0.9895992
Zw10,O54692,Centromere/kinetochore protein zw10 homolog,9,16.6,20.84802027,0.218521374,NaN,-2.605759,-2.244091,-2.700699,-2.66074,-3.45129,-2.370409,-3.977751,-3.112854,-2.775011,NaN,-4.110109,-2.351974,-2.63825,-2.71994,-2.481289,-3.208645,-2.38443,-2.724119,-2.438059
Drg1,P32233,Developmentally-regulated GTP-binding protein 1,10,36.5,0.452742697,0.218583333,-1.125639,-0.7168388,-0.5724106,-0.9696388,-0.8529701,-0.9077015,-1.17403,-2.501221,-1.864403,-1.197411,-1.22094,-1.65699,-1.193695,-1.391359,-1.217251,-1.58601,-1.646675,-1.448709,-1.66659,-1.32313
Rcc2,Q8BK67,Protein RCC2,7,15.2,12.06864557,0.218658758,-1.475368,-1.520359,-1.68128,-1.04863,-0.8640995,-1.264681,-0.9858704,-0.6765518,-0.7148933,-1.184391,-1.34248,-0.4319096,-1.409473,-0.9922485,-0.85005,-0.4028893,-0.9233646,-1.235399,-0.7844296,-1.110479
Smyd5,Q3TYX3,SET and MYND domain-containing protein 5,2,4.8,19.95515905,0.218668759,-1.81921,-1.974279,NaN,-2.150909,-2.021801,NaN,-2.60675,-2.298571,-2.418394,-1.741421,-3.035471,-1.707779,-1.303665,-2.1824,-2.213211,-2.01298,-1.591175,-2.12159,-1.747139,-1.82271
Tmed4,Q8R1V4;Q5SVW9,Transmembrane emp24 domain-containing protein 4,6,31.7,23.61221099,0.21872486,-2.415529,-1.397799,-1.337891,-1.528019,NaN,-2.28611,NaN,-1.557251,-1.760843,-2.1089,-2.35602,-2.221621,-1.978525,-2.1681,-2.2055,-2.21496,-1.165955,-1.226221,NaN,-1.88201
Cnnm1,Q0GA42,Metal transporter CNNM1,18,14.3,17.44446286,0.218839972,-1.6108,-1.61458,-2.062191,-1.68605,-1.656509,-1.69902,-1.907059,-1.96796,-1.546703,-1.48937,-1.730871,-1.34753,-1.294554,-1.55147,-1.628281,-1.85017,-1.389896,-1.065451,-1.640169,-1.42701
Kif5a,P33175,Kinesin heavy chain isoform 5A,38,24,19.79153463,0.218851748,-0.7789288,-1.037949,-1.40888,-1.38579,-0.9668503,-1.346642,-1.515009,-1.339581,-1.318073,-0.9848499,-1.681761,-1.015289,-1.247654,-1.0529,-0.9552212,-1.130039,-1.084856,-0.9853992,-0.8932495,-1.070539
Ppp1r9b,Q6R891,Neurabin-2,32,48.2,5.911085822,0.218853744,2.70162,2.584402,2.57111,2.64341,2.766798,2.56468,2.84729,2.732899,2.811676,2.71476,2.625521,2.480091,2.574745,2.527731,2.58486,2.59873,2.736544,2.565611,2.757271,2.54685
Iars,Q8BU30,"Isoleucine--tRNA ligase, cytoplasmic",40,32.6,20.89840324,0.219245993,1.104832,1.328951,1.15711,1.198851,1.207109,1.386539,1.193251,1.086779,1.054197,1.157839,1.25806,1.240551,0.9855461,1.26112,1.349209,1.074701,1.496174,1.52334,1.454231,1.3283
Rab12,P35283;A2CG35,Ras-related protein Rab-12,12,42.4,5.241246236,0.219310369,-0.9212494,-0.8761597,-0.3668308,-0.8954487,-0.8197002,-0.6609707,-0.3297501,-0.6101303,-0.4138031,-0.9349709,-0.6222305,-0.9204807,-0.9096546,-0.9839592,-0.9837704,-0.9712791,-0.9297657,-0.7909908,-0.487669,-0.6353397
Aldh9a1,Q9JLJ2;Q3U367,4-trimethylaminobutyraldehyde dehydrogenase,15,32.2,18.83554659,0.219334262,0.9121704,0.7877808,1.007771,1.066261,0.896719,0.8617401,0.9422398,1.066349,0.7852364,0.9620304,0.7534103,0.9500504,0.8625851,1.01844,1.24851,1.01482,1.302155,0.8420906,1.10178,1.238359
Lgi2,Q50DZ7;Q8K4Z0-2;Q8K4Z0,Leucine-rich repeat LGI family member 2,12,25.8,9.963885223,0.219340751,-1.491699,-1.613668,-0.9857597,-1.83157,-1.426069,-0.8906708,-1.43878,-0.997921,-1.176294,-1.21348,-0.80406,-1.00831,-1.550844,-1.277279,-1.605501,-0.9925194,-1.242565,-1.412889,-1.5966,-1.228329
Rogdi,Q3TDK6;Q3TDK6-2;Q3TDK6-3,Protein rogdi homolog,15,61.3,15.92075812,0.219486806,1.13138,1.27965,1.040819,1.211731,0.9742107,1.658998,1.379681,1.251959,1.160727,1.45051,2.004019,1.613251,1.425695,1.296011,1.36051,1.422361,1.754215,1.627541,1.967541,1.66691
Epb41l2,O70318,Band 4.1-like protein 2,54,44.1,6.827729434,0.219544128,3.477812,3.5819,3.551769,3.498619,3.478239,3.555349,3.606159,3.69445,3.699646,3.43874,3.640779,3.490822,3.355915,3.52643,3.597361,3.416712,3.266485,3.57654,3.50803,3.592619
Hspg2,E9PZ16;B1B0C7;Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,59,18.2,4.698397867,0.219871706,1.005901,1.2393,1.349421,1.43515,1.122061,1.590199,1.266439,1.371328,1.220516,1.079369,1.204159,1.344959,1.024286,0.95821,1.34441,1.131681,1.263645,1.12496,1.082951,1.18663
Tomm34,Q9CYG7;Q9CYG7-2,Mitochondrial import receptor subunit TOM34,15,51.1,1.335102747,0.220024289,0.7580509,0.7078114,0.6812992,0.7997303,0.8729,0.5779285,0.4970703,0.5602398,0.5224171,0.6620998,0.7405605,0.6723309,0.7085762,0.4647198,0.4955196,0.340601,0.612215,0.5852604,0.7388515,0.7026005
Rab18,P35293,Ras-related protein Rab-18,11,61.2,0.47304335,0.220160083,1.571211,1.507011,1.665649,1.7045,1.690729,1.700769,1.273621,1.319849,1.379707,1.29229,1.75622,1.52729,1.364336,1.381611,1.534729,1.507721,1.533304,1.509541,1.454231,1.525761
Cpne6,Q9Z140;Q3UYN2,Copine-6,17,34.5,1.457269327,0.220840138,1.81814,1.650101,1.84726,1.654621,1.7859,1.829599,1.54756,1.641958,1.834917,1.331799,1.827839,1.75919,1.446905,1.45484,1.73719,1.25399,2.067755,1.760389,1.851261,1.643721
Bpgm,P15327;D3Z223,Bisphosphoglycerate mutase;Phosphoglycerate mutase,9,45.9,2.604658428,0.22090651,0.2568512,0.22052,-0.3000603,-0.07804871,-0.01358032,0.3385792,0.05855942,0.04361916,-0.03258324,-0.277401,-0.2712498,-0.2507095,-0.3871536,-0.0142498,-0.2552204,-0.06855011,0.3252544,0.1780701,-0.6555386,-0.06097031
Rpl9,P51410;A0A0G2JDK9;A0A0G2JES3;D3Z629,60S ribosomal protein L9,8,56.2,18.52116232,0.221165289,0.9255505,0.9807415,1.553049,0.9861813,0.8727989,1.544729,1.013451,0.8933582,0.8650665,1.349289,0.8773403,1.04719,1.391396,1.454571,1.452589,1.093891,1.164305,1.57556,1.270811,1.172451
Gnpda1,O88958,Glucosamine-6-phosphate isomerase 1,11,43.3,3.430848304,0.221251551,-0.1284084,-0.1024895,-0.1350002,-0.2351589,-0.2200508,-0.05637169,-0.1237488,-0.02204132,-0.2850628,-0.04650116,-0.4339294,-0.5320492,-0.1501141,-0.3806896,-0.3183002,-0.2549286,-0.2001057,-0.09659004,-0.3933296,-0.4298191
Smpd1,Q04519,Sphingomyelin phosphodiesterase,5,8.5,22.88610909,0.221375862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.83923,NaN,-3.436291,-3.180874,-2.83271,-2.757021,-2.9669,-2.680105,-2.57163,-2.906898,-2.625929
Rabgap1,A2AWA9;A2AWA9-2,Rab GTPase-activating protein 1,27,23.8,13.05877341,0.221456297,0.1999302,0.4513016,0.4182205,0.3492813,0.374279,-0.08958054,0.3481102,0.4458885,0.2679672,0.3142586,0.604929,0.6158104,0.533205,0.4331608,0.5369587,0.247551,0.203804,0.1143208,0.3737316,0.2421303
Hmgn3,Q9DCB1;A0A087WSB8;Q9DCB1-2;Q9DCB1-3,High mobility group nucleosome-binding domain-containing protein 3,2,17.2,7.723529155,0.22152864,-3.35437,NaN,-1.878571,-2.422819,-1.951691,-1.89723,-1.11492,NaN,-1.845043,-2.382921,-2.86754,-2.97625,-1.658625,-2.21629,-1.956661,NaN,NaN,-3.697691,NaN,-4.198139
Farsb,Q9WUA2,Phenylalanine--tRNA ligase beta subunit,22,38.4,18.09988389,0.221651934,0.9572506,1.1677,0.7331791,1.10931,1.101,1.043369,0.8844395,0.3347092,0.8600159,1.36557,0.8888187,1.187561,1.149626,1.101891,1.20265,0.9569912,1.118225,1.144979,1.085291,1.17753
Bre,Q8K3W0;D3Z7P0;Q8K3W0-1;Q8K3W0-4;Q8K3W0-6;Q8K3W0-5,BRCA1-A complex subunit BRE,5,14.9,7.677734162,0.221658604,-1.919769,-1.74069,-1.73152,-1.8234,-1.607241,-1.782721,-1.5933,-1.51729,-1.780933,-1.930691,-1.918541,-1.408831,-1.582205,-2.087309,-1.943281,-1.613949,NaN,NaN,NaN,-2.488239
Mark1,Q8VHJ5,Serine/threonine-protein kinase MARK1,28,31.6,1.501839387,0.221737898,1.217831,1.27656,1.32654,1.362171,1.273819,1.04731,1.2903,1.45649,1.461597,1.19614,0.7327595,0.8899899,0.8818951,1.03216,1.248119,1.19693,1.183744,1.53643,1.13723,1.410511
Ncam1,E9QB01,,34,1.2,1.174478059,0.222687758,1.646301,1.57275,1.619169,1.45472,1.349939,0.8681297,1.569401,1.835749,1.815397,1.345699,0.5646591,-0.01395988,0.4735355,0.9860001,1.29612,1.64139,1.466665,1.40885,1.63476,1.50886
Map2k6,P70236;A2AGS2,Dual specificity mitogen-activated protein kinase kinase 6,14,44.6,15.48466336,0.222859107,-0.7475491,-0.7852898,-0.891531,-0.5808887,-0.730381,-0.6662407,-0.834259,-0.7239304,-0.5021744,-0.4134998,-0.1605797,-0.5919991,-0.7560349,-0.5219593,-0.7415199,-0.3416901,-0.6623554,-0.4009895,-0.1496391,-0.4004192
Tmem38a,Q3TMP8,Trimeric intracellular cation channel type A,5,20.1,0.458842495,0.223741935,-1.648298,-1.50766,-1.71946,-1.57939,-1.7838,-1.621962,-2.49073,-2.730721,-2.974434,-1.75503,-2.542089,-2.390379,-1.930464,-2.530859,-2.14838,-1.972778,-2.361736,NaN,-2.938879,-2.423109
Ppp2r2d,Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,15,3.8,3.348919636,0.223754121,-2.13468,-1.7918,-1.523491,-2.060431,-1.450571,-1.75737,-1.706699,-1.731411,-1.718214,-1.85977,-2.27545,-1.839951,-1.922224,-2.148869,-2.214071,-2.12604,-1.527285,-2.00532,-1.410749,-2.04534
Msra,Q9D6Y7;Q9D6Y7-3;Q9D6Y7-2;Q9D6Y7-4,Mitochondrial peptide methionine sulfoxide reductase,10,43.8,2.218827313,0.224402606,-0.21105,-0.1555786,0.06201935,0.05669975,-0.08173943,-0.03062057,0,0.2692699,0.1044865,-0.4114113,-0.3338394,-0.9703903,-0.7166939,-0.2263393,-0.1605701,0.05969048,0.1479836,-0.0194397,-0.4660301,0.03055
Actn4,E9Q2W9,,32,3.1,14.39428625,0.224681289,-1.453579,-1.284159,-1.406641,-1.636459,-1.633421,-0.1986713,-1.20516,-1.754391,-1.546003,NaN,NaN,-0.8505096,-0.1638145,-0.5452194,-0.3855896,-0.1920891,NaN,NaN,-1.088139,-2.31649
