Gene.ID	Gene.Name	DN	DS	Rat.homology.type
ENSMUSG00000083613	Pou2f3-rs1			
ENSMUSG00000044788	Fads6	0.0373	0.276	ortholog_one2one
ENSMUSG00000040658	Dnph1	0.0389	0.202	ortholog_one2one
ENSMUSG00000084802	Gm14089			
ENSMUSG00000097963	Gm27001			
ENSMUSG00000093516	Gm19553			
ENSMUSG00000112551	Gm8219			
ENSMUSG00000081413	Uqcrh-ps2			
ENSMUSG00000074039	4930520O04Rik			
ENSMUSG00000105940	Gm42635			
ENSMUSG00000116853	Gm49609			
ENSMUSG00000104871	Gm42639			
ENSMUSG00000090882	Gm17065			
ENSMUSG00000105877	Gm42479			
ENSMUSG00000106102	Gm43493			
ENSMUSG00000024943	Smc5			
ENSMUSG00000105637	Gm42480			
ENSMUSG00000029729	Zkscan1	0.0139	0.1508	ortholog_one2one
ENSMUSG00000097216	4932441J04Rik			
ENSMUSG00000032431	Crtap	0.0215	0.3204	ortholog_one2many
ENSMUSG00000032431	Crtap			ortholog_one2many
ENSMUSG00000113452	Gm18616			
ENSMUSG00000074088	Snrnp40	0.0079	0.2721	ortholog_one2one
ENSMUSG00000109906	Olfr546-ps1			
ENSMUSG00000019935	Slc17a8	0.0157	0.1957	ortholog_one2one
ENSMUSG00000104137	Gm36954			
ENSMUSG00000096619	Gm2035	0.0332	0.2843	ortholog_one2many
ENSMUSG00000084938	BB557941			
ENSMUSG00000103724	Gm37096			
ENSMUSG00000073979	Olfr547	0.069	0.1892	ortholog_one2one
ENSMUSG00000048865	Arhgap30	0.0557	0.1615	ortholog_one2one
ENSMUSG00000113748	Gm18628			
ENSMUSG00000105431	Gm42640			
ENSMUSG00000027236	Eif3j1	0.0051	0.1215	ortholog_one2many
ENSMUSG00000101011	Gm29398			
ENSMUSG00000113527	Gm48079			
ENSMUSG00000086396	4930555B11Rik			
ENSMUSG00000029108	Pcdh7	0.0087	0.1769	ortholog_one2one
ENSMUSG00000115380	Gm46453			
ENSMUSG00000081629	Eif3s6-ps1			
ENSMUSG00000115194	Gm48909			
ENSMUSG00000115579	Gm49156			
ENSMUSG00000104036	Gm37775			
ENSMUSG00000009248	Ascl2	0.0548	0.1603	ortholog_one2one
ENSMUSG00000085271	E130006D01Rik			
ENSMUSG00000081663	Gm11207			
ENSMUSG00000021848	Otx2	0.0033	0.1328	ortholog_one2many
ENSMUSG00000021848	Otx2	0.0033	0.1328	ortholog_one2many
ENSMUSG00000086703	4930507D10Rik			
ENSMUSG00000050201	Otop2	0.0193	0.2392	ortholog_one2one
ENSMUSG00000029545	Acads	0.0108	0.3554	ortholog_one2one
ENSMUSG00000022759	Lrrc74b	0.0612	0.1977	ortholog_one2one
ENSMUSG00000103285	Gm37274			
ENSMUSG00000027618	Nfs1	0.0101	0.2193	ortholog_one2many
ENSMUSG00000027618	Nfs1	0.0101	0.2193	ortholog_one2many
ENSMUSG00000053184	Spaca3	0.0507	0.1747	ortholog_one2one
ENSMUSG00000104429	2610034O05Rik			
ENSMUSG00000107623	Gm10415			
ENSMUSG00000045518	Onecut3	0.2668	1.0086	ortholog_one2one
ENSMUSG00000096169	Olfr1564	0.0335	0.2318	ortholog_many2many
ENSMUSG00000096169	Olfr1564	0.0389	0.1919	ortholog_many2many
ENSMUSG00000096169	Olfr1564	0.0285	0.2168	ortholog_many2many
ENSMUSG00000075158	Olfr1111	0.0285	0.2239	ortholog_one2one
ENSMUSG00000038500	Prr3	0.0456	0.1233	ortholog_one2one
ENSMUSG00000112042	Gm47402			
ENSMUSG00000101659	Gm29009			
ENSMUSG00000027408	Cpxm1	0.022	0.203	ortholog_one2one
ENSMUSG00000108163	Gm44431			
ENSMUSG00000085919	Gm16019			
ENSMUSG00000091697	Eif3s6-ps2			
ENSMUSG00000104821	Gm42481			
ENSMUSG00000103959	Gm37720			
ENSMUSG00000048707	Tprn	0.0238	0.1092	ortholog_one2one
ENSMUSG00000091459	Gm17054			
ENSMUSG00000079669	Gm17396			
ENSMUSG00000117116	Gm49868			
ENSMUSG00000051116	Gm8121			
ENSMUSG00000058176	Gm5407			
ENSMUSG00000094441	Zfp955a	0.091	0.2419	ortholog_one2many
ENSMUSG00000086788	1700029M20Rik			
ENSMUSG00000092184	Gm18489			
ENSMUSG00000035818	Plekhs1	0.0624	0.2472	ortholog_one2one
ENSMUSG00000117726	Gm7674			
ENSMUSG00000104564	Gm17977			
ENSMUSG00000084113	Gm14277			
ENSMUSG00000092504	Gm20396			
ENSMUSG00000022462	Slc38a2	0.0311	0.336	ortholog_one2one
ENSMUSG00000033396	Spg11	0.0531	0.1836	ortholog_one2one
ENSMUSG00000118372	Gm50434			
ENSMUSG00000104924	Gm43002			
ENSMUSG00000117496	Gm50042			
ENSMUSG00000021264	Yy1	0.0052	0.162	ortholog_one2one
ENSMUSG00000106646	Gm42483			
ENSMUSG00000117805	Gm18280			
ENSMUSG00000117760	Gm41561			
ENSMUSG00000117558	Gm50043			
ENSMUSG00000102771	Gm33320			
ENSMUSG00000104709	Gm42484			
ENSMUSG00000059588	Calcrl	0.0179	0.1826	ortholog_one2one
ENSMUSG00000117725	Gm50240			
ENSMUSG00000085946	AA387200			
ENSMUSG00000106517	Gm42634			
ENSMUSG00000116700	Gm18694			
ENSMUSG00000047976	Kcna1	0.0027	0.0871	ortholog_one2one
ENSMUSG00000105049	Gm42486			
ENSMUSG00000045288	Ush1g	0.0018	0.2882	ortholog_one2one
ENSMUSG00000105050	Gm42482			
ENSMUSG00000039607	Rbms3	0.0257	0.1674	ortholog_one2one
ENSMUSG00000085530	Gm13901			
ENSMUSG00000060257	Scrt2	0.0051	0.1885	ortholog_one2one
ENSMUSG00000105079	Gm43715			
ENSMUSG00000118169	Gm50249			
ENSMUSG00000106337	Gm42478			
ENSMUSG00000109560	Gm8463			
ENSMUSG00000046434	Hnrnpa1	0	0	ortholog_one2one
ENSMUSG00000058435	Btnl4	0.1711	0.2068	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1735	0.2286	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1613	0.2318	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1735	0.2286	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1513	0.2056	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1249	0.1424	ortholog_many2many
ENSMUSG00000058435	Btnl4	0.1735	0.2286	ortholog_many2many
ENSMUSG00000044881	Coa4	0.015	0.4773	ortholog_one2one
ENSMUSG00000054134	Umodl1	0.1382	0.3271	ortholog_one2one
ENSMUSG00000035878	Hykk	0.0567	0.1915	ortholog_one2one
ENSMUSG00000110390	Gm45869			
ENSMUSG00000117413	Gm50044			
ENSMUSG00000020248	Nfyb	0	0	ortholog_one2one
ENSMUSG00000045534	Kcna5	0.0186	0.2152	ortholog_one2one
ENSMUSG00000076619	Ighj3			
ENSMUSG00000073978	Olfr548-ps1			
ENSMUSG00000054640	Slc8a1	0.0089	0.1855	ortholog_one2one
ENSMUSG00000082312	Gm11996			
ENSMUSG00000078652	Psme3	0	0	ortholog_one2one
ENSMUSG00000017737	Mmp9	0.0776	0.1963	ortholog_one2one
ENSMUSG00000097772	5430416N02Rik			
ENSMUSG00000073977	Olfr549			
ENSMUSG00000099094	Gm19569			
ENSMUSG00000105376	Gm36535			
ENSMUSG00000084045	Gm11997			
ENSMUSG00000118362	Gm19466			
ENSMUSG00000106391	Gm42690			
ENSMUSG00000109123	Gm39059			
ENSMUSG00000106060	Gm42488			
ENSMUSG00000116956	Gm49610			
ENSMUSG00000048799	Cep120	0.0321	0.2575	ortholog_one2one
ENSMUSG00000000120	Ngfr	0.0181	0.2114	ortholog_one2one
ENSMUSG00000078532	Nkain1	0	0	ortholog_one2one
ENSMUSG00000098895	Gm21013			
ENSMUSG00000117080	1700063J08Rik			
ENSMUSG00000022096	Hr	0.0266	0.1377	ortholog_one2one
ENSMUSG00000027297	Ltk	0.0483	0.1976	ortholog_one2one
ENSMUSG00000113057	Gm48812			
ENSMUSG00000020393	Kremen1	0.0658	0.3699	ortholog_one2one
ENSMUSG00000094445	1700015G11Rik	0.062	0.261	ortholog_one2one
ENSMUSG00000017561	Crlf3	0.0746	0.243	ortholog_one2one
ENSMUSG00000005936	Kctd20	0.0238	0.2413	ortholog_one2one
ENSMUSG00000024429	Gnl1	0.0122	0.2191	ortholog_one2one
ENSMUSG00000108526	Gm45828			
ENSMUSG00000052281	Tspan32os			
ENSMUSG00000030096	Slc6a6	0.0066	0.0985	ortholog_one2one
ENSMUSG00000031352	Hccs	0.0241	0.1697	ortholog_one2one
ENSMUSG00000027130	Slc12a6	0.003	0.1545	ortholog_one2one
ENSMUSG00000117560	Gm31759			
ENSMUSG00000000244	Tspan32	0.0384	0.1281	ortholog_one2one
ENSMUSG00000052353	Cemip	0.0097	0.1497	ortholog_one2one
ENSMUSG00000085033	Gm11646			
ENSMUSG00000082985	Gm14042			
ENSMUSG00000049354	Dcaf7	0	0	ortholog_one2one
ENSMUSG00000002500	Rpl3l	0.0053	0.2509	ortholog_one2one
ENSMUSG00000092353	Gm20539			
ENSMUSG00000116948	Gm4802			
ENSMUSG00000084164	Gm13902			
ENSMUSG00000037708	Spag6	0.0067	0.268	ortholog_one2one
ENSMUSG00000097959	Gm6931			
ENSMUSG00000100963	Gm28372			
ENSMUSG00000049692	Tmem239			
ENSMUSG00000104538	1700016B01Rik			
ENSMUSG00000027409	1700020A23Rik	0.0702	0.1258	ortholog_one2one
ENSMUSG00000085887	Arhgap27os3			
ENSMUSG00000082180	Gm12230			
ENSMUSG00000062157	Ifnlr1	0.0987	0.224	ortholog_one2one
ENSMUSG00000034247	Plekhm1	0.0378	0.1962	ortholog_one2one
ENSMUSG00000001983	Taco1	0.0483	0.1789	ortholog_one2one
ENSMUSG00000020400	Tnip1	0.0371	0.1693	ortholog_one2one
ENSMUSG00000112820	Gm48298			
ENSMUSG00000023015	Racgap1	0.0211	0.2547	ortholog_one2one
ENSMUSG00000036009	Mettl25	0.0865	0.2171	ortholog_one2one
ENSMUSG00000076620	Ighj2			
ENSMUSG00000084856	Gm11528			
ENSMUSG00000081139	Gm13333			
ENSMUSG00000085255	Taco1os			
ENSMUSG00000109526	Gm9357			
ENSMUSG00000109026	Gm44683			
ENSMUSG00000109099	Gm20074			
ENSMUSG00000107704	Gm36355			
ENSMUSG00000044938	Klhl31	0.0141	0.2431	ortholog_one2one
ENSMUSG00000085229	Gm11672			
ENSMUSG00000074092	Gm6181			
ENSMUSG00000020700	Map3k3	0.0051	0.1268	ortholog_one2one
ENSMUSG00000107736	Gm44148			
ENSMUSG00000109312	Gm44682			
ENSMUSG00000030107	Usp18	0.0643	0.2835	ortholog_one2one
ENSMUSG00000101683	1700028D13Rik			
ENSMUSG00000115429	Gm49153			
ENSMUSG00000087201	Gm15261			
ENSMUSG00000115348	Gm49155			
ENSMUSG00000099418	Gm6657	0.1126	0.2434	ortholog_one2one
ENSMUSG00000115398	Gm534			
ENSMUSG00000110838	Gm47789			
ENSMUSG00000111225	Gm47790			
ENSMUSG00000031355	Arhgap6	0.0155	0.1258	ortholog_one2one
ENSMUSG00000018862	Otop3	0.0183	0.2224	ortholog_one2one
ENSMUSG00000118486	Gm30172			
ENSMUSG00000115599	Gm49154			
ENSMUSG00000058799	Nap1l1	0.0023	0.153	ortholog_one2one
ENSMUSG00000111014	Gm47795			
ENSMUSG00000033295	Ptprf	0.0055	0.1671	ortholog_one2one
ENSMUSG00000098682	Otx2os1			
ENSMUSG00000032802	Srxn1	0.1162	0.4722	ortholog_one2one
ENSMUSG00000085360	Arhgap27os2			
ENSMUSG00000080812	Gm13526			
ENSMUSG00000085733	Arhgap27os1			
ENSMUSG00000083678	Gm12989			
ENSMUSG00000019897	Ccdc59	0.081	0.2431	ortholog_one2one
ENSMUSG00000037157	Il22ra1	0.0392	0.1788	ortholog_one2one
ENSMUSG00000076621	Ighj1			
ENSMUSG00000034255	Arhgap27	0.0225	0.2087	ortholog_one2one
ENSMUSG00000092029	Gm9027			
ENSMUSG00000025509	Pnpla2	0.0109	0.1754	ortholog_one2many
ENSMUSG00000025509	Pnpla2	0.0109	0.1754	ortholog_one2many
ENSMUSG00000034653	Ythdc2	0.0224	0.2	ortholog_one2one
ENSMUSG00000113792	Gm10933			
ENSMUSG00000039983	Ccdc32	0.0314	0.159	ortholog_one2one
ENSMUSG00000113571	Gm48137			
ENSMUSG00000108784	4930517G19Rik			
ENSMUSG00000085828	Gm15612			
ENSMUSG00000108574	Gm44981			
ENSMUSG00000040770	Il25	0.0425	0.2687	ortholog_one2one
ENSMUSG00000020590	Snx13	0.0058	0.1269	ortholog_one2one
ENSMUSG00000074743	Thbd	0.0766	0.2313	ortholog_one2one
ENSMUSG00000023942	Slc29a1	0.0462	0.2137	ortholog_one2one
ENSMUSG00000115130	Gm49152			
ENSMUSG00000038599	Capn8	0.0406	0.1977	ortholog_one2one
ENSMUSG00000104014	4930562F17Rik			
ENSMUSG00000033152	Podxl2	0.0187	0.1369	ortholog_one2one
ENSMUSG00000115008	4933429O19Rik			
ENSMUSG00000082911	Gm14119			
ENSMUSG00000045555	Mettl24	0.0522	0.2529	ortholog_one2one
ENSMUSG00000042477	Tfap2e	0.016	0.2266	ortholog_one2one
ENSMUSG00000030291	Med21	0.0032	0.0957	ortholog_one2one
ENSMUSG00000061992	Gm4953			
ENSMUSG00000027435	Cd93			
ENSMUSG00000104169	Gm7430			
ENSMUSG00000044820	AY074887			
ENSMUSG00000034586	Hid1	0.0059	0.2203	ortholog_one2one
ENSMUSG00000094028	Ighd4-1			
ENSMUSG00000094552	Ighd3-2			
ENSMUSG00000032301	Psma4	0.0017	0.1687	ortholog_one2one
ENSMUSG00000090448	Gm17192			
ENSMUSG00000096420	Ighd5-6			
ENSMUSG00000060204	Slc10a4l	0.0396	0.3735	ortholog_one2many
ENSMUSG00000116619	Gm49615			
ENSMUSG00000095656	Ighd2-8			
ENSMUSG00000074627	Mroh8	0.0452	0.1601	ortholog_one2one
ENSMUSG00000040828	Catsperd	0.1739	0.2715	ortholog_one2one
ENSMUSG00000041859	Mcm3	0.0094	0.2902	ortholog_one2one
ENSMUSG00000094957	Ighd5-5			
ENSMUSG00000094057	Ighd2-7			
ENSMUSG00000110427	4933406B17Rik			
ENSMUSG00000094268	Ighd5-8			
ENSMUSG00000084291	Gm6654			
ENSMUSG00000070594	Gm4788	0.1418	0.2636	ortholog_one2many
ENSMUSG00000096884	Ighd5-4			
ENSMUSG00000040234	Tm7sf3	0.0363	0.233	ortholog_one2one
ENSMUSG00000105085	Gm42567			
ENSMUSG00000105595	Gm49316			
ENSMUSG00000096250	Ighd2-6			
ENSMUSG00000040943	Tet2	0.1323	0.2425	ortholog_one2one
ENSMUSG00000067220	Cnga1	0.0128	0.2191	ortholog_one2one
ENSMUSG00000081219	Bambi-ps1			
ENSMUSG00000095592	Ighd5-7			
ENSMUSG00000101840	Gm28294			
ENSMUSG00000093876	Ighd5-3			
ENSMUSG00000026204	Ptprn	0.0319	0.1553	ortholog_one2one
ENSMUSG00000112910	Gm29685			
ENSMUSG00000095897	Ighd2-5			
ENSMUSG00000085932	Gm15556			
ENSMUSG00000022974	Paxbp1	0.0132	0.1797	ortholog_one2one
ENSMUSG00000060128	Gm2710			
ENSMUSG00000116782	Gm46562			
ENSMUSG00000034009	Rxfp1	0.0257	0.1538	ortholog_one2one
ENSMUSG00000116987	Gm49625			
ENSMUSG00000112401	Gm47999			
ENSMUSG00000103203	Gm37327			
ENSMUSG00000102430	Gm38051			
ENSMUSG00000096396	Ighd5-2			
ENSMUSG00000037942	Crp			
ENSMUSG00000116544	Gm49626			
ENSMUSG00000084866	A930006K02Rik			
ENSMUSG00000089719	Gm15758			
ENSMUSG00000105124	Gm5297			
ENSMUSG00000095444	Ighd2-4			
ENSMUSG00000100837	1700063D05Rik			
ENSMUSG00000096301	Ighd6-2			
ENSMUSG00000110577	1700112L15Rik			
ENSMUSG00000036598	Ccdc113	0.0602	0.2336	ortholog_one2one
ENSMUSG00000086870	Gm15288			
ENSMUSG00000027353	Mcm8	0.019	0.2202	ortholog_one2one
ENSMUSG00000079071	Slc28a2b	0.0664	0.1573	ortholog_one2many
ENSMUSG00000082743	Gm12988			
ENSMUSG00000027642	Rpn2	0.0208	0.1954	ortholog_one2one
ENSMUSG00000086649	Gm15286			
ENSMUSG00000111430	Olfr950-ps1			
ENSMUSG00000095455	Mup-ps3			
ENSMUSG00000018474	Chd3	0.0072	0.1922	ortholog_one2one
ENSMUSG00000087678	Gm14120			
ENSMUSG00000094269	Olfr951	0.0963	0.3762	ortholog_many2many
ENSMUSG00000094269	Olfr951	0.1132	0.2316	ortholog_many2many
ENSMUSG00000094269	Olfr951	0.1035	0.3094	ortholog_many2many
ENSMUSG00000096654	Mup-ps29			
ENSMUSG00000036992	Nxt1	0.0097	0.1989	ortholog_one2one
ENSMUSG00000083293	Mup-ps28			
ENSMUSG00000117342	Gm31818			
ENSMUSG00000103711	Tstd1	0.0427	0.1888	ortholog_one2one
ENSMUSG00000058856	Olfr952	0.076	0.1776	ortholog_one2many
ENSMUSG00000110636	Gm39397			
ENSMUSG00000102532	Gm37227			
ENSMUSG00000078632	Lrrc37a	0.2058	0.2654	ortholog_one2one
ENSMUSG00000110985	Olfr953-ps1			
ENSMUSG00000054196	Cthrc1	0.012	0.2462	ortholog_one2one
ENSMUSG00000021666	Gfm2	0.0377	0.2336	ortholog_one2one
ENSMUSG00000096568	Ighd2-3			
ENSMUSG00000081359	Cox20b			
ENSMUSG00000108990	Gm44648			
ENSMUSG00000094745	Olfr954	0.0869	0.3305	ortholog_many2many
ENSMUSG00000094745	Olfr954	0.1149	0.204	ortholog_many2many
ENSMUSG00000094745	Olfr954	0.0982	0.3211	ortholog_many2many
ENSMUSG00000095399	Ighd6-1			
ENSMUSG00000046480	Scn4b	0.0098	0.1731	ortholog_one2one
ENSMUSG00000030706	Mrpl48	0.0313	0.1584	ortholog_one2one
ENSMUSG00000026641	Usf1	0.003	0.2452	ortholog_one2one
ENSMUSG00000050830	Vwc2	0.0054	0.148	ortholog_one2one
ENSMUSG00000098204	Gm26984			
ENSMUSG00000076630	Ighd1-1			
ENSMUSG00000114482	Gm7604			
ENSMUSG00000063176	Olfr955	0.0699	0.1727	ortholog_one2many
ENSMUSG00000034239	Gm884	0.1351	0.1649	ortholog_one2one
ENSMUSG00000118463	Gm9730			
ENSMUSG00000099647	Gm5776			
ENSMUSG00000019767	Ccdc170	0.0926	0.1929	ortholog_one2one
ENSMUSG00000051804	Adam6b	0.1532	0.3262	ortholog_one2many
ENSMUSG00000097638	Carlr			
ENSMUSG00000027439	Gzf1	0.0131	0.1862	ortholog_one2one
ENSMUSG00000109050	Gm6290			
ENSMUSG00000108520	Gm44684			
ENSMUSG00000093818	Ighd3-1			
ENSMUSG00000118119	Gm9937			
ENSMUSG00000031383	Dusp9	0.0291	0.1479	ortholog_one2one
ENSMUSG00000095549	Ighd5-1			
ENSMUSG00000076632	Gm16968			
ENSMUSG00000062202	Btbd9	0.0069	0.1846	ortholog_one2one
ENSMUSG00000038298	Pdzk1	0.0398	0.1962	ortholog_one2one
ENSMUSG00000043945	Adam6a	0.1566	0.3434	ortholog_one2many
ENSMUSG00000055148	Klf2	0.019	0.357	ortholog_one2one
ENSMUSG00000081676	Gm11643			
ENSMUSG00000102901	Ighv5-1			
ENSMUSG00000053007	Creb5	0.0057	0.1841	ortholog_one2one
ENSMUSG00000040759	Cmtm5	0.0239	0.119	ortholog_one2one
ENSMUSG00000046562	Unc119b			
ENSMUSG00000020945	Lyzl6	0.0873	0.2259	ortholog_one2one
ENSMUSG00000031354	Amelx	0.0075	0.0257	ortholog_one2one
ENSMUSG00000027199	Gatm	0.0033	0.1597	ortholog_one2one
ENSMUSG00000083907	Plk-ps1			
ENSMUSG00000025270	Alas2	0.0468	0.159	ortholog_one2one
ENSMUSG00000057093	Zfp607b	0.0533	0.0884	ortholog_one2many
ENSMUSG00000057093	Zfp607b	0.0739	0.1356	ortholog_one2many
ENSMUSG00000057093	Zfp607b	0.0786	0.216	ortholog_one2many
ENSMUSG00000040929	Rfx3	0.0033	0.1424	ortholog_one2one
ENSMUSG00000055994	Nod2	0.0342	0.234	ortholog_one2one
ENSMUSG00000027966	Col11a1	0.0053	0.1447	ortholog_one2one
ENSMUSG00000081611	Gm13651			
ENSMUSG00000085277	Gm13943			
ENSMUSG00000091426	Gm17228			
ENSMUSG00000082006	Gm13649			
ENSMUSG00000023965	Fbxl17	0.011	0.2334	ortholog_one2one
ENSMUSG00000106551	Gm1969			
ENSMUSG00000104388	Gm37033			
ENSMUSG00000105437	Gm42450			
ENSMUSG00000038855	Itpkb	0.0311	0.1292	ortholog_one2one
ENSMUSG00000105926	Gm43386			
ENSMUSG00000117837	Gm41821			
ENSMUSG00000084292	Gm13535			
ENSMUSG00000081541	Gm13940			
ENSMUSG00000085845	Gm13944			
ENSMUSG00000105439	A230098N10Rik			
ENSMUSG00000046215	Rprml	0	0	ortholog_one2one
ENSMUSG00000027131	Emc4	0.0051	0.1653	ortholog_one2one
ENSMUSG00000112330	Gm3266			
ENSMUSG00000026827	Gpd2	0.0298	0.2633	ortholog_one2one
ENSMUSG00000091606	Ighv2-1			
ENSMUSG00000076633	Ighv5-2	0.2233	0.2004	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2408	0.2057	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2803	0.1992	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2374	0.2459	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2301	0.1778	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.241	0.2124	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2233	0.2004	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.241	0.2124	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.241	0.2124	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2301	0.1778	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.253	0.1925	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2496	0.1894	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2147	0.2237	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2374	0.2459	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2325	0.2141	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2129	0.2251	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2377	0.2022	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.1993	0.2288	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2803	0.1992	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.2803	0.1992	ortholog_many2many
ENSMUSG00000076633	Ighv5-2	0.241	0.2124	ortholog_many2many
ENSMUSG00000027016	Zfp385b	0.0965	0.2971	ortholog_one2one
ENSMUSG00000085802	Gm16059			
ENSMUSG00000037640	Zfp60	0.0696	0.2441	ortholog_one2many
ENSMUSG00000037640	Zfp60	0.0714	0.2363	ortholog_one2many
ENSMUSG00000074876	Spata5l1			
ENSMUSG00000022433	Csnk1e	0.0114	0.2351	ortholog_one2one
ENSMUSG00000026956	Uap1l1	0.0346	0.1799	ortholog_one2one
ENSMUSG00000079501	Gm5138			
ENSMUSG00000103772	Gm36933			
ENSMUSG00000096464	Ighv2-2	0.1174	0.3529	ortholog_many2many
ENSMUSG00000096464	Ighv2-2	0.1041	0.2566	ortholog_many2many
ENSMUSG00000096464	Ighv2-2	0.1367	0.2055	ortholog_many2many
ENSMUSG00000096464	Ighv2-2	0.0874	0.3706	ortholog_many2many
ENSMUSG00000096464	Ighv2-2	0.1367	0.2055	ortholog_many2many
ENSMUSG00000096464	Ighv2-2	0.1367	0.2055	ortholog_many2many
ENSMUSG00000103123	Gm37390			
ENSMUSG00000055676	Gm5069			
ENSMUSG00000022973	Synj1	0.018	0.1935	ortholog_one2one
ENSMUSG00000030016	Zfp638	0.0342	0.0951	ortholog_one2one
ENSMUSG00000103934	Ighv5-3			
ENSMUSG00000030704	Rab6a	0.0066	0.2837	ortholog_one2one
ENSMUSG00000027132	Katnbl1	0.0197	0.0981	ortholog_one2one
ENSMUSG00000095612	Ighv5-4	0.1422	0.2603	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1475	0.2796	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.187	0.2611	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1374	0.3001	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1747	0.2186	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1716	0.2582	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1422	0.2603	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1716	0.2582	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1716	0.2582	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1747	0.2186	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1699	0.2478	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1679	0.244	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1701	0.2618	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1374	0.3001	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1365	0.2746	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1746	0.294	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1458	0.2754	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.13	0.265	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.187	0.2611	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.187	0.2611	ortholog_many2many
ENSMUSG00000095612	Ighv5-4	0.1716	0.2582	ortholog_many2many
ENSMUSG00000073686	Gm10564			
ENSMUSG00000103111	Ighv6-1			
ENSMUSG00000108396	Gm6905			
ENSMUSG00000002372	Ranbp3	0.0275	0.2008	ortholog_one2one
ENSMUSG00000102852	Gm37083			
ENSMUSG00000001870	Ltbp1	0.0169	0.1808	ortholog_one2one
ENSMUSG00000102701	9430083B18Rik			
ENSMUSG00000103631	Gm38060			
ENSMUSG00000094164	Ighv2-3	0.0905	0.2451	ortholog_many2many
ENSMUSG00000094164	Ighv2-3	0.124	0.1991	ortholog_many2many
ENSMUSG00000094164	Ighv2-3	0.1226	0.1614	ortholog_many2many
ENSMUSG00000094164	Ighv2-3	0.1412	0.2917	ortholog_many2many
ENSMUSG00000094164	Ighv2-3	0.1226	0.1614	ortholog_many2many
ENSMUSG00000094164	Ighv2-3	0.1226	0.1614	ortholog_many2many
ENSMUSG00000117850	Gm50443			
ENSMUSG00000082227	Olfr1144-ps1			
ENSMUSG00000116821	Gm8538			
ENSMUSG00000033207	Mamdc2	0.0809	0.3407	ortholog_one2one
ENSMUSG00000022490	Ppp1r1a	0.0261	0.1118	ortholog_one2one
ENSMUSG00000068814	Olfr1145	0.0279	0.229	ortholog_one2one
ENSMUSG00000057499	Gm6177			
ENSMUSG00000081041	Nlk-ps1			
ENSMUSG00000048483	Zdhhc22	0.0134	0.1192	ortholog_one2one
ENSMUSG00000083185	Olfr1146-ps1			
ENSMUSG00000098098	Bvht			
ENSMUSG00000020331	Hcn2	0.0035	0.2483	ortholog_one2one
ENSMUSG00000110230	Gm45846			
ENSMUSG00000033213	AA467197	0.0546	0.1803	ortholog_one2one
ENSMUSG00000081908	Olfr1147-ps1			
ENSMUSG00000097324	Carmn			
ENSMUSG00000052707	Tnrc6a	0.0093	0.052	ortholog_one2one
ENSMUSG00000090565	4930405O22Rik			
ENSMUSG00000086680	Gm11592			
