Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
Glypican-1 [Cleaved into: Secreted glypican-1],Gpc1,0.317144855,0.601232408,25.26582278,10.6125572,0.098738251,1,1,20,11,0.135144753,0.99740044,1,26.00790514,14.86838006,0.473457688,0.889935749,0.999999999,23.75790931,12.24213805,0.29381533,0.092111135,0.092111135,0,0.25895357,0.131425813,0.438633705,0.085506751,-0.011372675,0.500804528,0.276630294,0.424964603,0.540351021,0.400953445,0.467567978
Periplakin,Ppl,0.091621246,0.341034637,24,16.29189192,0.335809869,0.247873828,0.966576777,28,19,0.271803961,0.36714565,1,24.46096654,18.01921071,0.653087166,0.143783633,0.642233561,25.48698885,17.78791449,0.517142808,0.32698432,0.32698432,0,0.49571607,0.174923264,0.744522595,0.79573299,0.352207924,0.204239955,-0.08016335,0.587248187,1.489712057,0.567277571,0.925227104
Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2),Man2b2,0.066032037,0.30600873,24,5.840539598,0.422364935,0.247873828,0.966576777,24,7,0.458684715,0.359991201,1,21.43322476,9.500399433,0.100883414,0.113800437,0.539628435,23.14440825,7.490344593,-0.329089312,0.50476387,0.50476387,0,-0.424315827,0.030014117,-0.560932407,-1.173692298,-0.801423106,0.386615958,0.174400344,-0.220298397,-0.881836194,-0.124788356,-0.343578033
LIM and senescent cell antigen-like-containing domain protein,Lims1,0.145914135,0.433623861,20.16161616,1.675613411,0.12458002,0.558904371,1,24,21,0.112222314,0.696044629,1,21.57377049,1.470966456,0.176231645,0.453203879,0.999999999,21.91179555,0.290138715,0.075708584,0.117742452,0.117742452,0,0.171652812,-0.364542613,0.166734162,0.081213283,0.241787182,0.066609344,0.06264826,-0.014609812,0.198000198,0.252243153,0.131778827
Integrin-linked protein kinase (EC 2.7.11.1),Ilk,0.697289181,0.853889021,24,21.80814432,0.05062292,0.247873828,0.966576777,20,3,0.160623168,0.681742833,1,20,2.817230209,0.078988735,0.639248213,0.999999999,21.33333333,1.586973058,0.010162748,0.088808168,0.088808168,0,0.254802964,-0.087455477,-0.103613646,0.043471545,0.172009731,0.019840894,-0.207314569,-0.062613064,0.208017935,-0.020432639,-0.00227826
Ribonuclease inhibitor,Rnh1,0.558139646,0.77729815,20.47179487,7.476476046,0.063295462,1,1,20,9,0.059891051,0.992326353,1,20,12.2501236,0.257981187,0.97777902,0.999999999,20.15726496,9.531523504,0.214402202,0.055753711,0.055753711,0,0.52958069,0.143238595,0.260755534,0.159557245,0.3368223,0.201070511,0.275326621,0.082456968,0.174309235,0.223765068,0.195641396
ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I),Abce1 Rli,0.942643936,0.973009217,24,15.19463338,0.029856683,1,1,28,11,0.123552193,0.999968821,1,28,22.80141215,0.537703055,0.999967089,0.999999999,26.66666667,16.62502882,0.418626878,0.048718058,0.048718058,0,0.610330316,0.417679874,0.531507259,0.277251985,0.817597072,0.401299831,0.395471725,0.355979612,0.477184657,0.374114043,0.389814722
Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1),Sept5 Pnutl1,0.164623168,0.460978826,22.81142857,8.787749547,0.117364095,1,1,28,5,0.15690968,0.876437921,1,22.61168385,9.329625247,0.133355161,0.693997205,0.999999999,24.47437081,8.112211289,0.013885711,0.131581113,0.131581113,0,0.021668878,0.136910795,-0.219542102,0.070737789,-0.306487851,0.117549966,0.21623769,0.068473647,0.084903107,-0.063609737,0.051762631
Far upstream element-binding protein 1,Fubp1,0.91627096,0.960701378,24,0.142097163,0.021108745,1,1,28,11,0.121228494,0.663671795,1,20,11.03557619,0.125566487,0.985807872,0.999999999,24,10.33067232,0.04078778,0.020181044,0.020181044,0,0.204179943,0.154565174,0.176149606,-0.05712967,-0.000919309,0.090221977,-0.020130129,-0.139967823,-0.144994157,0.128455106,0.099022642
Dehydrogenase/reductase SDR family member 1 (EC 1.1.-.-),Dhrs1 D14ertd484e,0.055081612,0.284878232,21.81420765,6.531391506,0.249108069,0.377646329,1,28,3,0.215436375,0.323345784,1,23.0877193,4.528418633,-0.068720037,0.124503065,0.574244045,24.30064232,4.874210765,-0.214868734,0.256124155,0.256124155,0,0.308444689,-0.32950429,-0.302502453,-0.242088038,-0.314397186,-0.062978768,-0.002342397,-0.135225193,-0.941771352,-0.310595512,-0.264445936
Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein),Aebp1 Aclp,0.529371787,0.756247709,27.72222222,26.20949451,0.135573703,1,1,20,9,0.177514778,0.965130844,1,20,10.05863064,0.57181589,0.969227342,0.999999999,22.57407407,11.4492112,0.308632542,0.053207889,0.053207889,0,-0.183627837,0.452809551,0.148935159,0.300869465,0.049825658,0.871890704,0.609282073,0.236695675,0.322125758,0.223323902,0.640008497
Annexin,Anxa3,0.348762707,0.636232959,24,6.770462778,0.093880278,1,1,28,21,0.095643757,0.999999998,1,28,9.612145177,0.484049297,0.909625752,0.999999999,26.66666667,9.83943896,0.215367036,0.046210648,0.046210648,0,-0.004342057,0.057538624,-0.284575649,0.221469097,0.13308967,0.327238564,0.371600785,0.612005027,0.413467827,0.414112432,0.377169671
Microtubule-associated protein 6,Map6,0.477857175,0.727550008,24,7.288369793,0.405836482,1,1,24,9,0.431153447,0.808226324,1,25.01901141,5.689978007,0.220661861,0.928424965,0.999999999,24.33967047,7.352974939,-0.296379248,0.480857208,0.480857208,0,1.031428308,-0.944231631,0.357164035,-0.193030575,-0.230764991,0.179636676,-0.285610434,0.528584693,-0.611846655,-2.543282576,-0.831270382
Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (Heterogeneous nuclear ribonucleoprotein H) (hnRNP H) [Cleaved into: Het... <Preview truncated at 128 characters>,Hnrnph2 Hnrph2,0.260992135,0.555265718,24,9.226684709,0.073296362,0.805264174,1,28,7,0.266575295,0.587428245,1,26.63967611,7.06545613,-0.425947482,0.651832113,0.999999999,26.21322537,7.834426459,-0.374903697,0.104318857,0.104318857,0,-0.045776373,-0.182221526,-0.316564559,-0.437557115,-0.498653207,-0.522415556,-0.406612107,-0.343651756,-0.556786519,-0.466492767,-0.657698374
V-type proton ATPase catalytic subunit A (Fragment),Atp6v1a,0.356693618,0.636521057,24,9.400001312,0.12185782,1,1,24,9,0.116238768,0.882795113,1,22.30508475,8.252603875,0.480242466,0.888982759,0.999999999,23.43502825,8.879106853,0.30196511,0.142103429,0.142103429,0,0.457056566,0.373707524,0.13353445,0.415170528,0.477352281,0.288534183,0.491032135,0.613795954,0.210833564,0.076855454,0.069743721
DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor),Ddb1,0.028428594,0.234522656,22.42696629,10.08876759,0.263048298,0.377646329,1,20,13,0.238389489,0.300531215,1,21.71617162,9.340118579,0.582583214,0.074819956,0.424171596,21.38104597,10.79338791,0.29713121,0.279222487,0.279222487,0,0.298997489,0.632931951,0.085160466,0.255531654,0.087195801,0.500889893,0.645166274,0.636131138,0.058516229,0.205637542,-0.020007004
Keratocan (KTN) (Keratan sulfate proteoglycan keratocan),Kera Ktcn,0.622999118,0.811595569,22.42696629,3.77385091,0.09624276,1,1,20,9,0.151299549,0.972983845,1,20,6.999941209,0.754385648,0.985566945,0.999999999,20.80898876,6.807695593,0.182264505,0.144281596,0.144281596,0,0.265456989,0.197882529,0.004891147,0.037665184,-0.186939944,0.364436466,0.052307084,-0.100021447,0.462980805,0.505867759,0.729493306
General transcription factor II-I,Gtf2i,0.034266969,0.245317604,23.07514451,17.6809642,0.23235427,0.377646329,1,24,17,0.147719981,0.498404369,1,22.61168385,17.9749355,0.377655625,0.121018185,0.56421459,23.22894279,17.57556229,0.128835829,0.263188832,0.263188832,0,0.056419737,0.264332754,0.174726635,0.622673019,0.241082973,-0.22572695,0.022754537,-0.157743114,0.391910186,0.122869624,-0.012096451
"Myocilin (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20... <Preview truncated at 128 characters>",Myoc Tigr,0.327947361,0.615005611,20.68393782,5.763002947,0.15460376,1,1,28,21,0.260128821,0.992460311,1,24.83018868,22.16973239,1.142029921,0.895849807,0.999999999,24.50470883,21.32651457,0.435501675,0.064667415,0.064667415,0,0.213596912,-0.254695021,0.489375972,0.059916797,0.160353464,0.868632502,0.552905867,0.358847236,0.660405604,0.978960743,1.127714337
Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription facto... <Preview truncated at 128 characters>,Btf3,0.029201115,0.234522656,22.42696629,19.55889255,0.477693312,1,1,20,1,0.559341928,0.960181171,1,20,3.000067615,-0.097899881,0.307344427,0.999999999,20.80898876,0.58449932,-0.820154168,0.461811858,0.461811858,0,-0.18870595,-0.334985894,-0.393033931,-0.316721558,-0.201586064,-1.529163028,-1.679155513,-1.77609945,-0.536559991,-1.055389984,-1.520967195
Cysteine and glycine-rich protein 2,Csrp2,0.03445098,0.245317604,20.68393782,8.868016704,0.536560602,0.032458965,0.613391204,24,9,0.244822015,0.308740145,1,21.43322476,8.953063988,0.171512539,0.014065924,0.166621043,22.03905419,8.974333337,-0.165274013,0.521483319,0.521483319,0,0.289677876,0.11384133,0.082786805,-1.224670052,-0.053498433,0.019428406,0.209266224,0.229396093,-1.353479979,-0.234307015,-0.13504666
ATP synthase subunit gamma,Atp5c1,0.176925288,0.478509862,21.23404255,8.107124235,0.147108739,0.377646329,1,28,5,0.115404959,0.645483942,1,22.30508475,7.731309114,-0.075011849,0.391802967,0.999999999,23.84637577,7.286702559,-0.176472844,0.123254155,0.123254155,0,-0.090905387,-0.09054599,-0.163297108,-0.222049734,-0.306568306,-0.047425946,-0.074876671,-0.004863916,-0.738866275,-0.19260695,-0.186115798
Paralemmin-1,Palm,0.171533414,0.469091376,21.81420765,11.12067331,0.099985221,1,1,20,11,0.124847275,0.846163671,1,20,11.82403316,0.347875295,0.695610166,0.999999999,20.60473588,11.33934281,0.253052245,0.108281713,0.108281713,0,0.200696504,0.306744422,0.329679524,0.179358738,0.015888306,0.481151777,0.29173909,0.336800396,0.22261591,0.366297479,0.221125377
Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (p120 CAND1),Cand1,0.93680218,0.970696647,24,7.555908074,0.026917944,1,1,28,23,0.193076851,0.999999999,1,22.76816609,12.02818073,0.447158667,0.999955841,0.999999999,24.92272203,13.1239688,0.34118172,0.00461698,0.00461698,0,0.360466071,0.295246334,-0.013954854,0.378101803,0.640272503,0.252342517,0.429587586,0.548561692,0.427704106,0.435777265,0.337896453
CDGSH iron-sulfur domain-containing protein 1 (MitoNEET),Cisd1 D10Ertd214e Zcd1,0.056856658,0.289165743,24,5.753014612,0.315259736,0.057269646,0.629966104,28,3,0.43054281,0.171579902,1,26.21513944,4.168235321,-0.184525951,0.02041421,0.208962119,26.07171315,4.388609589,-0.496406903,0.384409297,0.384409297,0,-0.007543518,-0.61076536,-0.437728757,-1.050078172,-0.515818278,0.134888999,-0.461741146,-0.323341932,-0.737528966,-1.019347895,-1.027985497
DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2),Dnaja1,0.165415616,0.460978826,24,6.878657552,0.141937483,0.15763919,0.798488541,24,7,0.214309907,0.411120072,1,24.46096654,6.210799603,-0.047393054,0.169612093,0.707907881,24.15365551,6.700587826,-0.169001465,0.170089948,0.170089948,0,0.207882255,-0.209967303,0.056150302,-0.488094247,-0.177163295,0.057434173,-0.203694659,-0.038766185,-0.357589178,-0.475654884,-0.399209354
Receptor expression-enhancing protein,Reep5 Dp1,0.178236,0.479926668,20.36734694,6.417849585,0.164249609,0.805264174,1,20,7,0.108525508,0.742971139,1,20,2.16668097,0.003785981,0.61245479,0.999999999,20.12244898,5.313174125,-0.037837793,0.113891593,0.113891593,0,0.053872701,-0.051530281,0.123242658,-0.2311803,0.128375011,0.036022232,-0.222317527,-0.205008526,-0.14198252,0.068651318,0.168418833
Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme),Prep Pep,0.629943441,0.81665491,20.57731959,17.78898077,0.114316975,1,1,28,17,0.375294826,0.951154057,1,24.1025641,23.21878153,0.894320319,0.984670062,0.999999999,24.2266279,20.05010528,0.714634235,0.079711837,0.079711837,0,0.563914696,0.622434759,0.357801898,1.067042462,1.134392448,0.466216903,0.851241215,0.918145821,0.891702687,0.93918336,0.760860517
Transaldolase (EC 2.2.1.2),Taldo1,0.291201285,0.579258697,24,18.80235582,0.124296839,1,1,28,19,0.214837037,0.910751821,1,23.0877193,19.7425053,0.42132629,0.850797506,0.999999999,25.02923977,19.34716863,0.229176661,0.142606428,0.142606428,0,0.285130652,0.100041479,0.381114494,0.310974628,0.653808697,0.068834958,0.181029021,0.025737967,0.38026544,0.231760426,0.119976819
Prefoldin subunit 2,Pfdn2,0.141625764,0.425165735,21.01052632,14.52456649,0.083605193,1,1,28,17,0.159379186,0.934311438,1,22.30508475,14.25824873,0.34704436,0.670583169,0.999999999,23.77187035,15.35222738,0.242475225,0.062637664,0.062637664,0,-0.011251206,0.293450485,0.226088215,0.185104459,0.386751643,0.146888738,0.359080439,0.372881645,0.408155484,0.236687574,0.299652896
Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),Bcat2,0.000198176,0.051320637,22.68181818,0.538995061,0.12276373,0.004320437,0.472727761,24,23,0.136173671,0.108726398,1,23.75451264,23.2066053,0.160141312,1.38E-05,0.006780499,23.47877694,23.15660403,0.060687168,0.127186726,0.127186726,0,0.0156683,-0.121773369,-0.064701766,0.112190117,0.22171725,0.111520442,-0.010555957,-0.01659543,0.030125374,0.234119719,0.247068216
NudC domain-containing protein 2,Nudcd2,0.908758547,0.956792927,22.17777778,9.432034336,0.035933988,1,1,28,17,0.103030737,0.967921158,1,28,18.99994121,0.724469484,0.999680345,0.999999999,26.05925926,14.98132418,0.503255536,0.059795408,0.059795408,0,0.55429675,0.590243688,0.497554643,0.363702622,0.715117701,0.415685034,0.662164489,0.321073942,0.588365056,0.689898474,0.686898207
Prostaglandin F2 receptor negative regulator (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha recept... <Preview truncated at 128 characters>,Ptgfrn Fprp,0.883910342,0.946927361,24,0.844243894,0.027320619,1,1,20,7,0.090292944,0.950926952,1,20,6.764929809,-0.005079556,0.999232558,0.999999999,21.33333333,5.583409771,-0.045989333,0.054427326,0.054427326,0,-0.067250408,0.111433339,-0.016260167,-0.238812716,0.003070644,0.111942449,-0.07645089,-0.275444718,-0.012028336,0.084640904,-0.118187519
ADP-ribosylation factor-interacting protein 1,Arfip1,0.814580038,0.907750762,21.01052632,13.15254618,0.03398177,1,1,28,23,0.133468471,0.997277798,1,28,25.94654832,0.481174628,0.998719125,0.999999999,25.67017544,20.46118136,0.365749699,0.017572355,0.017572355,0,0.285280914,0.425313971,0.311256304,0.41769755,0.498932254,0.511371335,0.405631692,0.368660182,0.407103595,0.452908194,0.298247395
Reticulocalbin-3,Rcn3,0.886200478,0.946927361,24,17.08607794,0.063643075,1,1,28,23,0.481455907,0.960417313,1,26.21513944,20.78480177,1.237511689,0.999381062,0.999999999,26.07171315,20.22507132,0.738315108,0.080933098,0.080933098,0,0.067091673,1.03160561,0.130605984,1.029828812,0.652938451,0.83943048,0.931503127,0.776456315,0.919867491,1.29200161,1.154360878
Acid ceramidase,Asah1,0.801466649,0.902875891,21.57837838,4.931514103,0.070321514,1,1,28,23,0.190909129,0.99998837,1,20,6.999941209,0.360838941,0.998468046,0.999999999,23.19279279,5.878069277,0.26899654,0.074133425,0.074133425,0,0.553517735,0.176896047,-0.328965367,0.590879611,0.359987752,0.125988996,0.415850868,0.358230335,0.305826334,0.297334077,0.386479018
"Septin 11, isoform CRA_b (Septin-11)",Sep.11,0.017724787,0.199437684,20.16161616,15.35695257,0.146087874,0.15763919,0.798488541,20,15,0.181268733,0.336930252,1,22.15488215,16.36962586,0.360899256,0.030356633,0.260149286,20.77216611,15.58303129,0.277380636,0.144292674,0.144292674,0,0.13870879,0.202216038,0.494122513,0.460604155,0.06351995,0.237769812,0.324153373,0.295608551,0.413293186,0.234430502,0.262917673
Plectin,Plec,0.045162354,0.265216375,20.16161616,6.383771393,0.092341561,0.247873828,0.966576777,20,7,0.096616982,0.424928245,1,20,5.93984904,0.190504325,0.098227717,0.504027649,20.05387205,6.441029291,0.103683403,0.093223696,0.093223696,0,0.286849385,0.058506647,0.053656205,0.08223006,0.233366702,0.170109702,0.170390633,-0.032345119,0.033191725,0.157425315,0.164811896
Serine hydroxymethyltransferase (EC 2.1.2.1),Shmt2,0.126306576,0.409522058,22.68181818,6.559252158,0.18618216,1,1,20,7,0.204906304,0.677807149,1,22.61168385,5.006421197,0.255585523,0.55464776,0.999999999,21.76450068,6.244898452,0.006453708,0.181554367,0.181554367,0,-0.008472032,0.308994736,-0.478160822,-0.063331339,0.074767944,0.2157232,0.355141899,0.019213462,-0.166378861,0.033214649,-0.084072929
Cochlin (COCH-5B2),Coch,0.103297755,0.368670437,24,17.12670794,0.501297687,0.057269646,0.629966104,28,17,0.598740722,0.305164206,1,25.80392157,18.61093037,1.28822294,0.049229509,0.345544271,25.93464052,17.67031747,0.930665665,0.586800869,0.586800869,0,-0.042699596,0.475439629,1.667426136,1.321590451,0.691619554,0.446885283,0.19460218,1.823329379,0.798784474,1.916196536,1.990640169
Aspartyl aminopeptidase,Dnpep,0.239705645,0.543578647,20.36734694,8.410102667,0.09957002,0.805264174,1,20,9,0.090816962,0.821726998,1,20,6.450984095,0.348268581,0.719544688,0.999999999,20.12244898,7.961299654,0.230908397,0.099898685,0.099898685,0,0.416144434,0.260315832,0.300186913,0.154402515,0.429300362,0.354630007,0.235133463,0.226195428,-0.002751534,0.230631641,0.258040052
Glioblastoma amplified sequence (Protein NipSnap homolog 2),Nipsnap2 Gbas,0.228997384,0.533056125,24,6.983332021,0.110079945,0.377646329,1,28,5,0.036306488,0.519409058,1,24.64419476,5.729654245,-0.060459332,0.400534565,0.999999999,25.54806492,5.977745032,-0.18263886,0.127225458,0.127225458,0,-0.127883651,-0.063536972,-0.11748241,-0.412062589,-0.105279609,-0.232426138,0.113598422,-0.137657688,-0.456532198,-0.214811663,-0.434175554
Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein... <Preview truncated at 128 characters>,Txndc17 Txnl5,0.194681567,0.49509706,20.16161616,14.3110932,0.154401122,1,1,24,13,0.088003748,0.799587282,1,21.15755627,9.599639781,0.676309363,0.714492876,0.999999999,21.77305748,12.30145693,0.520473874,0.154099095,0.154099095,0,0.562341481,0.433301609,0.650663343,0.616796994,0.651195992,0.58249925,0.695073669,0.713754473,0.542906475,0.42524951,0.225263714
Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B,Ppp2r2d,0.005804102,0.161419742,24.64197531,17.21097222,0.214554793,0.008979903,0.472727761,28,17,0.197979092,0.079851179,1,24.64419476,18.50788995,0.436407996,0.00037515,0.024406033,25.76205669,17.67249741,0.262257794,0.242776054,0.242776054,0,0.133178855,0.181430069,0.502123012,0.395041123,0.376938282,0.105646017,-0.039545437,0.119463721,0.618255549,0.434716404,0.366172478
C-type lectin domain family 11 member A (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor),Clec11a Scgf,0.079452028,0.326218076,21.46236559,18.28271652,0.304317585,1,1,28,21,0.452398802,0.505580839,1,23.0877193,21.0121077,0.714097875,0.376854821,0.999999999,24.18336163,20.26483345,0.584345235,0.195403527,0.195403527,0,-0.343258886,0.328089219,0.555982538,0.646094935,0.600501875,0.983830995,0.203790535,0.776308724,1.409532537,1.175593598,0.669417807
Nidogen-2 (NID-2) (Entactin-2),Nid2,0.653771057,0.830351023,24,10.44116163,0.130603144,1,1,28,19,0.160135249,0.997413183,1,22.92682927,8.056571318,0.478198366,0.990511976,0.999999999,24.97560976,11.88059416,0.338284889,0.100940542,0.100940542,0,0.84648767,0.080469115,0.361381614,0.494760201,0.532185234,0.30667536,0.172674696,0.950992821,0.326708836,-0.134091764,0.171399698
