"mRNAs identified in Ito et. al and analyzed by Pearson correlation: column headers show the transcript codes as identified by Ito et al. (Transcript accession); the names of the proteins as seen in Uniprot database (Protein name); gene names as seen in the Cyanobase (Gene names); the Uniprot accession numbers of all proteins (Uniprot Accession); the log2-mean-ratio normalized retrieved from GEO (GSE14225) from each time-point X (hours in LL) (LL.X); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); the cluster number corresponding to each significant protein (Cluster nr); categorization of the protein corresponding to this mRNA, as cyclic (TRUE) and not-cyclic (FALSE), as determined by the Pearson correlation (Cyclic protein); the subjective phase, light (L) or dark (D), at which the mRNA profile shows a maximum abundance (Peak phase (subjective)); the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase protein); the relationship between the mRNA peak phase and the protein peak phase, being in-phase (in), out of phase (out) or anti-phase (out (anti)); the delay between the maximum abundance observed at the mRNA level comparing to the maximum abundance at the protein level (delay (h)) (average delays account for different delays between the 2 days); the functional category at which the protein belongs to, based on the Cyanobase (Function category); the pathway to which the protein belongs, according to KEGG (KEGG); and the biological process in which the protein is involved, according to Gene Ontology (GO_BP).",,,,,,,,,,,,,,,,,,,,,,,,,,
(av) average delay based on 2 numbers,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcript accession,protein name,gene name,Accession,LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48,Pearson corr,p-value,Cluster nr,Cyclic protein,Peak phase (subjective),Peak phase protein,in/out phase,delay (h),Function category,KEGG,GO_BP
syc0800-h_at,Uncharacterized protein,syc0793_c,Q5N3Y7,-0.27244572,-0.29221085,0.06328448,0.01299258,0.21316392,0.22397484,0.03176241,0.13924177,-0.15377178,-0.00349631,-0.07410801,-0.08097975,-0.80631253,0.0344,3,FALSE,-,-,-,-,-,-,-
syc0810-h_at,Uncharacterized protein,Synpcc7942_0728,Q31QA9,-0.13682252,0.1469349,0.04914244,-0.16022307,-0.07955788,-0.10334617,-0.04087424,0.19382897,0.1726146,0.00461282,-0.02736173,-0.19975504,0.78865636,0.0426,1,FALSE,-,-,-,-,-,-,-
syc0822-h_at,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Synpcc7942_0715,Q31QC2,0.34726766,-0.17459181,-0.53019036,0.01066731,0.12707735,0.01654389,0.23757371,0.0107111,-0.51071851,-0.03768517,0.15624626,0.02047815,0.94541079,0.0011,4,FALSE,-,-,-,-,-,-,-
syc0823-m_at,N-acetylmuramoyl-L-alanine amidase,Synpcc7942_0714,Q31QC3,-0.18027669,0.14744396,0.0931091,-0.288973,-0.04564077,-0.25028261,-0.10060735,0.21073222,0.26576499,-0.0930987,0.02171685,-0.01458807,0.91315504,0.0042,1,FALSE,-,-,-,-,-,-,-
syc0824-m_at,hypothetical protein,Synpcc7942_0713,Q31QC4,-0.08473164,-0.13176618,-0.15026118,0.05291639,0.08798897,0.15395905,0.03560404,-0.06357558,-0.22403613,0.0276641,0.10756191,0.1899028,0.87922704,0.0102,2,FALSE,-,-,-,-,-,-,-
syc0826-h_at,carbamoyl-phosphate synthase pyrimidine-specific large chain,Synpcc7942_0711,Q31QC6,-0.15555299,-0.35035357,-0.14219051,0.11952631,0.16229099,0.17356552,-0.01216199,-0.29830235,-0.10868466,0.13138481,0.0792145,0.18496076,0.94813085,0.0010,6,FALSE,-,-,-,-,-,-,-
syc0829-h_at,"hypothetical protein, predicted unusual protein kinase",Synpcc7942_0708,Q31QC9,-6.64E-06,-0.29607659,0.02807323,0.01631401,-0.05412407,-0.03141954,-0.07991547,-0.2243039,0.21497643,0.1593199,0.13293924,0.05224649,0.79937106,0.0375,6,FALSE,-,-,-,-,-,-,-
syc0831-m_at,precorrin decarbocylase,Synpcc7942_0706,Q31QD1,-0.05373078,0.23758376,-0.08790735,0.01290939,-0.2061888,-0.39725155,-0.03943908,0.29842191,0.03917438,0.16315506,-0.07904934,-0.09295056,0.90284162,0.0057,1,FALSE,-,-,-,-,-,-,-
syc0832-h_at,hypothetical protein,Synpcc7942_0705,Q31QD2,-0.33822945,-0.08065314,0.59644259,-0.15209928,-0.46416568,-0.47005002,-0.30820646,0.24919369,0.66261772,0.14803429,-0.47049274,-0.26556293,0.94135422,0.0014,1,FALSE,-,-,-,-,-,-,-
syc0833-h_at,acetyltransferase,Synpcc7942_0704,Q31QD3,-1.07577511,0.03438474,0.87868934,-0.16268717,-0.63808671,-0.50925635,-0.2839566,0.46741659,0.71169981,0.06713441,-0.79737871,-0.48464933,0.83150505,0.0242,1,FALSE,-,-,-,-,-,-,-
syc0834-h_at,hypothetical protein,Synpcc7942_0703,Q31QD4,-1.878131,0.0657575,1.04651915,-0.24081254,-0.90066729,-0.89182744,-0.51692899,0.62911237,1.05310845,0.08675857,-1.11759294,-0.65723545,0.83424305,0.0232,1,FALSE,-,-,-,-,-,-,-
syc0839-h_at,probable ferredoxin,Synpcc7942_0698,Q31QD9,-0.20767941,-0.2725639,0.0326536,0.17811175,0.1567619,0.02236693,-0.22906428,-0.18478321,0.07155041,0.23051225,0.2343997,0.06196293,0.98210524,0.0000,6,FALSE,-,-,-,-,-,-,-
syc0849-h_at,hypothetical protein,Synpcc7942_0687,Q31QF0,-0.42245119,0.62108662,0.27484367,-0.20571585,-0.36010569,-0.37859738,-0.15365957,0.68580486,0.2209597,-0.13576215,-0.69666354,-0.42872882,0.91259875,0.0043,1,FALSE,-,-,-,-,-,-,-
syc0850-h_at,hypothetical protein,Synpcc7942_0686,Q31QF1,-0.34597584,0.77820935,0.25695565,-0.21469448,-0.4703004,-0.72900115,-0.12147172,0.81070439,0.29769396,-0.20719649,-0.95088044,-0.74272006,0.93687914,0.0017,1,FALSE,-,-,-,-,-,-,-
syc0852-h_at,3-oxoacyl-[acyl-carrier protein] reductase,Synpcc7942_0684,Q31QF3,0.32431905,-0.40500318,-0.2124355,0.12152928,0.03681563,0.08467044,-0.01457528,-0.58797224,-0.33126089,0.1121506,0.18354035,0.23407791,0.80605556,0.0345,2,FALSE,-,-,-,-,-,-,-
syc0856-h_at,similar to sterol C5-desaturase,Synpcc7942_0680,Q31QF7,-0.32828721,0.88589833,0.37268607,-0.32910453,-1.08413474,-1.29470482,-0.32387672,0.98466623,0.35196553,-0.11921667,-1.45839605,-0.84360763,0.94839682,0.0010,1,FALSE,-,-,-,-,-,-,-
syc0857-h_at,RRM-type RNA-binding protein,Synpcc7942_0679,Q31QF8,0.19594138,-0.12553601,-0.15595836,-0.02893787,0.0942476,0.10410876,0.04896458,-0.16855461,-0.12742281,-0.05436534,0.09169409,0.00063994,0.90240596,0.0058,2,FALSE,-,-,-,-,-,-,-
syc0858-h_at,probable ribonuclease D,Synpcc7942_0678,Q31QF9,-0.129563,-0.3336014,-0.07412155,0.170145,0.12957246,0.24990973,-0.05154028,-0.23885692,-0.04163218,-0.00579397,-0.01595405,0.19996234,0.88906291,0.0081,6,FALSE,-,-,-,-,-,-,-
syc0859-m_at,"circadian period extender gene,  Transcription factor PadR family",Synpcc7942_0677,Q31QG0,-0.1042471,0.31622048,0.05181312,0.0606374,-0.16826715,-0.31795941,-0.17701997,0.27828213,0.18478567,0.08896094,-0.11488994,-0.33242785,0.94954009,0.0009,1,TRUE,L,D,out (anti),15.5,Transcription,0,0
syc0861-m_at,hypothetical protein,Synpcc7942_0675,Q31QG2,-0.09151419,-0.2296608,0.01818313,0.03509569,0.00131486,0.32775583,0.00845073,-0.27471107,-0.08575695,-0.02759328,0.12909208,0.17142459,0.79198205,0.0410,6,FALSE,-,-,-,-,-,-,-
syc0862-h_at,coproporphyrinogen III oxidase,Synpcc7942_0674,Q31QG3,0.05737641,-0.34417568,-0.42764911,0.02330061,0.17913585,0.28884952,0.15228573,-0.38177135,-0.48515542,-0.06887921,0.18160772,0.45040481,0.97826044,0.0001,2,FALSE,-,-,-,-,-,-,-
syc0864-h_at,group2 RNA polymerase sigma factor RpoD3,Synpcc7942_0672,Q31QG5,-0.60624553,-0.16501082,0.06531967,-0.00221094,-0.09107108,-0.25276355,-0.38984338,0.04534339,0.62664522,0.27491066,0.14531983,0.01845057,0.9448296,0.0012,3,FALSE,-,-,-,-,-,-,-
syc0867-h_at,N-methylpurine-DNA glycosirase,Synpcc7942_0669,Q31QG8,0.028662,-0.14944189,0.01080076,-0.04973193,0.03331832,0.11090565,-0.03291893,-0.31268614,-0.06653164,-0.18377773,0.0351176,0.34285681,0.94275274,0.0013,6,FALSE,-,-,-,-,-,-,-
syc0868-h_at,hypothetical protein,Synpcc7942_0667,Q31QH0,0.09820692,-0.03604353,-0.30559381,-0.10571234,0.07181189,0.12708944,0.04338909,-0.07531658,-0.17246979,-0.03152632,0.22068363,0.04291951,0.78247065,0.0457,2,FALSE,-,-,-,-,-,-,-
syc0873-h_at,hypothetical protein,Synpcc7942_0662,Q31QH5,-0.26733624,0.36779544,0.34098822,-0.16704356,-0.39927285,-0.41307107,-0.16487509,0.46557867,0.32547093,0.02991524,-0.51142881,-0.23684345,0.94677123,0.0011,1,FALSE,-,-,-,-,-,-,-
syc0876-m_at,"hypothetical protein, carboxyl-terminal protease",Synpcc7942_0659,Q31QH8,0.04615552,-0.30929413,-0.31646669,-0.06239461,0.2842196,0.1840316,0.06644311,-0.16420219,-0.30229935,-0.13542222,0.06831635,0.35545031,0.82607719,0.0262,2,FALSE,-,-,-,-,-,-,-
syc0878-m_at,hypothetical protein,Synpcc7942_0658,Q31QH9,-0.06897692,-0.3773529,-0.06547613,0.10462728,0.18655867,0.09438603,-0.06536542,-0.40197619,0.0326458,0.13848556,0.28901722,0.11887444,0.9859929,0.0000,6,TRUE,D,D,out,18.5,putative uncharacterized,putative uncharacterized,0
syc0879-m_at,hypothetical protein,Synpcc7942_0657,Q31QI0,0.08849559,-0.29711995,-0.4506699,-0.18281942,0.33844237,0.37633856,0.20651392,-0.22118722,-0.48493714,-0.37558803,0.39162621,0.30309524,0.95339115,0.0007,2,FALSE,-,-,-,-,-,-,-
syc0887-m_at,principal RNA polymerase sigma factor RpoD1,Synpcc7942_0649,P38023,-0.21677531,0.31394422,0.17238836,0.10013628,-0.10444311,-0.18953386,-0.18556861,0.27328617,0.12618788,0.12791611,-0.27458931,-0.27610031,0.95022322,0.0009,1,FALSE,-,-,-,-,-,-,-
syc0888-h_at,hypothetical protein,Synpcc7942_0647,Q31QJ0,-0.85038842,0.2977569,0.98506061,-0.06880597,-0.86894708,-0.89284205,-0.99317692,0.22202229,1.06950097,0.27676204,-1.0572881,-0.80776514,0.97719845,0.0001,1,FALSE,-,-,-,-,-,-,-
syc0889-h_at,glutamate-1-semialdehyde aminomutase  (glutamate-1-semialdehyde aminotransferase),Synpcc7942_0645,Q31QJ2,-0.01260602,-0.10085558,-0.07728903,0.01469025,0.05966262,0.12962476,0.06742978,-0.1354876,-0.15727415,-0.02599069,0.04253752,0.1751938,0.91559598,0.0039,2,FALSE,-,-,-,-,-,-,-
syc0890-h_at,two-component sensor kinase,Synpcc7942_0644,Q9KHI5,-0.53865775,0.50808683,0.7258824,-0.31696613,-0.73303952,-1.08206663,-0.6919979,0.54367886,0.81663987,0.16522331,-0.68460528,-0.85002509,0.95479026,0.0007,1,FALSE,-,-,-,-,-,-,-
syc0894-h_at,enolase,Synpcc7942_0639,Q31QJ8,0.16976053,-0.74758906,-0.19115841,0.07785788,0.25232728,0.30261914,0.07032193,-0.52283745,-0.16573674,0.05568268,0.12672215,0.24582067,0.99277015,0.0000,2,FALSE,-,-,-,-,-,-,-
syc0895-m_at,lactoylglutathione lyase,Synpcc7942_0638,Q31QJ9,-0.43210483,-0.1055196,0.056936,0.01058092,0.27414707,0.19800394,-0.1482863,-0.05049285,-0.0328372,-0.03207203,0.06539086,0.19057209,0.84349005,0.0201,6,FALSE,-,-,-,-,-,-,-
syc0899-m_at,50S ribosomal protein L11,Synpcc7942_0634,Q31QK3,-0.35597848,-0.03398236,0.2626552,0.00911739,-0.01717403,0.02155143,-0.1060038,-0.07135723,0.14894471,0.08712096,0.06497463,0.0851852,0.85451706,0.0166,3,FALSE,-,-,-,-,-,-,-
syc0902-m_at,50S ribosomal protein L12,Synpcc7942_0631,Q31QK6,-0.15574982,-0.11985973,0.18825553,0.08810926,-0.08847372,-0.06120111,-0.03419053,-0.04880115,0.1270355,0.08911412,0.02093458,-0.07127967,0.88661437,0.0086,3,FALSE,-,-,-,-,-,-,-
syc0903-h_at,hypothetical protein,Synpcc7942_0630,Q31QK7,-0.09897246,0.15908258,-0.32953594,0.0026218,0.05682439,-0.09755956,0.08479621,0.45104502,-0.32673931,0.09437768,0.05159797,-0.13403857,0.90977277,0.0047,4,FALSE,-,-,-,-,-,-,-
syc0906-h_at,dihydroxyacid dehydratase,Synpcc7942_0626,Q31QL1,-0.14769269,-0.38408931,0.0235667,0.07585132,0.20711243,0.13206077,-0.08241995,-0.317798,-0.09280189,0.04649711,0.17197098,0.26762653,0.90928133,0.0047,6,FALSE,-,-,-,-,-,-,-
syc0908-h_at,hypothetical protein YCF45,Synpcc7942_0625,Q31QL2,-0.20692114,-0.14826786,-0.10508797,-0.20353647,0.10233646,0.23792255,-0.10906345,0.09104892,-0.10399684,-0.15324974,0.03767036,0.43177037,0.84763178,0.0187,6,FALSE,-,-,-,-,-,-,-
syc0910-h_at,thioredoxin reductase,Synpcc7942_0623,Q31QL4,0.04638871,-0.04544626,-0.60260765,-0.28331656,0.289673,0.12052576,-0.02860225,-0.17480621,-0.39363454,-0.15055932,0.17705987,0.50674878,0.78377619,0.0450,2,FALSE,-,-,-,-,-,-,-
syc0912-h_at,Uncharacterized protein,Synpcc7942_0621,Q31QL6,-0.21520596,-0.03515161,0.29337445,-0.07747469,-0.10815245,-0.13531851,-0.13805229,-0.01490968,0.3286974,0.013861,-0.16923249,0.0181435,0.91519022,0.0039,3,FALSE,-,-,-,-,-,-,-
syc0915-h_at,adenosylhomocysteinase,Synpcc7942_0618,Q31QL9,-0.11104154,-0.1958006,0.04328878,0.05994595,0.1645993,0.15040746,-0.10117902,-0.27674112,-0.02950179,0.09964876,0.14366851,0.1110183,0.95905443,0.0005,6,FALSE,-,-,-,-,-,-,-
syc0919-m_at,hypothetical protein,Synpcc7942_0614,Q31QM3,-0.06517969,-0.40558635,-0.04408794,0.11764268,0.13908792,0.05646457,-0.06854044,-0.35654409,-0.10782111,0.14405447,0.18144161,0.3239831,0.89052754,0.0078,6,FALSE,-,-,-,-,-,-,-
syc0920-m_at,hypothetical protein,Synpcc7942_0613,Q31QM4,0.05167067,-0.27289785,0.04545026,0.25685362,0.08806252,0.17650154,-0.19106107,-0.42219879,0.13252297,0.11226945,0.05385644,0.00828181,0.84014275,0.0212,6,FALSE,-,-,-,-,-,-,-
syc0921-m_at,citrate synthase,Synpcc7942_0612,Q31QM5,0.07517249,-0.55677097,-0.21026951,0.11215957,0.22688158,0.13413393,0.04240614,-0.37710907,-0.2269998,0.12640426,0.19598573,0.23103709,0.96536054,0.0003,2,FALSE,-,-,-,-,-,-,-
syc0923-h_at,hypothetical protein,Synpcc7942_0610,Q8VPU8,0.19979705,-0.35855159,-0.51783647,-0.07230695,0.34147811,0.31676669,-0.0535156,-0.17484033,-0.47859228,-0.37043153,0.06838115,0.40107376,0.81300889,0.0315,2,FALSE,-,-,-,-,-,-,-
syc0924-h_at,NADPH dehydrogenase subunit 4,Synpcc7942_0609,Q8VPU9,0.15311032,-0.36746718,-0.15355434,0.06348115,0.08865136,0.12297944,0.04722554,-0.37844497,-0.27077266,0.07922242,0.06408112,0.32561689,0.90073763,0.0060,2,FALSE,-,-,-,-,-,-,-
syc0933-m_at,"transcriptional regulator,  TetR/AcrR family",Synpcc7942_0599,Q31QN8,-1.99582771,0.794516,1.37265042,-1.10672221,-2.47965639,-2.29187361,-1.73369908,1.04455389,1.3885851,-0.16979381,-2.39015655,-2.19256476,0.9792618,0.0001,1,FALSE,-,-,-,-,-,-,-
syc0934-h_at,putative peptidase,Synpcc7942_0598,Q31QN9,0.01146026,0.10674125,-0.0617335,0.09200716,0.04341737,-0.06087723,0.05336024,0.04821461,-0.19650271,0.10843672,-0.05846458,-0.08981323,0.81872893,0.0291,4,FALSE,-,-,-,-,-,-,-
syc0937-m_at,hypothetical protein,Synpcc7942_0595,Q31QP2,-0.30666939,0.65108762,0.04399395,-0.05608345,-0.55642736,-0.5739285,-0.02323947,0.76964707,0.12259428,-0.00592151,-0.58237647,-0.45356038,0.97675319,0.0001,1,FALSE,-,-,-,-,-,-,-
syc0938-m_at,hypothetical protein,Synpcc7942_0594,Q31QP3,-0.39450844,0.44261487,0.06174113,-0.13582598,-0.29559842,-0.23346774,-0.03040338,0.64159516,0.03690583,-0.02667674,-0.59518341,-0.20169686,0.83227994,0.0239,1,FALSE,-,-,-,-,-,-,-
syc0939-m_at,hypothetical protein,Synpcc7942_0593,Q31QP4,0.26291556,0.22066433,-0.36008994,-1.37E-05,-0.04518432,0.01040484,0.14511021,0.24833413,-0.49569225,-0.1527173,-0.20340949,0.03961009,0.95347141,0.0007,4,FALSE,-,-,-,-,-,-,-
syc0942-h_at,hypothetical protein,Synpcc7942_0590,Q31QP7,-0.2604066,-0.17501192,0.34428947,0.02384641,-0.11772422,-0.17420159,-0.24990885,-0.0905829,0.45499761,0.02729682,-0.22289595,0.10109737,0.87016305,0.0123,3,FALSE,-,-,-,-,-,-,-
syc0943-h_at,hypothetical protein,Synpcc7942_0589,Q31QP8,-0.36882695,-0.02219508,0.56490843,-0.15536514,-0.25949416,-0.45639894,-0.41166351,0.17873073,0.69335339,0.1650895,-0.44381783,-0.23336528,0.90655111,0.0051,1,FALSE,-,-,-,-,-,-,-
syc0947-m_at,protease,Synpcc7942_0585,Q31QQ2,-0.1800853,-0.33019967,-0.34116629,0.06905031,0.36498437,0.25125421,-0.04414726,-0.16425445,-0.40294789,-0.02917067,0.2454529,0.35539561,0.90537065,0.0053,2,TRUE,D,L,out,6.5,"Posttranslational modification, protein turnover, chaperones",0,"GO:0006508~proteolysis,"
syc0948-m_at,ribose 5-phosphate isomerase,Synpcc7942_0584,Q31QQ3,0.25107672,-0.34192525,-0.33837833,-0.04530561,0.20977261,0.17651225,0.15131963,-0.20704921,-0.39361037,0.01255893,0.05485849,0.08161778,0.93060567,0.0023,2,FALSE,-,-,-,-,-,-,-
syc0949-h_at,Magnesium protoporphyrin IX chelatase subunit I,Synpcc7942_0583,Q31QQ4,0.11810278,-0.45704699,-0.05188068,0.06138714,0.02059172,0.08086516,-0.02438527,-0.51976068,-0.05360631,0.12990448,0.14810484,0.25485635,0.91059671,0.0045,6,FALSE,-,-,-,-,-,-,-
syc0951-m_at,hypothetical protein,Synpcc7942_0581,Q31QQ6,-1.18140187,0.75876948,1.04450537,-0.40624243,-1.39769319,-1.5222313,-0.98418255,0.91214219,0.99569536,0.04554178,-1.85576709,-1.51279107,0.97074446,0.0002,1,FALSE,-,-,-,-,-,-,-
syc0953-h_at,sulfolipid sulfoquinovosyldiacylglycerol biosynthesis protein,Synpcc7942_0579,Q9R6U1,0.11644492,-0.2700208,-0.12821061,-0.05752635,0.18348595,0.10005485,-0.06580453,-0.24903011,-0.15429664,-0.00950701,0.11842057,0.25076981,0.80036135,0.0370,2,FALSE,-,-,-,-,-,-,-
syc0954-h_at,sulfolipid biosynthesis protein,Synpcc7942_0578,Q54734,0.06499607,-0.19491882,-0.21924585,0.0819391,0.16174093,0.10584078,0.08121102,-0.24789726,-0.27384851,0.06719575,0.20029007,0.14947216,0.99651938,0.0000,2,FALSE,-,-,-,-,-,-,-
syc0959-m_at,hypothetical protein,Synpcc7942_0572,Q31QR5,0.09107309,-0.03351435,0.22058139,-0.296069,-0.34827666,-0.32544759,0.02217387,0.3314939,0.44499086,-0.09579924,-0.22034677,-0.35933002,0.85588092,0.0162,1,FALSE,-,-,-,-,-,-,-
syc0962-m_at,group2 RNA polymerase sigma factor RpoD4,Synpcc7942_0569,Q31QR8,0.27060254,0.35012364,-0.22663425,-0.01360233,-0.19115309,-0.27372825,0.06203439,0.28598674,-0.16997868,-0.0426807,-0.19863098,-0.22594131,0.9585088,0.0005,4,FALSE,-,-,-,-,-,-,-
syc0963-m_at,cytosine deaminase,Synpcc7942_0568,Q31QR9,0.12677765,0.12599707,-0.30940126,-0.10269077,0.07061608,-0.05371358,0.1369148,0.07412746,-0.18316676,-0.16399553,-0.08698788,0.01484094,0.80081387,0.0368,4,FALSE,-,-,-,-,-,-,-
syc0964-m_at,hypothetical protein,Synpcc7942_0567,Q31QS0,-0.31224049,0.05137718,0.25348623,-0.11662315,-0.16105709,-0.24613453,-0.18614681,0.14760611,0.44600581,0.01159704,-0.19269916,0.07907298,0.87024387,0.0123,3,FALSE,-,-,-,-,-,-,-
syc0966-h_at,hypothetical protein,Synpcc7942_0565,Q31QS2,-0.04050632,0.15008987,-0.04737279,-0.02071154,-0.12072967,-0.14471406,0.05710703,0.31940718,-0.08326656,0.00191672,-0.09978554,-0.13314117,0.95907906,0.0005,1,FALSE,-,-,-,-,-,-,-
syc0974-m_at,two-component response regulator  OmpR family,Synpcc7942_0556,Q31QT1,-1.45240226,1.25169321,0.65112145,-0.42713829,-2.60255858,-2.90478477,-1.00805793,1.41120218,0.74715409,-0.02914846,-2.51729294,-2.63097894,0.99591935,0.0000,1,FALSE,-,-,-,-,-,-,-
syc0976-h_at,probable GTP binding protein,Synpcc7942_0554,Q31QT3,0.15601721,-0.48747874,-0.23005453,0.10944326,0.18920516,0.13067122,0.1017457,-0.65046467,-0.27755507,0.07402193,0.2358131,0.35913266,0.96233069,0.0004,2,FALSE,-,-,-,-,-,-,-
syc0978-h_at,UDP-N-acetylglucosamine 2-epimerase,Synpcc7942_0552,Q31QT5,0.2067187,-0.32379796,-0.08441601,0.21570612,0.25456412,0.07037717,-0.06932651,-0.43517166,-0.26595939,-0.00627771,0.31798919,0.0567199,0.86963596,0.0125,2,FALSE,-,-,-,-,-,-,-
syc0979-h_at,hypothetical protein,Synpcc7942_0551,Q31QT6,0.21303715,0.16760521,-0.11022113,-0.03499979,-0.1235992,-0.0934213,0.14831591,0.14309665,-0.08607905,-0.13090175,-0.18523665,-0.08496166,0.95008817,0.0009,4,FALSE,-,-,-,-,-,-,-
syc0982-m_at,hypothetical protein,Synpcc7942_0548,Q31QT9,-0.04652315,-0.04691673,-0.23553914,-0.06665848,0.18209777,0.11313954,-0.12410854,-0.015091,-0.06118738,-0.06193556,0.32775881,0.18784178,0.84885432,0.0183,2,FALSE,-,-,-,-,-,-,-
syc0984-h_at,Na+/H+ antiporter,Synpcc7942_0546,Q6VYY4,-0.13458199,0.52555633,0.1774136,-0.07101941,-0.49443264,-0.41649191,0.08804293,0.66030973,-0.17433907,-0.13172153,-0.52495208,-0.4959565,0.89099985,0.0078,1,FALSE,-,-,-,-,-,-,-
syc0986-h_at,hypothetical protein,Synpcc7942_0544,Q31QU3,0.17072404,-0.40201994,-0.42835699,-0.12109384,0.33160841,0.16815689,0.0280309,-0.54384418,-0.09483364,0.06852662,0.25630915,0.0472565,0.77532474,0.0494,2,FALSE,-,-,-,-,-,-,-
syc0992-h_at,transketolase,Synpcc7942_0538,Q31QU9,-0.07455879,-0.30017529,0.00364402,0.12037829,0.14715457,0.18312946,-0.07060617,-0.26516617,-0.09478125,0.0844056,-0.05207333,0.22750142,0.86022127,0.0150,6,FALSE,-,-,-,-,-,-,-
syc0993-h_at,3-oxoacyl-[acyl-carrier-protein] synthase II,Synpcc7942_0537,Q31QV0,-0.0664532,-0.18952786,0.03089816,0.09836889,0.07921821,0.18619783,0.01312351,-0.21321555,-0.09480761,0.01722841,0.02847559,0.11271975,0.84993057,0.0180,6,FALSE,-,-,-,-,-,-,-
syc0994-h_at,acyl carrier protein,Synpcc7942_0536,Q31QV1,0.20373433,-0.31554735,-0.14187177,-0.05097151,0.07144477,0.05899952,0.06330931,-0.42630565,-0.134068,0.04207231,0.20759687,0.2106097,0.86068872,0.0148,2,FALSE,-,-,-,-,-,-,-
syc0996-m_at,L-glutamine:D-fructose-6-P amidotransferase,Synpcc7942_0534,Q31QV3,0.09626639,-0.39949526,-0.33985174,0.02094258,0.15139192,0.20590833,0.06008145,-0.39812405,-0.29717357,0.0137695,0.10157472,0.3377796,0.96997859,0.0002,2,FALSE,-,-,-,-,-,-,-
syc0998-m_at,hypothetical protein,Synpcc7942_0532,Q31QV5,0.20472643,-0.27853612,-0.23868757,0.00153256,0.20980272,-0.02739573,-0.01903974,-0.24084274,-0.18382449,-0.01867939,0.38531531,0.01296375,0.81212371,0.0318,2,FALSE,-,-,-,-,-,-,-
syc1001-h_at,6-phosphogluconolactonase,Synpcc7942_0529,Q31QV8,-0.2147913,0.03948554,0.48353919,-0.19343043,-0.31132373,-0.24151018,-0.25618865,0.13392863,0.53975223,0.05027109,-0.24267559,-0.22655027,0.95128485,0.0008,1,FALSE,-,-,-,-,-,-,-
syc1003-m_at,Uncharacterized protein,Synpcc7942_0527,Q31QW0,-0.67119739,0.79134518,0.86371809,-0.55423974,-1.27568572,-1.55074466,-0.95115607,0.75275396,0.94620205,0.23209748,-1.2762582,-1.63689297,0.9431777,0.0013,1,FALSE,-,-,-,-,-,-,-
syc1004-h_at,permease protein of sugar ABC transporter,Synpcc7942_0526,Q31QW1,0.28554788,0.10275409,-0.20520339,0.02446617,-0.22476452,-0.31894412,0.07628943,0.16842397,-0.28602872,0.12237513,-0.13913603,-0.1324355,0.785358,0.0442,4,FALSE,-,-,-,-,-,-,-
syc1005-m_at,hypothetical protein,Synpcc7942_0525,Q31QW2,0.05696406,-0.49705342,-0.10941888,0.0132148,-0.00500645,0.01418249,-0.0556425,-0.34598882,-0.05300264,0.16878581,0.18799,0.34931026,0.79531347,0.0394,6,FALSE,-,-,-,-,-,-,-
syc1008-h_at,hypothetical protein,Synpcc7942_0521,Q31QW6,0.30361898,-0.37168304,-0.32255316,-0.0231103,0.1869717,0.15023814,-0.04903272,-0.73164751,-0.32453547,0.0800453,0.36485459,0.28470571,0.81274362,0.0316,2,FALSE,-,-,-,-,-,-,-
syc1009-h_at,hypothetical protein,Synpcc7942_0520,Q31QW7,0.10602316,-0.31751346,-0.17823465,0.12015547,0.12624014,0.18203943,0.06724533,-0.33085219,-0.22566299,-0.04562532,0.18759198,0.11318289,0.93337601,0.0020,2,FALSE,-,-,-,-,-,-,-
syc1021-h_at,hypothetical protein,Synpcc7942_0508,Q31QX9,-0.04379387,-0.44572539,-0.27365835,0.15353748,0.06904234,0.2704665,-0.05737654,-0.49423269,-0.03081079,0.0312898,0.25384751,0.33936526,0.87797247,0.0105,6,FALSE,-,-,-,-,-,-,-
syc1022-h_at,ribosome recycling factor,Synpcc7942_0507,Q31QY0,0.08100825,-0.30501445,-0.22423605,0.05891128,0.26061268,0.13835025,0.02982679,-0.39965668,-0.27878785,0.14317333,0.26778173,0.09028971,0.97874863,0.0001,2,FALSE,-,-,-,-,-,-,-
syc1023-h_at,hypothetical protein,Synpcc7942_0506,Q31QY1,0.07158639,-0.27858639,-0.03222314,0.01757938,0.15078912,0.16730341,0.03534263,-0.33560177,-0.19513276,0.07806247,0.13692774,0.09604588,0.92474589,0.0028,2,FALSE,-,-,-,-,-,-,-
syc1024-m_at,"fructose-1,6-/sedoheptulose-1,7-bisphosphatase",Synpcc7942_0505,Q31QY2,0.08854315,-0.28067052,-0.15095714,0.1249236,0.1744544,0.13926874,0.02187731,-0.38387672,-0.25644804,0.07315392,0.23328753,0.13218719,0.98683021,0.0000,2,FALSE,-,-,-,-,-,-,-
