"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q31PW2,Elongator protein 3/MiaB/NifB,Synpcc7942_0877,Synpcc7942_0877,28,97.4,0.000287465,2.08652E-05,1.2380E+11,2.4428E+01,4,4,5.3,1.190145339,3,0.0398,0.980392545,3,0.0152,1.076465214,3,0.0164,0.987415636,3,0.0168,0.647738931,3,0.092,5,6,10.3,1.057547785,6,0.0029,1.161716078,6,0.0019,1.16091387,6,0.0019,1.068562675,6,0.0021,0.9103324,6,0.0024,6,11,12.5,0.639734835,5,0.0083,1.080687181,6,0.0035,1.049542429,5,0.0183,1.151330474,6,0.0026,0.809468587,6,0.0058,6,7,9.9,1.135795124,5,0.0124,1.078946722,5,0.0135,1.185768748,4,0.0034,1.229419225,4,0.0097,0.691034929,5,0.0097,FALSE,-,-,-,-,-
Q31PW1,"Ribonuclease, Rne/Rng family",Synpcc7942_0878,Synpcc7942_0878,480,87.4,0.005493373,0.000398729,2.6372E+12,5.2038E+02,21,60,24.4,1.040159644,49,0.0035,0.991060119,51,0.0023,0.990375755,52,0.0017,1.06194005,52,0.0013,1.199499303,52,0.0051,30,117,46.4,1.062429204,100,0.0019,1.036811964,100,0.0011,1.074731554,100,0.0009,1.025651926,100,0.001,0.833105497,100,0.0014,22,143,28.2,0.880643228,115,0.0024,0.977912506,117,0.0016,0.834449387,110,0.0025,0.909494339,113,0.0024,0.984917831,114,0.0016,25,160,32.8,1.254007113,132,0.0049,1.080438372,131,0.003,1.117120445,134,0.0026,1.103824426,132,0.003,1.039920166,132,0.003,FALSE,-,-,-,-,-
Q31PV9,Putative uncharacterized protein,Synpcc7942_0880,Synpcc7942_0880,24,21.1,0.001137113,8.25358E-05,2.2600E+12,4.4594E+02,2,5,11.9,1.091189052,5,0.0042,0.900119147,5,0.009,1.157177551,5,0.0033,0.927256743,5,0.0039,1.156644774,5,0.0034,4,16,11.9,0.987643023,16,0.0006,0.930464911,16,0.0005,0.863773747,16,0.0004,0.943843523,16,0.0004,1.342455814,16,0.0003,1,1,3.8,1.018591388,1,0.0548,0.764011684,1,0.0595,0.717629032,1,0.0752,0.832913689,1,0.0573,0.748514125,1,0.0588,1,2,3.8,1.074236736,2,0.0359,1.067824793,2,0.0348,1.191516333,2,0.0337,1.160112216,2,0.0322,1.556323947,2,0.0322,TRUE,5,FALSE,-,-,-
Q31PV8,Prephenate dehydratase,Synpcc7942_0881,Synpcc7942_0881,42,32.0,0.001314159,9.53865E-05,1.7249E+12,3.4035E+02,2,3,12.4,0.538145856,1,0.0785,0.998389489,1,0.0535,1.038723602,1,0.0501,1.066841742,1,0.0524,0.833681185,1,0.0559,6,16,27.5,1.048334794,12,0.0018,1.108408889,12,0.002,1.11660611,12,0.0018,0.988553095,12,0.0012,1.100525221,12,0.0008,6,12,33,0.940372673,4,0.0151,0.852314742,5,0.0021,0.866762273,4,0.004,0.854082847,6,0.0116,1.014612013,4,0.0018,5,11,30.6,0.73417569,2,0.1142,1.225180286,3,0.0735,1.339059886,3,0.0721,0.794511157,3,0.0798,1.11249995,3,0.0798,TRUE,6,FALSE,-,-,-
Q31PV7,"Peptidase S16, lon-like",Synpcc7942_0882,Synpcc7942_0882,24,25.2,0.000951546,6.90667E-05,1.5825E+12,3.1227E+02,2,4,10.1,0.456772553,2,0.0801,1.009485302,4,0.0212,1.122793785,4,0.0127,0.954772716,4,0.0148,0.510622562,4,0.0298,5,11,25.7,1.143141523,9,0.0013,0.974989638,9,0.0006,0.980844136,9,0.0006,1.051719679,9,0.0006,1.166809617,9,0.0005,3,4,15.6,1.053901445,3,0.0082,0.897428795,4,0.0147,0.894128628,3,0.0149,0.729289566,3,0.0191,0.850550296,4,0.0085,3,5,15.6,1.182224622,2,0.0413,0.901571138,2,0.0439,0.994947122,2,0.0425,1.514607141,2,0.0363,1.14788928,2,0.0363,TRUE,5,FALSE,-,-,-
Q31PV1,Mannose-1-phosphate guanylyltransferase-like,Synpcc7942_0888,Synpcc7942_0888,30,13.6,0.002199098,0.000159619,6.7620E+12,1.3343E+03,3,6,33.6,0.864569678,4,0.0117,0.860201113,5,0.0083,1.015546936,5,0.0074,0.910961452,4,0.0081,1.176250985,4,0.0069,3,5,33.6,1.121501865,5,0.0013,1.21646607,5,0.0031,1.157710574,5,0.0012,1.125122993,5,0.0019,1.206424088,5,0.0012,4,7,50.4,1.385798223,3,0.0232,1.489361078,5,0.0046,1.137627286,3,0.0357,1.24939568,2,0.0308,1.474687503,5,0.0123,4,12,50.4,1.126159747,6,0.0063,0.966273346,5,0.0094,0.701616833,7,0.0224,0.855460576,7,0.0658,0.956753369,6,0.0658,TRUE,4,FALSE,-,-,-
Q31PV0,Putative uncharacterized protein,Synpcc7942_0889,Synpcc7942_0889,118,64.8,0.001819717,0.000132082,1.1772E+12,2.3228E+02,15,30,24.1,0.966495864,25,0.0064,1.102300489,24,0.0017,1.247670768,26,0.0026,1.153187696,26,0.0022,1.18740808,26,0.0022,17,47,27.8,1.002536054,41,0.0005,0.835987916,41,0.0019,0.812269227,41,0.0009,0.881860723,41,0.0006,1.151065401,41,0.001,6,21,11.7,1.062184599,20,0.0018,1.074484117,20,0.0038,0.9525768,20,0.0008,1.061206741,19,0.001,0.999309463,20,0.0016,10,20,16.4,1.021880237,12,0.0007,0.882673321,13,0.0045,0.87116416,13,0.0013,0.907193647,13,0.0018,1.052688794,13,0.0018,TRUE,1,FALSE,-,-,-
Q31PU9,Glutamate synthase,Synpcc7942_0890,Synpcc7942_0890,447,166.7,0.00268092,0.000194591,6.7448E+11,1.3309E+02,21,36,15.3,1.117120445,33,0.0021,0.951480736,32,0.0015,0.952138223,33,0.0005,0.970063134,33,0.0015,1.092446053,31,0.0017,30,86,23.1,1.008788215,77,0.0012,1.077209066,77,0.0012,1.14419488,77,0.0015,1.026360666,77,0.0009,0.786683425,77,0.0022,30,154,26,0.861192026,86,0.0021,1.008091609,86,0.002,0.904482149,86,0.0027,1.092194537,86,0.0019,1.008091609,86,0.0023,29,171,23.6,1.120469399,145,0.0024,1.092697627,146,0.003,1.03086074,144,0.0025,1.096225752,145,0.0018,1.027069896,145,0.0018,FALSE,-,-,-,-,-
Q31PU8,Putative uncharacterized protein,Synpcc7942_0891,Synpcc7942_0891,27,10.9,0.00246881,0.000179195,9.4693E+12,1.8685E+03,2,3,22.2,0.676861793,3,0.0034,1.318256739,3,0.0017,1.472651554,3,0.0016,1.410912236,3,0.0017,0.534072234,3,0.0208,4,17,39.4,1.055115493,17,0.0002,0.869961433,17,0.0011,0.76948472,17,0.0033,0.909075597,17,0.0004,1.116092012,17,0.001,1,3,11.1,1.117120445,3,0.0151,1.020234487,3,0.0084,0.848203382,3,0.021,0.903441425,3,0.0091,0.838687171,3,0.0406,1,4,11.1,1.021644967,4,0.004,1.069301067,4,0.0038,0.952796164,4,0.004,1.020234487,4,0.0036,1.233956926,4,0.0036,TRUE,1,FALSE,-,-,-
Q31PU3,Septum site-determining protein MinD,Synpcc7942_0896,Synpcc7942_0896,182,28.9,0.006293068,0.000456774,9.1277E+12,1.8011E+03,9,40,42.2,0.986506611,36,0.0026,0.968054928,36,0.0009,1.072012872,36,0.0019,0.938425931,35,0.0017,1.169768709,33,0.0014,12,72,48.1,1.104332873,71,0.0011,1.042557459,71,0.0007,1.01344457,71,0.0012,0.985371507,71,0.0008,1.174897555,71,0.001,7,33,36.2,1.116349032,23,0.0043,0.985825392,22,0.0019,0.884097169,18,0.0011,0.919602197,18,0.002,0.971180603,22,0.0024,7,37,33.2,1.069054879,19,0.004,1.199499303,21,0.0022,1.169499391,20,0.0027,1.207535758,22,0.0038,1.267360012,22,0.0038,FALSE,-,-,-,-,-
Q31PU1,Ferredoxin like protein,Synpcc7942_0898,Synpcc7942_0898,31,15.0,0.002070686,0.000150298,5.8019E+12,1.1448E+03,4,7,26.9,1.031098132,5,0.0016,0.956973695,5,0.0012,1.011113712,5,0.0013,0.858222705,5,0.0013,1.101792978,5,0.0015,6,18,68.5,1.083926914,18,0.0013,1.06071815,18,0.0003,1.010648184,18,0.001,1.015546936,18,0.0012,1.239652613,18,0.0013,2,2,28.5,1.2749701,1,0.109,0.740798339,1,0.1348,0.875588401,1,0.1524,0.810774349,1,0.1288,0.844111856,1,0.123,3,4,34.6,0.995863924,2,0.0143,1.120211431,2,0.0177,1.091189052,2,0.0158,1.1347495,2,0.0131,1.245087864,2,0.0131,FALSE,-,-,-,-,-
Q31PU0,Putative uncharacterized protein,Synpcc7942_0899,Synpcc7942_0899,21,29.0,0.000723512,5.25152E-05,1.0456E+12,2.0633E+02,1,2,5.7,0.865366343,2,0.0205,1.047369686,2,0.0184,1.040878409,2,0.0178,0.945366046,2,0.0275,1.345860354,2,0.0171,3,7,16.2,1.075721875,7,0.0008,1.033951101,7,0.0011,1.01648272,7,0.0009,1.188775922,7,0.0008,1.347721014,7,0.001,2,6,13.2,1.057304304,6,0.0053,0.858222705,6,0.0032,0.639587548,6,0.0048,0.660389257,6,0.0102,0.594155334,6,0.0038,1,6,5.7,0.715154705,5,0.0047,1.207813835,5,0.004,1.091691679,5,0.0041,1.244228085,5,0.005,1.269989119,5,0.005,TRUE,3,FALSE,-,-,-
Q31PT8,Haloalkane dehalogenase,Synpcc7942_0901,Synpcc7942_0901,105,33.2,0.003162446,0.000229542,3.9954E+12,7.8838E+02,8,16,30.9,1.088679387,11,0.0029,1.005309994,11,0.0022,1.1012857,11,0.0016,0.986506611,11,0.0011,1.197843278,11,0.0033,15,42,56.7,1.110708256,40,0.0022,1.126937939,40,0.0018,1.122793785,40,0.001,1.029200527,40,0.0016,1.087176359,40,0.0014,5,25,18.8,1.005309994,25,0.0013,1.117892391,25,0.0032,1.014612013,24,0.0021,1.033951101,25,0.0008,1.052931213,23,0.0014,6,22,24.8,1.171655674,19,0.0035,1.114551139,19,0.0074,1.052204125,19,0.0064,1.059009851,19,0.0021,1.190967746,19,0.0021,FALSE,-,-,-,-,-
Q31PT6,Aconitate hydratase 2,Synpcc7942_0903,Synpcc7942_0903,262,92.3,0.002839301,0.000206087,1.2907E+12,2.5468E+02,16,45,18.7,1.261246575,38,0.0015,1.008091609,38,0.0008,0.991060119,38,0.0007,0.980844136,38,0.0006,1.107388477,38,0.0018,25,89,36.7,0.995405417,84,0.0013,1.138151303,84,0.0017,1.186041813,84,0.0012,1.01601472,84,0.0008,0.773570679,84,0.0014,15,66,24.4,0.975663369,58,0.0034,1.038723602,59,0.0039,0.908657049,58,0.0024,1.032048246,60,0.0012,0.954772716,60,0.0014,16,62,22.3,1.124087193,61,0.0031,1.04761088,60,0.0035,1.006699841,61,0.0022,1.057060878,61,0.0024,0.965161523,61,0.0024,FALSE,-,-,-,-,-
Q31PT3,Putative uncharacterized protein,Synpcc7942_0906,Synpcc7942_0906,14,17.1,0.00081739,5.93292E-05,2.0019E+12,3.9501E+02,1,7,5,0.960505818,7,0.0015,1.026360666,7,0.0012,1.0752266,7,0.0012,1.072753648,7,0.0012,1.043277881,7,0.0012,1,7,5,1.056087738,7,0.0006,0.940372673,7,0.0006,0.892483098,7,0.0006,1.042077455,7,0.0006,1.209205183,7,0.0008,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31PT0,HesB/YadR/YfhF,Synpcc7942_0909,Synpcc7942_0909,59,12.6,0.004672143,0.000339121,1.5520E+13,3.0624E+03,1,4,7.6,1.056330939,4,0.0083,1.265027597,4,0.0046,1.682286656,4,0.0014,1.254295892,4,0.0015,1.19371321,4,0.0015,4,26,34.7,1.008323758,24,0.0232,0.860795524,24,0.0387,0.72443596,24,0.0811,1.126937939,24,0.0211,1.235093966,24,0.0022,2,16,26.3,1.150270548,16,0.0046,1.15425031,16,0.0049,0.956753369,15,0.0012,0.964717152,15,0.0012,0.790132635,16,0.0005,2,13,26.3,0.758402926,12,0.0083,0.790860709,12,0.0111,0.603253708,12,0.0211,1.282921254,12,0.0018,1.847140795,12,0.0018,TRUE,1,FALSE,-,-,-
Q31PS9,Putative uncharacterized protein,Synpcc7942_0910,Synpcc7942_0910,98,16.2,0.006040675,0.000438454,1.5619E+13,3.0820E+03,6,26,40.8,0.97588805,26,0.001,0.992201776,26,0.0009,0.995176243,26,0.0005,0.882470101,26,0.0005,1.093452697,26,0.0011,8,41,66.2,1.079195187,39,0.0007,1.04761088,39,0.0006,1.024000102,39,0.0004,1.005541502,39,0.0005,1.184677118,39,0.0006,5,17,34.5,0.977237221,17,0.0018,1.015780801,16,0.0015,0.850158693,17,0.003,0.924485279,19,0.0011,0.977687359,19,0.0014,4,14,23.2,1.036096007,14,0.0024,0.964050979,14,0.0061,0.929822391,14,0.0016,1.017888013,14,0.0033,1.057304304,14,0.0033,FALSE,-,-,-,-,-
Q31PS4,3-dehydroquinate dehydratase,Synpcc7942_0915,Synpcc7942_0915,9,16.0,0.00056115,4.07303E-05,1.4676E+12,2.8960E+02,1,1,10.1,0.908029588,1,0.0717,1.109685727,1,0.061,1.255740785,1,0.0557,1.283512197,1,0.0582,0.89002048,1,0.0647,2,2,23.5,1.038484455,1,0.1094,1.23367283,1,0.1024,1.037528416,1,0.1059,1.116349032,1,0.1124,1.345860354,1,0.1018,1,2,10.1,0.928324901,1,0.1073,0.583848273,1,0.1304,0.699841996,1,0.1477,0.947763545,1,0.1011,0.421211287,1,0.1555,2,4,23.5,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31PS2,Putative uncharacterized protein,Synpcc7942_0917,Synpcc7942_0917,337,9.9,0.034206645,0.002482844,1.4565E+14,2.8739E+04,5,59,31.8,1.178691088,52,0.0051,0.855263622,52,0.0034,1.136841712,52,0.0012,0.900533763,52,0.0006,0.939290652,52,0.0893,5,127,31.8,1.228287409,99,0.002,1.060962417,99,0.001,0.990147739,99,0.0005,0.985144643,99,0.0006,1.372460961,99,0.0012,3,71,29.5,1.066105049,59,0.0023,0.904482149,59,0.0023,0.828705078,59,0.0013,0.754049749,59,0.0043,0.795426398,59,0.003,3,80,29.5,0.96894695,63,0.0021,1.290921994,64,0.0033,1.312804329,64,0.003,1.20005182,64,0.0031,1.227721892,64,0.0031,TRUE,5,FALSE,-,-,-
Q31PS1,Long-chain-fatty-acid CoA ligase,Synpcc7942_0918,Synpcc7942_0918,74,71.1,0.001040107,7.54948E-05,6.1324E+11,1.2101E+02,4,11,6.5,0.909494339,9,0.0301,0.974540742,8,0.0028,0.918967177,8,0.0023,0.891866805,8,0.0028,1.149740951,9,0.0025,5,18,8,0.997700064,17,0.0005,1.191242008,17,0.0004,1.263572019,17,0.0003,1.026124365,17,0.0004,0.786502305,17,0.0015,5,23,9.9,0.925763385,18,0.0035,1.088178147,18,0.0032,0.89002048,18,0.0051,1.024943676,18,0.0014,1.018122417,18,0.001,7,22,13.4,1.218989599,19,0.0019,1.044479691,19,0.0023,1.009252886,19,0.0015,1.020704431,19,0.0024,0.875185271,19,0.0024,FALSE,-,-,-,-,-
Q31PS0,Putative uncharacterized protein,Synpcc7942_0919,Synpcc7942_0919,403,16.6,0.024205984,0.001756959,6.0988E+13,1.2034E+04,6,68,44.6,0.922996385,61,0.0016,0.962498364,61,0.0017,1.004847138,61,0.0004,0.917064749,61,0.0008,1.116092012,61,0.0005,6,155,48,1.021880237,146,0.0013,1.00716355,146,0.0011,0.94754534,146,0.0008,1.036096007,146,0.0011,1.210319415,146,0.0009,6,82,44.6,1.000691014,72,0.0028,0.939074397,72,0.0026,0.845278845,72,0.0022,0.79250133,72,0.0027,0.814891898,72,0.0019,7,98,48.6,1.020939484,95,0.0026,1.294493875,95,0.0035,1.272916746,95,0.0017,1.279381304,95,0.0029,1.28528666,95,0.0029,FALSE,-,-,-,-,-
Q31PR8,Putative uncharacterized protein,Synpcc7942_0921,Synpcc7942_0921,5,11.3,0.000441504,3.2046E-05,1.6353E+12,3.2269E+02,1,1,10,0.997011115,1,0.2014,1.081184971,1,0.1779,1.215066368,1,0.1605,1.259505302,1,0.1678,1.179777203,1,0.1668,1,1,10,0.978137704,1,0.0263,1.060473938,1,0.0252,1.083677359,1,0.0252,0.959621567,1,0.0274,0.734513868,1,0.0272,1,2,10,0.673131633,1,0.0169,1.062184599,1,0.0138,0.794694121,1,0.0177,0.858618022,1,0.0196,0.966941055,1,0.0148,1,1,10,0.938425931,1,0.0562,0.881860723,1,0.0559,0.829086799,1,0.0571,0.979039017,1,0.0508,1.114551139,1,0.0508,TRUE,4,FALSE,-,-,-
Q31PR4,Phosphoribosylamine--glycine ligase,Synpcc7942_0925,Synpcc7942_0925,163,44.4,0.003673011,0.000266601,3.4719E+12,6.8507E+02,11,35,26.6,0.997470361,29,0.0006,0.906984782,28,0.0007,1.001843766,29,0.0003,0.868160456,27,0.0006,1.123828393,29,0.0008,16,68,44.3,1.083677359,57,0.001,1.104587184,57,0.0008,1.07225974,57,0.0005,1.015780801,57,0.0007,1.176792793,57,0.0006,5,28,17.6,0.863574878,26,0.0122,1.287952955,27,0.0193,1.042077455,25,0.0082,0.958296716,27,0.0051,0.958958913,27,0.0046,9,32,24.9,1.192888907,32,0.0127,1.401199585,32,0.0386,1.228853187,32,0.0128,1.13057662,32,0.0027,1.357375481,32,0.0027,FALSE,-,-,-,-,-
Q31PR3,Putative uncharacterized protein,Synpcc7942_0926,Synpcc7942_0926,99,46.4,0.002135263,0.000154985,1.9319E+12,3.8120E+02,7,16,18.6,0.930036515,16,0.0007,1.033713052,16,0.0007,1.192065173,16,0.0022,1.214506938,16,0.0019,0.941022484,15,0.0035,13,33,31.3,1.036334604,31,0.0009,0.925763385,31,0.0008,0.907193647,31,0.0006,1.003922066,31,0.0004,1.087176359,31,0.0013,5,25,7.6,0.943843523,26,0.001,1.046646439,26,0.0028,0.97229936,26,0.0078,1.238796587,26,0.0012,1.186314941,26,0.0125,6,25,10.3,1.048817681,25,0.0049,1.028253035,25,0.0013,1.015313124,25,0.0029,0.949292391,25,0.0042,1.042317429,25,0.0042,FALSE,-,-,-,-,-
Q31PR1,Outer envelope membrane protein,Synpcc7942_0928,Synpcc7942_0928,64,76.6,0.000835627,6.06529E-05,4.5767E+11,9.0308E+01,4,7,5.4,1.070286383,6,0.0032,1.336595517,6,0.0024,1.597349683,6,0.0019,1.374041975,6,0.0046,0.874379567,6,0.0041,8,15,11.2,0.749894209,15,0.0007,0.631393345,15,0.0166,0.514043652,15,0.0101,0.565197198,15,0.0133,1.393156803,15,0.0011,5,23,8.3,0.965161523,15,0.0015,1.302566786,15,0.0029,1.188775922,15,0.0031,1.33505759,15,0.002,1.086425624,15,0.0014,3,19,4.9,0.823000312,19,0.0011,0.644020957,19,0.002,0.626325365,19,0.0044,0.694384471,19,0.0015,1.406695182,19,0.0015,TRUE,1,TRUE,.917**,0.000,L
Q31PQ8,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,Synpcc7942_0931,Synpcc7942_0931,111,28.9,0.003837628,0.000278549,5.5656E+12,1.0982E+03,10,18,38.4,0.871364776,17,0.0034,1.000230285,18,0.0005,0.976562402,16,0.0016,0.898876445,16,0.0015,0.963607119,18,0.0015,10,33,29.9,1.047369686,33,0.0005,1.028963572,33,0.0008,1.035618977,33,0.0007,1.021644967,33,0.0003,1.16439411,33,0.0013,9,32,33.2,0.947981801,28,0.002,0.988097954,28,0.0007,0.966495864,28,0.0027,1.014845663,28,0.0006,1.019999597,28,0.0022,8,28,30.6,1.154516117,28,0.0046,1.035380544,28,0.0022,1.089180858,28,0.0014,1.070532854,28,0.0028,1.083178422,28,0.0028,FALSE,-,-,-,-,-
Q31PQ7,Lipid-A-disaccharide synthase,Synpcc7942_0932,Synpcc7942_0932,49,43.9,0.001116467,8.10373E-05,1.0671E+12,2.1056E+02,3,3,8.5,1.208648452,1,0.0259,1.073247783,1,0.0253,1.024707701,1,0.0245,1.035857465,1,0.0257,1.16251884,1,0.0241,6,9,19,0.987643023,9,0.0009,1.122276838,9,0.001,1.245948237,9,0.0008,1.01344457,9,0.001,0.746276902,9,0.0012,6,19,15.8,0.779471068,9,0.0022,0.943843523,9,0.0019,0.837722153,9,0.0007,0.992887401,9,0.001,0.968723867,9,0.0021,6,18,18.8,1.117635016,16,0.0019,0.956533093,16,0.0031,1.010648184,16,0.0027,1.040159644,16,0.003,0.803341125,16,0.003,FALSE,-,-,-,-,-
Q31PQ6,Putative uncharacterized protein,Synpcc7942_0933,Synpcc7942_0933,8,19.7,0.000405784,2.94533E-05,8.6339E+11,1.7037E+02,1,2,8.2,1.088679387,2,0.1097,1.1956388,2,0.0974,1.215626055,2,0.0918,0.95191901,2,0.1082,0.562859499,2,0.1538,2,5,16.4,1.142615208,2,0.0046,1.230268771,2,0.0014,0.87659704,2,0.0011,1.072753648,2,0.0037,1.177063791,2,0.0018,1,1,8.2,1.102554332,1,0.0446,0.849571627,1,0.0475,0.765949258,1,0.0602,0.556032274,1,0.0584,0.848008099,1,0.0467,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31PQ2,Putative uncharacterized protein,Synpcc7942_0937,Synpcc7942_0937,55,25.6,0.002150222,0.000156071,3.5262E+12,6.9580E+02,4,11,20.4,0.972747224,11,0.0048,0.892688623,11,0.0046,1.058278566,11,0.0047,0.947109079,11,0.0047,1.100525221,11,0.0042,6,19,27,1.075721875,18,0.0019,1.110196874,18,0.0008,1.098499845,18,0.0018,0.990831945,18,0.0007,1.159044205,18,0.001,2,10,10.9,0.705504844,9,0.0066,1.121243659,9,0.0154,1.053173687,7,0.001,0.864967919,9,0.0041,0.921085615,9,0.0016,4,15,22.2,1.049784123,12,0.0178,1.20670191,12,0.0138,1.148153621,12,0.0093,1.050025872,12,0.0029,1.232253329,12,0.0029,FALSE,-,-,-,-,-
Q31PP9,"Transcriptional regulator, XRE family",Synpcc7942_0940,Synpcc7942_0940,152,12.8,0.011858462,0.000860731,3.8808E+13,7.6576E+03,5,30,39.7,0.991060119,30,0.0004,1.046405467,30,0.0012,1.045682885,30,0.001,0.900326431,30,0.0015,1.022350939,30,0.001,6,68,44.8,0.981974025,61,0.0005,1.011346556,61,0.0005,1.049784123,61,0.0004,1.052204125,61,0.0003,1.217586993,61,0.0003,5,23,44.8,1.034665576,21,0.0051,0.864171621,21,0.0028,0.747308634,21,0.0014,0.909494339,21,0.0035,0.969393269,21,0.0021,4,31,39.7,0.980844136,24,0.0012,1.001613109,27,0.0018,1.122018454,27,0.0019,1.16385801,27,0.0024,1.203372271,27,0.0024,FALSE,-,-,-,-,-
Q31PP8,ATPase,Synpcc7942_0941,Synpcc7942_0941,24,64.7,0.000371214,2.69441E-05,2.4085E+11,4.7525E+01,2,3,3.9,0.979941161,3,0.0066,0.904898774,3,0.0063,1.010415501,3,0.0056,1.008323758,3,0.006,1.120985513,3,0.0078,2,6,3.9,1.011346556,6,0.0024,0.949510999,6,0.0012,1.041837535,6,0.0011,1.048576209,6,0.0011,1.049542429,6,0.0013,6,8,15.1,1.076713107,6,0.0071,0.904482149,6,0.0091,0.822432,6,0.0219,0.87639522,6,0.0136,0.912010839,6,0.0146,3,7,7.2,0.941889597,7,0.0031,1.08292904,7,0.0029,1.16251884,7,0.0022,1.711591023,7,0.0132,1.761570383,7,0.0132,FALSE,-,-,-,-,-
