Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	default.pvalue
Protein FAM207A	Fam207a;1810008A18Rik	P58468;Q3TVF6	1417448_at	0.0115625431643076
Protein prune homolog	Prune	Q8BIW1	1433281_at	0.0652564525123299
E3 UFM1-protein ligase 1	Ufl1	Q8CCJ3;Q8CCJ3-1;Q8CCJ3-2	1429008_at	0.053040191392547
Glutaminase liver isoform, mitochondrial	Gls2	Q571F8;F6WPK7;D6RI88;E0CYF7;E0CXA4	1435245_at	0.023090454085446
Carbonic anhydrase 3	Ca3	P16015	1449434_at	0.00131029228383355
	Gm5436	D3Z4J0	1416278_a_at	0.576464639400036
Cofilin-2	Cfl2	P45591	1418067_at	1.31042120972083e-06
28S ribosomal protein S18c, mitochondrial	Mrps18c	Q8R2L5;Q8BTZ9	1427901_at	0.00377827695492122
Protein disulfide-isomerase A4	Pdia4	P08003	1416497_at	8.02709302685836e-07
Histone H1.3	Hist1h1d	P43277	1450608_at	0.508290969898706
Ras-related protein Rab-5A	Rab5a	Q9CQD1	1416426_at	1.25585566084777e-06
Phosphatidylinositol transfer protein beta isoform	Pitpnb	Q8JZZ5;P53811	1454892_at	8.51561609616348e-07
Tropomodulin-3	Tmod3	Q9JHJ0;P49813;Q9JKK7;Q9JKK7-3	1439626_at	0.17694356608803
Multiple PDZ domain protein	Mpdz	F8WGE8;Q8VBX6-3;B2RQR2;Q8VBX6-4;D3YUX2;Q8VBX6;E9QMC3;Q8VBX6-2;A3KG81;A3KG84;A3KG83;A3KG82;F7D0H8	1418664_at	7.85986105725303e-07
Cordon-bleu protein-like 1	Cobll1	E9QPU9;Q3UMF0;B1AZ14;Q3UMF0-2;B1AZ15;D3Z6S2;Q3UMF0-4;Q3UMF0-3;B1AZ20;B1AZ25	1458097_at	0.00269225957986189
Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	Pcmt1	E0CYV0;E9PWE0;F7D432;P23506-2;P23506;F6V9F1;F6TXE3	1431085_a_at	7.39516410973791e-07
Pleckstrin homology domain-containing family A member 6	Plekha6	Q7TQG1;F6WVT1;E9PX43;E9PVV7	1427149_at	8.46760266249672e-07
TraB domain-containing protein	Trabd	Q99JY4;E9Q8R5;E9Q7A5	1428093_at	0.0204445578268865
Proteasome subunit beta type-5	Psmb5	O55234	1415676_a_at	0.000766505129881436
Transketolase	Tkt	P40142	1439443_x_at	0.0020150803344887
Calpastatin	Cast	P51125;P51125-6;P51125-2;Q8CE80;P51125-3;P51125-7;Q921U7;Q8CE04;P51125-4;P51125-5	1451413_at	7.56989404980694e-07
26S protease regulatory subunit 8	Psmc5	P62196;E9Q0L5	1415740_at	8.24336837759179e-07
Glucose-6-phosphate 1-dehydrogenase X;Glucose-6-phosphate 1-dehydrogenase	G6pdx	Q00612;A3KG36;G3UWD6;P97324	1448354_at	0.0295066033482855
Fibrinogen gamma chain	Fgg	Q3UER8;Q8VCM7	1416025_at	0.00317497581249481
Spartin	Spg20	Q8R1X6;D3Z3F8;Q8R1X6-2;D3Z2D6;D3Z1M5	1451520_at	0.00290288400771373
	Lgals3bp	F6VRP8	1448380_at	6.32263101868903e-07
	Ank3	G5E8K5;G5E8K3;G5E8K2;G5E8C5;G5E8K4;G3X971;Q8C8R3-3;G3X9A5	1452124_at	8.35281021414788e-07
ATP-binding cassette sub-family A member 1	Abca1	P41233	1421840_at	0.769774007921778
Threonine--tRNA ligase, mitochondrial	Tars2	Q3UQ84;Q922A3;E9Q7H6;Q3TP97	1436856_x_at	0.259052336451033
UDP-glucuronosyltransferase 1-9	Ugt1a9;Ugt1a10	Q62452;E9PXN7	1426261_s_at	6.33001842664246e-07
E3 ubiquitin-protein ligase TRIM56	Trim56	Q80VI1;D3YVX5	1441320_a_at	0.0529145304593119
Protein XRP2	Rp2	Q9EPK2-2;Q9EPK2;Q9EPK2-3;Q9EPK2-4	1419586_at	0.0402379493300668
Eukaryotic translation initiation factor 4E	Eif4e	P63073	1450909_at	0.322781635574179
Periodic tryptophan protein 2 homolog	Pwp2	Q8BU03;E9PUI2	1424193_at	0.000226741908682705
C-reactive protein	Crp	E9PZ20;P14847	1421946_at	0.0296804569786155
Bromodomain-containing protein 4	Brd4	Q3UH70;B0V2V7;Q9ESU6;B0V2V8;Q9ESU6-2;B0V2V6;D6RGP2	1450711_at	0.00910922582397769
NEDD8-activating enzyme E1 regulatory subunit	Nae1	Q8VBW6;E0CZE0;Q3TS59	1423781_at	7.26146987716878e-07
Short-chain dehydrogenase/reductase 3	Dhrs3	O88876;G5E8W9;O88876-2;B1ARS9	1448390_a_at	6.99558874091449e-07
Integrin beta-3	Itgb3	O54890	1421511_at	0.0903042263864153
Protein S100-A10	S100a10	P08207	1416762_at	0.00122118866890496
Paladin	Pald	P70261	1448134_at	0.0746834019326233
F-box-like/WD repeat-containing protein TBL1XR1	Tbl1xr1	Q8BHJ5	1434839_s_at	0.00997003599790554
	Ctnna2	Q8BS72	1448895_a_at	0.910725405906745
Optineurin	Optn	Q8K3K8	1429778_at	7.10072751362078e-07
Zinc finger protein 622	Znf622	Q91VY9	1447775_x_at	0.00305873806581409
Solute carrier organic anion transporter family member 1B2	Slco1b2	Q9JJL3-2;Q9JJL3	1452494_s_at	7.00909995113764e-07
Estradiol 17-beta-dehydrogenase 11	Hsd17b11	Q9EQ06;Q9EQ06-2	1421011_at	0.0122736775469395
	Srp72	F8VQC1;E9Q740	1428877_at	0.0744579676427445
26S proteasome non-ATPase regulatory subunit 7	Psmd7	P26516	1451056_at	0.0885899485657126
Histidine triad nucleotide-binding protein 1	Hint1	P70349;B0R1E3	1424018_at	6.2595065709193e-07
Charged multivesicular body protein 7	Chmp7	Q8R1T1;Q8R1T1-2	1451300_a_at	0.00784303900305197
WW domain-binding protein 11	Wbp11	Q923D5	1447401_at	0.242402484448358
Centromere protein V	Cenpv	Q9CXS4;Q9CXS4-2;F6SS03	1428706_at	7.31749831349958e-07
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Pik3cb	Q8BTI9	1453069_at	8.06171809079405e-07
Oligosaccharyltransferase complex subunit OSTC	Ostc	Q78XF5	1449139_at	0.00545284737399125
Cysteine-rich with EGF-like domain protein 2	Creld2	Q9CYA0	1452754_at	0.0027676001612188
Cingulin	Cgn	E9QMC1;D3YUW7;P59242;P59242-2;E9Q611	1435155_at	6.2719604684879e-07
Cytochrome P450 1A2	Cyp1a2	P00186;P00184	1450715_at	0.337152990858692
Glutathione S-transferase Mu 3	Gstm3	P19639	1427473_at	0.128512747103454
Far upstream element-binding protein 1	Fubp1	Q3TUE1;Q91WJ8-2;Q91WJ8	1437543_at	0.138151443266856
TBC1 domain family member 9B	Tbc1d9b	Q5SVR0;Q5SVR0-2;Q3UYK3;Q3UYK3-2;E9Q645	1428596_at	0.170611367249764
Polyribonucleotide nucleotidyltransferase 1, mitochondrial	Pnpt1	Q8K1R3;Q8K1R3-2	1444288_at	0.069210198295421
Cancer-related nucleoside-triphosphatase homolog	Ntpcr	Q9CQA9;D3YXL1;D3Z2W9	1417779_at	0.00754442172142301
	Dennd4c	A2AJX5;A6H8H2;E9Q449;F6WXD7	1434846_at	0.0634252870408269
Prelamin-A/C;Lamin-A/C	Lmna	P48678;P48678-2;P48678-3;D3YUF7	1425472_a_at	0.040748981561892
V-type proton ATPase subunit H	Atp6v1h	Q8BVE3	1415826_at	0.0205255937980865
Aminopeptidase N	Anpep	P97449;Q3TB69	1421424_a_at	0.81685913690141
CCA tRNA nucleotidyltransferase 1, mitochondrial	Trnt1	Q8K1J6;Q8K1J6-2	1425562_s_at	0.0108657566904658
Coronin-7	Coro7	Q9D2V7;E9PYU1;G3X9L5	1437146_x_at	0.00226511267043534
Elongation factor 2	Eef2	P58252	1424736_at	0.246775755169899
Cystathionine gamma-lyase	Cth	Q8VCN5	1426243_at	7.12510370141932e-07
Multidrug resistance protein 3	Abcb4	P21440;B5X0E4;F6SR33	1449818_at	0.0026113515874073
	Trip12	G5E870	1423898_a_at	0.0147874868898508
Ig gamma-1 chain C region, membrane-bound form;Ig gamma-1 chain C region secreted form	Ighg1	P01869;P01868	1425247_a_at	0.169320913479654
FCH and double SH3 domains protein 2	Fchsd2	Q3USJ8-2;Q3USJ8;Q3USJ8-3	1434260_at	0.0204471208321078
	Chchd10	Q7TNL9	1433720_s_at	0.216594646682266
Interferon-induced helicase C domain-containing protein 1	Ifih1	Q8R5F7;Q8R5F7-2	1426276_at	0.140692914844303
WW domain-containing adapter protein with coiled-coil	Wac	Q924H7;Q924H7-2;E9Q5D5;Q924H7-3;E9PZH6;F7A7S5;E9Q020;E9Q4Y9;F6Z247;F6R357	1451495_at	0.038864627556332
GRIP and coiled-coil domain-containing protein 1	Gcc1	Q9D4H2;F6VDD7	1429033_at	0.0475813299690262
LDLR chaperone MESD	Mesdc2	Q9ERE7;D3YVR4	1416181_at	0.00333079125483089
Ragulator complex protein LAMTOR2	Lamtor2	Q9JHS3;D3YTS4	1422797_at	0.10402959588
Endoplasmin	Hsp90b1	P08113;F7C312	1438040_a_at	0.13134816848559
60S ribosomal protein L8	Rpl8	P62918	1417762_a_at	0.0713278732321221
Probable N-acetyltransferase CML2	Cml2	Q8CHQ9	1421108_at	0.00547958608264149
Cystatin-B	Cstb	Q62426	1422507_at	0.0246172663152569
Splicing factor 3B subunit 1	Sf3b1	G5E866;Q99NB9	1449138_at	3.94647315241188e-06
Enoyl-CoA hydratase, mitochondrial	Echs1	Q8BH95;F6T930	1452341_at	0.0064467634350428
POU domain, class 2, transcription factor 1	Pou2f1	P25425-10;P25425-12;F8VQL7;P25425;E9Q6Z8;P25425-5;P25425-2;P25425-6;P25425-3;P25425-8;P25425-11;P25425-9;P25425-7;P25425-4;E9QPD1;Q7TSC9	1419716_a_at	0.0958254227030512
General transcription factor IIF subunit 1	Gtf2f1	Q3THK3;E9Q7N7	1417698_at	0.000120371262284235
Elongation factor G, mitochondrial	Gfm1	Q8K0D5;E0CXN8	1448381_at	0.165480144634025
Gap junction beta-1 protein	Gjb1	P28230	1448767_s_at	0.0813500204402122
Aspartate--tRNA ligase, mitochondrial	Dars2	Q8BIP0	1433838_at	0.0817250162494251
Inositol monophosphatase 2	Impa2	Q91UZ5	1418665_at	0.0222158575120018
Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	Ankrd28	Q505D1	1454801_at	0.0053835899276254
Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	Hadha	Q8BMS1	1452173_at	0.763997260582783
Protein RCC2	Rcc2	Q8BK67;A2AWQ2	1426897_at	1.07008706829963e-06
Transmembrane and coiled-coil domain-containing protein 7	Tmco7	Q8C3S2;Q8C3S2-3;Q8C3S2-2	1435883_at	0.57969542416957
Pentatricopeptide repeat-containing protein 3, mitochondrial	Ptcd3	Q14C51	1428090_at	0.0611372238030259
28S ribosomal protein S9, mitochondrial	Mrps9	Q9D7N3;Q3UMV5;F6QIZ3	1418034_at	7.54074828021759e-07
Mitogen-activated protein kinase 3	Mapk3	Q63844;D3Z3G6;D3Z6D8	1427060_at	0.00249481306852569
Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	A2ATU0	1457027_at	8.13619144375076e-07
Serine/threonine-protein phosphatase 6 regulatory subunit 3	Ppp6r3	G5E8R4;Q922D4;Q922D4-2;Q922D4-3;Q922D4-4	1423881_at	0.000778606984233919
Rapamycin-insensitive companion of mTOR	Rictor	Q6QI06;Q6QI06-2;Q0VAV3	1435698_at	0.003016701486241
Ubiquitin-like-conjugating enzyme ATG3	Atg3	Q9CPX6	1448993_at	0.00261565668706388
Echinoderm microtubule-associated protein-like 4	Eml4	F8WJ93;Q3UMY5;Q3UMY5-3;Q3UMY5-2;Q3UMY5-4	1447838_x_at	0.00232756798190814
Glutathione peroxidase 1	Gpx1	P11352	1460671_at	0.0675607825685138
Chromobox protein homolog 3	Cbx3	P23198;Q9DCC5;D3YV86;Q9CYJ8;Q7TPM0;D3Z313;D3Z1A9	1448504_a_at	6.95888447290681e-07
Calponin-2	Cnn2	Q08093;D3Z7R6	1450981_at	0.430281581128583
Serum paraoxonase/lactonase 3	Pon3	Q62087;D6RJ12	1419298_at	0.213559531276862
Beta,beta-carotene 9,10-oxygenase	Bco2	Q99NF1	1421221_at	0.000995392614810951
Stress-induced-phosphoprotein 1	Stip1	Q60864	1415909_at	7.43971676587128e-07
Group XIIB secretory phospholipase A2-like protein	Pla2g12b	Q8VC81;Q99P27;F6UTM6	1419614_at	7.50175469756718e-07
Echinoderm microtubule-associated protein-like 3	Eml3	Q8VC03	1460366_at	0.0213084394718399
LIM and senescent cell antigen-like-containing domain protein 2	Lims2	Q91XD2	1424408_at	0.00753110317070685
Retinoic acid receptor responder protein 2	Rarres2	Q9DD06	1428538_s_at	7.00975911822734e-07
Pumilio homolog 2	Pum2	Q80U58;Q3UR91;Q80U58-2;Q3TQ29;Q80U58-3;E9PW51;F6YD01;E9Q4Q6;E9Q765	1418016_at	7.31938375345767e-07
RNMT-activating mini protein	Fam103a1;Gm10767	Q9CQY2;Q3TQP0;D3YZS0	1428966_at	1.39225413515743e-06
MOSC domain-containing protein 1, mitochondrial	Marc1;Mosc1	Q9CW42;D3YZZ3	1428005_at	6.62758869024602e-07
Annexin A5	Anxa5	P48036	1425567_a_at	0.885284883265068
Mesencephalic astrocyte-derived neurotrophic factor	Manf	Q3TMX5;Q80ZP8;Q9CXI5;E0CXA8;F6T4L3;F6USD5;F7C1S6	1428112_at	0.00333249924257771
Mannose-P-dolichol utilization defect 1 protein	Mpdu1	Q8R0J2;Q9R0Q9;E9PWT5;Q5F2B1;E9PVP3;F6XX36;F6ZGG4	1416104_at	0.0907471615006976
Twinfilin-1	Twf1	Q91YR1;D3Z2H0	1420875_at	0.000125417773992339
Rho-related GTP-binding protein RhoC	Rhoc	Q62159	1435394_s_at	0.575046074355987
Exportin-5	Xpo5	Q924C1	1428560_at	0.163258205174487
Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2	Ube2d3;Ube2d2	P61079;P62838;Q6ZWY6	1455479_a_at	0.000297580927763933
Cell division control protein 42 homolog	Cdc42	P60766;Q3UL78;Q8R527;Q9ER71;Q9ER71-2;D3YX61;F2Z463;D3Z3L1;G3UZM2	1415724_a_at	0.0196684301513203
60S ribosomal protein L35	Rpl35;Gm10269	Q6ZWV7;G3UWD7;F6XS56	1416243_a_at	0.00342079657805371
Multivesicular body subunit 12A	Fam125a	Q78HU3	1437043_a_at	6.24147515237587e-07
RNA-binding protein FUS	Fus	P56959;Q8CFQ9;G3UXT7;Q91VQ2;G3UZD2	1451286_s_at	9.11127241079744e-07
Tetratricopeptide repeat protein 36	Ttc36	Q8VBW8	1418696_at	0.388784014694038
Glyoxalase domain-containing protein 4	Glod4	Q9CPV4;Q9CPV4-2;Q9CPV4-3;E9Q197;F6ZTG3;F7BB55;E9Q2R6;E9Q055	1428421_a_at	0.0143002846864586
Arginine--tRNA ligase, cytoplasmic	Rars	Q9D0I9	1416312_at	0.0316927883211548
Nucleolar transcription factor 1	Ubtf	P25976;A2AWT5	1453097_a_at	2.99790770183295e-05
1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	Plch1	Q4KWH5;E9Q3I7;Q4KWH5-2;Q4KWH5-3;Q4KWH5-4;E0CY62;Q4KWH5-5;E0CZ95;E0CY47	1457157_at	0.0967617596542723
Transformer-2 protein homolog beta	Tra2b	P62996;F8WJG3	1427432_a_at	6.09902173864941e-07
Phenylalanine-4-hydroxylase	Pah	P16331;D3Z270;F6YTR5;D3YZ73	1454638_a_at	7.47214916144202e-07
Ras GTPase-activating-like protein IQGAP2	Iqgap2	Q3UQ44;F6VQF4;Q3UQP1	1433885_at	0.0135841886788348
TP53-regulating kinase	Trp53rk;Tp53rk	Q543M9;Q99PW4;A2A5R0;Q8C5U8	1419683_at	6.99448340438882e-07
Splicing factor 3B subunit 3	Sf3b3	Q921M3;F8WHW1;Q921M3-2	1415985_at	0.190507711836976
Cytoglobin	Cygb	Q9CX80	1423630_at	0.0410760324190572
RNA-binding protein 12	Rbm12;Cpne1	Q8R4X3;F6YJB6;F7C9M1	1433439_at	0.0742087870376612
Mimitin, mitochondrial	Ndufaf2	Q59J78	1452923_at	0.00918072687710841
Pinin	Pnn	Q3TUQ5;O35691	1423325_at	0.0619624527621602
Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	Gpd1	P13707;E0CXN5	1439396_x_at	0.0775815081145865
AFG3-like protein 2	Afg3l2	Q8JZQ2;Q3UDQ7	1427206_at	0.000871844431416858
U1 small nuclear ribonucleoprotein A	Snrpa	Q62189;E9Q4T6;D3Z0S6;F8VQ88;D6RI83	1417274_at	0.0125311604120525
Histidine triad nucleotide-binding protein 3	Hint3	Q9CPS6;F8WH96;E9Q7F8	1418583_at	2.40100239280149e-05
F-box only protein 3	Fbxo3	Q9DC63;Q9DC63-2;Q9DC63-3;A2BHN6	1455047_at	0.0396799987689879
UDP-glucose 6-dehydrogenase	Ugdh	O70475;D3Z3F7;D3YXP9;F6ZQT4	1416308_at	0.0321813057469098
Protein SMG9	Smg9;1500002O20Rik	Q9DB90;Q9DB90-2;D3Z719	1460435_at	0.613294750429111
28S ribosomal protein S26, mitochondrial	Mrps26	Q80ZS3	1441053_at	0.085897891705793
3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	Hibch	Q8QZS1;E0CX19	1451512_s_at	0.00287692819154829
Zinc finger FYVE domain-containing protein 1	Zfyve1	Q810J8	1435071_at	0.154005442566166
Aspartoacylase	Aspa	Q8R3P0;B0QZP3;D6RJ20	1418472_at	0.0163161755849498
DNA-directed RNA polymerases I, II, and III subunit RPABC5	Gm10774;Polr2l	E9Q3B5;P62876	1428296_at	0.00179394000612198
Heat shock 70 kDa protein 13	Hspa13	Q8BM72;D3Z0Y0	1453172_at	0.1088432497391
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Ndufa5	Q9CPP6;D3YTQ8	1417285_a_at	2.99029679990532e-05
CCR4-NOT transcription complex subunit 1	Cnot1	Q6ZQ08-4;Q6ZQ08;Q6ZQ08-2;B7ZWL1;Q6ZQ08-3;F6ZAI9	1434251_at	7.26384685645534e-07
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 7	Usp7	E9PXY8;Q6A4J8-2;E9QLK0;F8VPX1;Q6A4J8;Q6A4J8-3;G3UWR8	1454948_at	0.106676431259955
Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	Man1a1	P45700;D3Z799	1417111_at	0.334172184051722
E3 ubiquitin-protein ligase NEDD4	Nedd4	P46935	1421955_a_at	0.014664701799947
Programmed cell death protein 5	Pdcd5	P56812;D3Z7Q5	1450638_at	0.0234481894750555
Probable arginine--tRNA ligase, mitochondrial	Rars2	Q3U186;A2AT41	1424209_at	0.658087772261447
Voltage-dependent anion-selective channel protein 2	Vdac2	Q60930;G3UX26;D3YZT5;D3YUN8	1415990_at	6.12360377898119e-07
Acyl-CoA dehydrogenase family member 10	Acad10	Q8K370	1429339_a_at	0.0122157507190109
NIF3-like protein 1	Nif3l1	Q9EQ80;Q8C608;D3Z0G0;E9PWJ6	1438728_at	0.00437722565868453
DnaJ homolog subfamily B member 12	Dnajb12	Q9QYI4;Q8C4C9;D6RHR9	1421032_a_at	0.0898276152268603
Sickle tail protein	Etl4;Skt	E9QAU4;A2AQ25;A2AQ25-2;A2AQ25-3;D3Z781;A2AQ25-4;A2AQ25-8;Q8BHR1;A2AQ25-5;F8WHU1;A2AQ25-6;A2AQ25-9;A2AQ25-7	1457147_at	0.0707471544032765
Cytochrome P450 2C70	Cyp2c70	Q91W64;E9Q2L0;E9Q8U5;Q9D816	1424273_at	0.0167752365969807
Histone H4	Hist1h4a	P62806	1424854_at	0.00144169688110398
Rho GTPase-activating protein 12	Arhgap12	Q8C0D4;B2RUJ8;Q8R1F4	1451525_at	9.05752316337117e-07
Aldose 1-epimerase	Galm	Q8K157;F6XWR4	1452582_at	0.0549565628756636
Cytochrome P450 2D9	Cyp2d9	P11714	1419349_a_at	0.189656577046573
60S acidic ribosomal protein P2	Rplp2;Rplp2-ps1	P99027;G3UW69	1415879_a_at	6.23283395436046e-07
Phosphoribosyl pyrophosphate synthase-associated protein 2	Prpsap2	Q8R574	1452062_at	0.000145205944672284
Vacuolar protein sorting-associated protein 26A	Vps26a	P40336-2;P40336;Q6PE78	1420495_a_at	0.00353722072449117
Adenosylhomocysteinase	Ahcy	P50247;A2ALT5	1417125_at	0.00333468430937794
UDP-glucuronosyltransferase 1-2	Ugt1a5;Ugt1	B2RT14;P70691;D3YZ96;D3Z7G0;D3YZE6;G3UZC9;D6RH94	1426261_s_at	6.33001842664246e-07
Sequestosome-1	Sqstm1	Q64337;Q64337-2;D3YZJ1	1450957_a_at	0.000241112207673764
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	Ppp2r5e	Q3UZJ4;Q61151	1428461_at	0.0036528979436729
Nucleosome assembly protein 1-like 4	Nap1l4	E9Q6R0;B7ZNL2;Q78ZA7	1448476_at	0.373827008709886
Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase	Dld	O08749;Q3TIE8	1423159_at	0.0684742991075779
28S ribosomal protein S23, mitochondrial	Mrps23	Q8VE22;Q3TI14;A7M7Q8;E9Q6N1;F7ARZ1;Q5SXC9	1459806_x_at	0.00623339343935944
Mitogen-activated protein kinase 9	Mapk9	Q9WTU6;Q9WTU6-4;Q9WTU6-2;Q9WTU6-3;E9QN59;Q61831;Q80W80;Q8C9D4;Q78GB8;Q61831-2;Q80W82;Q3TQZ7;E9PXS1	1421876_at	0.0025582602738031
Integrin beta;Integrin beta-5	Itgb5	G5E8F8;O70309-2;Q6PE70;O70309	1417534_at	0.00060602995761586
Prostaglandin reductase 1	Ptgr1	Q91YR9	1417777_at	0.290795261352321
COP9 signalosome complex subunit 6	Cops6	O88545;D3Z0F5;F6QK86	1451367_at	0.00623660190130977
NudC domain-containing protein 2	Nudcd2	Q9CQ48;E0CYQ2	1449140_at	0.0060517128820682
Microsomal glutathione S-transferase 1	Mgst1	E9QJW0;Q91VS7;D3YU60	1415898_at	0.0475494825268598
	Plec	Q9QXS1-11;E9QKX4;Q9QXS1-12;E9QK43;Q9QXS1-8;Q9QXS1-7;Q9QXS1-6;E9QQ00;Q9QXS1-14;E9QL05;Q9QXS1-4;Q9QXS1-16;E9PY96;E9QMZ5;Q9QXS1-3;Q9QXS1-5;E9QLJ5;Q9QXS1-13;Q9QXS1-9;E9Q153;Q9QXS1-10;E9QK01;Q9QXS1-15;E9Q3W4;F6R059;E9Q9J6;E9PW24	1437554_at	0.191292303841724
	Ptpmt1	E9QMC5	1426581_at	8.46195416128243e-05
Protein disulfide-isomerase A3	Pdia3	P27773;F6Q404	1423423_at	9.11091945587038e-05
Proteasome subunit beta type-8	Psmb8	P28063;G3UZW8	1422962_a_at	8.14224164057585e-07
Crk-like protein	Crkl	P47941	1436950_at	0.477624773492055
U6 snRNA-associated Sm-like protein LSm6	Lsm6	P62313	1431054_at	0.000372586960669587
UDP-glucuronosyltransferase 2B17	Ugt2b5;Ugt2b17	Q3UWB9;Q8K169;P17717	1419622_at	0.0488504456421706
Glycerol-3-phosphate acyltransferase 1, mitochondrial	Gpam	Q61586	1419499_at	0.0471432944618696
Lactoylglutathione lyase	Glo1	Q9CPU0	1436070_at	1.0807660885371e-06
Beta-ureidopropionase	Upb1	Q8VC97	1460244_at	6.94593826694865e-07
Activator of 90 kDa heat shock protein ATPase homolog 1	Ahsa1	Q8BK64	1424147_at	1.63215165216541e-06
28S ribosomal protein S36, mitochondrial	Mrps36;Mrps36-ps1	Q9CQX8;G3UWB2	1423242_at	0.0163387652917159
Poliovirus receptor-related protein 1	Pvrl1	Q9JKF6	1450819_at	0.00885846610915156
Endophilin-B1	Sh3glb1	Q9JK48-2;Q9JK48;Q3TYR7	1418010_a_at	0.00108970548679695
40S ribosomal protein S27;40S ribosomal protein S27-like	Rps27l	D3YYB0;Q6ZWY3;D6RH49	1423254_x_at	0.0743594694676524
Lymphatic vessel endothelial hyaluronic acid receptor 1	Lyve1	Q8BHC0	1429379_at	0.016590755093522
Transforming growth factor-beta-induced protein ig-h3	Tgfbi	P82198;Q3UXJ2	1448123_s_at	1.07779578195166e-06
60S ribosomal protein L19;Ribosomal protein L19	Rpl19	P84099;A2A547	1416219_at	0.0553951896461965
Thiosulfate sulfurtransferase;Sulfurtransferase	Tst	P52196;D3YYT7	1448609_at	0.460967819645613
Spectrin beta chain, brain 1	Sptbn1	Q62261;Q62261-2;F6VV16	1419255_at	0.0833203672385053
Propionyl-CoA carboxylase alpha chain, mitochondrial	Pcca	Q91ZA3;D3YWM4;D3YZC0	1451405_at	0.00376665086622426
Sulfotransferase 1 family member D1	Sult1d1	E9QA95;Q3UZZ6;Q80VR3	1418138_at	0.00333488816214999
ATP-binding cassette sub-family E member 1	Abce1	P61222	1416015_s_at	0.0785985256048159
Cullin-associated NEDD8-dissociated protein 1	Cand1	Q6ZQ38;D3YWC5;Q6ZQ73	1428648_at	0.0530016895396708
Alpha-actinin-1	Actn1	Q7TPR4;A1BN54;G3UW84;Q9JI91	1428585_at	7.44163637311861e-07
AP-1 complex subunit beta-1	Ap1b1	O35643;Q5SVG4;Q5SVG5;Q8CC13	1416279_at	0.611398647211212
Cytochrome P450 4V2	Cyp4v2	Q9DBW0;Q811W2	1417070_at	6.69718526746202e-07
Importin subunit alpha-2;Importin subunit alpha	Kpna2	P52293;Q641N9;A6PW68;A2A601;A2A600;A2A602;F2Z431	1415860_at	6.20324426734937e-07
2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	Bckdha	Q3U3J1;P50136	1416647_at	7.95493914776308e-07
	Ppbp	Q9EQI5	1418480_at	0.55143200018073
	BC021614	F6RWR5	1424953_at	0.929876231467302
14-3-3 protein zeta/delta	Ywhaz	P63101;D3YXN6;D3YXF4;D3YW45	1416103_at	0.00356147387730153
NEDD8-activating enzyme E1 catalytic subunit	Uba3	Q8C878;Q3TL72;F6ZKU4;Q8C878-2	1431746_a_at	0.116439190476054
	Apol9a	Q8VDU3	1424518_at	0.00333253419674053
Cytochrome P450 2A5	Cyp2a5	Q91X75;P20852;F7B9W9;F6SHL3	1422230_s_at	6.75663139209211e-07
	Taf15	Q8BQ46;E9Q6D4;F6QCI0	1453504_at	0.0875899920893387
Exosome complex exonuclease RRP42	Exosc7	Q4VBW5;Q9D0M0	1448365_at	0.726233409163814
Golgi membrane protein 1	Golm1	G3X8U4;Q91XA2	1415698_at	0.593561225233569
ADP-ribosyl cyclase 1	Cd38	P56528	1433741_at	0.0450625261146659
Protein PRRC2C	Prrc2c	E9QKG5;D3Z3U3;D3Z7M2;Q3TLH4-2;Q3TLH4;Q3TLH4-5;Q3TLH4-3;Q3TLH4-4	1454338_at	0.135691760896841
Oxidoreductase NAD-binding domain-containing protein 1	Oxnad1	Q8VE38;Q8VE38-2;E9Q8U8;E9Q690;E9PZL5;F6XLU3;E9Q2B7;F6SAD4	1447816_x_at	0.00774920045413232
Superoxide dismutase [Mn], mitochondrial	Sod2	P09671	1417193_at	0.000234554513552306
60S ribosomal protein L9	Rpl9;Rpl9-ps6;Gm5451	P51410;G3UW34;D3YYQ0;D3Z629;D3YZT0	1416420_a_at	0.0196255071550099
40S ribosomal protein S15	Rps15	P62843;D3YTQ9	1416089_at	0.0069493881898195
