Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Unconventional myosin-Ic	Myo1c	Q9WTI7;Q9WTI7-3;Q9WTI7-2;Q9WTI7-4;F8WIE8	4	5	10	9	6	6	10	12	9	7	12	5	6	6	5	7
Histone H1.0	H1f0	P10922	3	1	3	1	1	2	2	2	4	1	2	1	4	1	3	2
Acyl-CoA dehydrogenase family member 11	Acad11	Q80XL6;D3YTQ5	23	27	24	28	24	25	23	28	26	26	25	25	23	24	24	20
ADP-ribosylation factor-like protein 6-interacting protein 1	Arl6ip1	Q9JKW0	2	2	4	2	2	3	2	2	2	2	4	2	2	2	3	3
Eukaryotic translation initiation factor 4E type 2	Eif4e2	D3YUV9;Q80ZJ3;Q8BMB3;D3Z729;G3X9H1;Q3UUT0;Q0P688;D3Z730	1	2	2	3	1	3	2	3	2	2	2	3	1	3	0	2
Tripartite motif-containing protein 2	Trim2	E9QKC6;Q3UHH4;Q9ESN6	1	3	1	2	2	1	2	1	3	1	2	1	1	2	1	0
Properdin	Cfp	P11680	1	2	2	7	0	3	2	6	5	3	1	5	2	5	2	2
FCH domain only protein 2	Fcho2	Q3UQN2;Q3UQN2-3;Q3UQN2-2	3	3	4	2	3	3	3	1	3	1	2	0	4	1	3	2
Receptor-type tyrosine-protein phosphatase eta	Ptprj	E9QNI4;A2AWF9;E9QAB0;Q64455;A2AWF8	4	3	4	2	4	0	5	4	3	2	4	2	3	2	1	3
CAP-Gly domain-containing linker protein 1	Clip1	F8WIA1;D3Z2Z1;Q922J3;D3Z3M7;Q922J3-2;F6RCU2;Q8C0S5	14	14	15	16	10	12	18	11	13	8	10	6	16	10	9	12
	Fubp3	Q3TIX6;A2AJ72	5	6	4	3	5	5	6	4	6	3	5	2	8	2	4	5
Calreticulin	Calr	P14211	43	41	54	43	24	42	40	39	44	45	43	38	47	44	38	36
Acetolactate synthase-like protein	Ilvbl	Q8BU33;Q8BU33-2;Q8BU33-3	8	3	6	5	6	4	7	7	8	5	6	5	4	2	4	5
39S ribosomal protein L32, mitochondrial	Mrpl32	Q9DCI9	2	3	6	4	3	4	4	5	5	3	4	2	4	2	4	5
Ferrochelatase;Ferrochelatase, mitochondrial	Fech	Q544X6;P22315;F7CAB4	23	22	29	22	20	23	24	21	24	16	20	20	19	23	16	16
Barrier-to-autointegration factor	Banf1	O54962	4	9	8	8	4	4	7	8	4	6	7	6	8	7	5	7
Plasma protease C1 inhibitor	Serping1	P97290;A2ATR8	10	8	6	11	8	12	12	12	9	8	12	8	14	9	12	12
Cation-independent mannose-6-phosphate receptor	Igf2r	Q07113	7	5	9	6	6	4	10	4	12	4	3	1	4	4	3	5
Acyl-coenzyme A synthetase ACSM3, mitochondrial	Acsm3	Q3UNX5-2;Q3UNX5	29	22	31	26	25	24	28	22	26	16	24	17	31	19	24	29
Extracellular matrix protein 1	Ecm1	Q61508;Q61508-2;D3Z0U9;D3Z038	6	4	6	4	5	3	4	4	5	4	5	1	5	3	3	3
Thioredoxin-like protein 1	Txnl1	Q8CDN6	35	31	25	23	21	24	31	20	28	12	22	23	31	15	24	23
Stabilin-2;Short form stabilin-2	Stab2	Q8R4U0	7	7	6	5	7	5	8	6	5	4	9	4	6	2	6	10
Aminopeptidase B	Rnpep	Q8VCT3;E9PYF1	12	8	8	8	10	8	9	10	8	6	8	6	9	6	6	7
Arylacetamide deacetylase	Aadac	Q99PG0	34	34	41	40	33	34	32	41	42	34	38	37	32	33	31	29
Pyrroline-5-carboxylate reductase 3	Pycrl	Q9DCC4	3	3	2	3	2	2	3	2	3	2	3	2	2	2	1	2
Dihydropyrimidinase	Dpys	Q9EQF5	33	44	47	42	34	43	44	36	42	41	45	37	48	45	42	45
39S ribosomal protein L39, mitochondrial	Mrpl39	Q9JKF7	17	12	16	11	12	13	16	11	10	8	11	12	20	11	11	13
Homer protein homolog 2	Homer2	Q9QWW1;Q9QWW1-2;E9Q4F9	2	3	3	3	2	2	2	2	3	3	3	2	2	2	1	3
Cyclin-dependent kinase 9	Cdk9	Q99J95;Q99J95-2;Q99J95-3	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0
Eukaryotic initiation factor 4A-I	Eif4a1	P60843	73	72	63	71	56	69	77	61	62	58	69	64	70	69	66	64
Amine oxidase [flavin-containing] B	Maob	Q8BW75	27	29	35	34	29	26	31	38	36	21	44	22	31	23	23	30
Fibulin-5	Fbln5	Q9WVH9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Carnitine O-palmitoyltransferase 2, mitochondrial	Cpt2	P52825	39	38	45	45	31	40	48	41	43	33	50	37	52	41	46	45
2,5-phosphodiesterase 12	Pde12	Q3TIU4	2	0	2	0	0	0	2	0	0	0	2	0	1	0	3	2
	Mllt1	Q9ERL0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0
Spectrin alpha chain, erythrocyte	Spta1	P08032	28	23	37	28	22	31	28	32	27	20	23	23	29	31	24	25
Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain	Ctsh	P49935	14	16	21	17	13	14	16	11	15	15	15	14	17	15	16	17
Vesicular integral-membrane protein VIP36	Lman2	Q9DBH5	9	12	8	10	11	8	8	11	7	6	12	6	4	6	7	8
Exportin-1	Xpo1	Q6P5F9	20	11	13	15	15	9	19	10	22	10	17	7	10	9	18	14
Zinc-binding alcohol dehydrogenase domain-containing protein 2	Zadh2	Q8BGC4	16	19	19	17	16	16	16	16	17	14	17	16	21	16	18	14
	H2-Q6	E9QM66;P79568	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0
	Mettl7a1;Mettl7a2-Higd1c;Ubie	Q8C6B0;Q5K4Q9;Q76I26;Q5I0W6	9	8	12	10	10	8	7	14	17	6	21	5	7	6	7	8
RNA-binding protein 47	Rbm47	Q91WT8;D3YXZ5;Q91WT8-2	14	12	10	13	12	11	12	12	9	9	15	6	11	7	8	9
Ankyrin repeat and zinc finger domain-containing protein 1	Ankzf1	Q80UU1	0	2	0	2	0	0	0	0	0	1	0	2	0	1	0	0
TBC1 domain family member 17	Tbc1d17	Q8BYH7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
60S ribosomal protein L14	Rpl14	Q9CWK0;Q9CR57	5	4	3	4	5	3	3	7	5	3	3	4	2	2	2	3
Glucosidase 2 subunit beta	Prkcsh	O08795-2;O08795	15	16	23	17	12	15	15	15	22	10	18	10	17	14	17	16
Protein FAM207A	Fam207a;1810008A18Rik	P58468;Q3TVF6	1	2	2	2	2	1	2	3	1	1	1	1	1	1	1	1
Protein prune homolog	Prune	Q8BIW1	4	6	5	6	3	4	5	2	6	1	4	1	7	2	6	4
E3 UFM1-protein ligase 1	Ufl1	Q8CCJ3;Q8CCJ3-1	15	12	13	11	14	9	14	13	10	5	14	7	14	10	11	11
Glutaminase liver isoform, mitochondrial	Gls2	Q571F8	41	48	46	47	42	42	42	46	48	41	54	41	47	43	46	47
Carbonic anhydrase 3	Ca3	P16015	189	345	272	336	242	375	289	324	253	339	249	316	255	378	268	243
	Gm5436	D3Z4J0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0
Cofilin-2	Cfl2	P45591	15	16	14	14	11	13	16	11	15	10	15	12	12	12	15	15
28S ribosomal protein S18c, mitochondrial	Mrps18c	Q8R2L5	3	2	3	2	3	2	3	2	3	2	3	3	3	2	2	3
Protein disulfide-isomerase A4	Pdia4	P08003	93	99	95	102	70	83	95	90	91	81	97	90	91	86	87	87
Histone H1.3	Hist1h1d	P43277	2	0	1	1	0	0	3	0	1	1	2	1	1	1	0	1
Ras-related protein Rab-5A	Rab5a	Q9CQD1	3	0	2	0	1	0	2	1	2	1	2	0	1	1	0	1
Phosphatidylinositol transfer protein beta isoform	Pitpnb	Q8JZZ5;P53811	14	14	14	14	13	11	12	10	12	10	12	9	15	7	13	12
Tropomodulin-3	Tmod3	Q9JHJ0	9	10	9	9	8	11	12	11	8	8	7	10	11	10	7	6
Multiple PDZ domain protein	Mpdz	F8WGE8;Q8VBX6-3;B2RQR2;Q8VBX6-4;D3YUX2;Q8VBX6;E9QMC3;Q8VBX6-2;A3KG81;A3KG84	2	4	3	3	2	3	2	3	4	2	2	2	5	3	4	3
Cordon-bleu protein-like 1	Cobll1	E9QPU9;Q3UMF0;B1AZ14;Q3UMF0-2;B1AZ15;D3Z6S2;Q3UMF0-4;Q3UMF0-3	34	24	35	27	29	24	37	26	28	16	31	21	31	20	27	32
Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	Pcmt1	E0CYV0;E9PWE0;F7D432;P23506-2;P23506;F6V9F1	6	12	14	11	8	8	10	10	8	8	9	9	9	10	8	10
Pleckstrin homology domain-containing family A member 6	Plekha6	Q7TQG1;F6WVT1;E9PX43;E9PVV7	1	2	4	2	3	4	4	4	4	1	1	1	1	2	1	1
TraB domain-containing protein	Trabd	Q99JY4;E9Q8R5;E9Q7A5	3	3	5	3	3	4	3	3	4	3	3	3	3	2	1	3
Proteasome subunit beta type-5	Psmb5	O55234	6	7	7	7	6	5	9	7	6	6	9	5	7	6	6	9
Transketolase	Tkt	P40142	121	163	145	163	128	137	145	136	156	146	149	147	136	155	156	152
Calpastatin	Cast	P51125;P51125-6;P51125-2;Q8CE80;P51125-3;P51125-7;Q921U7;Q8CE04;P51125-4;P51125-5	6	18	9	19	5	19	12	14	10	16	8	15	13	12	12	11
26S protease regulatory subunit 8	Psmc5	P62196;E9Q0L5	33	27	41	29	35	31	38	28	32	19	32	25	37	28	31	33
Glucose-6-phosphate 1-dehydrogenase X;Glucose-6-phosphate 1-dehydrogenase	G6pdx	Q00612;A3KG36	7	4	5	3	6	3	7	2	5	2	5	2	6	1	3	6
Fibrinogen gamma chain	Fgg	Q3UER8;Q8VCM7	30	30	37	29	26	27	32	26	32	19	33	18	33	21	27	34
Spartin	Spg20	Q8R1X6;D3Z3F8;Q8R1X6-2;D3Z2D6;D3Z1M5	1	4	3	5	0	4	1	4	3	4	2	3	5	5	5	4
	Lgals3bp	F6VRP8	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	0
	Ank3	G5E8K5;G5E8K3;G5E8K2;G5E8C5;G5E8K4;G3X971	6	4	4	4	6	2	4	3	2	2	3	2	1	0	3	3
ATP-binding cassette sub-family A member 1	Abca1	P41233	0	2	2	5	1	1	2	2	5	1	4	2	1	1	3	2
Threonine--tRNA ligase, mitochondrial	Tars2	Q3UQ84;Q922A3;E9Q7H6;Q3TP97	1	2	2	2	1	2	2	2	3	2	3	2	3	0	2	2
UDP-glucuronosyltransferase 1-9	Ugt1a9;Ugt1a10	Q62452;E9PXN7	2	2	3	3	4	3	3	8	10	4	8	2	1	3	0	1
E3 ubiquitin-protein ligase TRIM56	Trim56	Q80VI1	0	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Protein XRP2	Rp2	Q9EPK2-2;Q9EPK2;Q9EPK2-3;Q9EPK2-4	1	2	3	2	0	2	2	2	4	2	5	2	2	1	3	1
Eukaryotic translation initiation factor 4E	Eif4e	P63073	8	6	6	7	6	5	6	5	7	6	7	4	5	4	8	8
Periodic tryptophan protein 2 homolog	Pwp2	Q8BU03;E9PUI2	1	0	2	1	1	1	0	1	1	1	1	1	2	1	2	1
C-reactive protein	Crp	E9PZ20;P14847	1	1	3	0	2	1	2	1	0	1	2	1	3	1	2	2
Bromodomain-containing protein 4	Brd4	Q3UH70;B0V2V7;Q9ESU6;B0V2V8;Q9ESU6-2;B0V2V6	3	3	2	3	2	2	4	3	2	2	0	4	2	3	2	1
NEDD8-activating enzyme E1 regulatory subunit	Nae1	Q8VBW6;E0CZE0;Q3TS59	2	5	2	4	3	2	4	3	3	1	4	0	1	1	2	1
Short-chain dehydrogenase/reductase 3	Dhrs3	O88876;G5E8W9;O88876-2	1	1	1	1	1	1	1	1	2	1	2	1	1	0	1	1
Integrin beta-3	Itgb3	O54890	1	2	4	1	1	1	2	1	2	2	1	1	1	0	1	1
Protein S100-A10	S100a10	P08207	2	1	3	4	0	2	2	1	2	2	4	2	3	2	2	1
Paladin	Pald	P70261	2	3	3	3	2	3	4	2	4	1	2	2	1	2	0	1
F-box-like/WD repeat-containing protein TBL1XR1	Tbl1xr1	Q8BHJ5	3	2	1	1	3	1	3	1	1	2	1	0	1	1	1	1
	Ctnna2	Q8BS72	5	6	5	5	1	4	5	4	5	4	6	4	0	3	4	7
Optineurin	Optn	Q8K3K8	6	3	1	4	2	5	5	2	3	0	2	4	3	3	3	5
Zinc finger protein 622	Znf622	Q91VY9	4	3	3	2	3	2	7	2	3	0	1	1	3	1	1	2
Solute carrier organic anion transporter family member 1B2	Slco1b2	Q9JJL3-2;Q9JJL3	1	1	3	1	0	2	1	1	1	4	1	1	1	3	1	1
Estradiol 17-beta-dehydrogenase 11	Hsd17b11	Q9EQ06;Q9EQ06-2	21	13	29	22	21	13	18	32	36	18	29	12	10	15	13	23
	Srp72	F8VQC1;E9Q740	14	19	30	24	14	22	19	27	30	25	23	19	23	23	26	17
26S proteasome non-ATPase regulatory subunit 7	Psmd7	P26516	20	18	15	23	19	15	23	16	20	13	22	11	27	10	18	24
Histidine triad nucleotide-binding protein 1	Hint1	P70349	25	33	27	28	27	25	27	31	24	30	27	31	31	35	26	32
Charged multivesicular body protein 7	Chmp7	Q8R1T1;Q8R1T1-2	2	2	4	5	4	2	5	2	3	1	3	2	3	3	3	3
WW domain-binding protein 11	Wbp11	Q923D5	2	1	1	1	2	1	2	2	2	2	3	1	2	1	1	1
Centromere protein V	Cenpv	Q9CXS4;Q9CXS4-2	3	4	3	3	2	3	4	3	4	3	4	3	5	3	3	4
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Pik3cb	Q8BTI9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
Oligosaccharyltransferase complex subunit OSTC	Ostc	Q78XF5	8	5	9	11	8	4	6	7	10	3	6	7	4	5	5	4
Cysteine-rich with EGF-like domain protein 2	Creld2	Q9CYA0	2	5	2	3	3	3	1	4	2	4	4	3	6	2	3	2
Cingulin	Cgn	E9QMC1;D3YUW7;P59242;P59242-2;E9Q611	25	18	29	19	21	15	23	18	24	12	18	10	21	10	18	22
Cytochrome P450 1A2	Cyp1a2	P00186	15	20	34	31	27	16	19	54	55	20	38	16	16	14	14	13
Glutathione S-transferase Mu 3	Gstm3	P19639	11	11	11	10	12	10	12	12	10	8	13	8	12	7	13	14
Far upstream element-binding protein 1	Fubp1	Q3TUE1;Q91WJ8-2;Q91WJ8	4	6	6	5	6	4	3	3	5	2	5	3	5	3	3	6
TBC1 domain family member 9B	Tbc1d9b	Q5SVR0;Q5SVR0-2	4	3	5	3	3	2	3	2	5	2	2	3	3	2	3	2
Polyribonucleotide nucleotidyltransferase 1, mitochondrial	Pnpt1	Q8K1R3;Q8K1R3-2	12	19	22	23	12	19	19	20	18	13	25	13	23	10	22	22
Cancer-related nucleoside-triphosphatase homolog	Ntpcr	Q9CQA9;D3YXL1;D3Z2W9	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	Dennd4c	A2AJX5;A6H8H2;E9Q449	6	4	4	4	5	3	6	4	6	4	9	5	3	4	4	4
Prelamin-A/C;Lamin-A/C	Lmna	P48678;P48678-2;P48678-3	22	30	42	32	21	29	30	28	36	28	29	31	31	34	31	25
V-type proton ATPase subunit H	Atp6v1h	Q8BVE3	1	7	3	6	4	3	4	7	4	5	7	4	3	4	2	6
Aminopeptidase N	Anpep	P97449;Q3TB69	14	18	21	22	15	18	19	19	20	13	30	14	25	14	20	21
CCA tRNA nucleotidyltransferase 1, mitochondrial	Trnt1	Q8K1J6	12	10	9	11	10	10	10	7	9	9	15	9	14	8	14	13
Coronin-7	Coro7	Q9D2V7	4	4	3	4	5	3	5	3	5	3	2	4	4	3	2	3
Elongation factor 2	Eef2	P58252	97	130	126	127	108	123	121	121	141	108	137	129	132	128	129	140
Cystathionine gamma-lyase	Cth	Q8VCN5	46	57	65	63	46	50	60	51	75	62	72	54	49	55	54	48
Multidrug resistance protein 3	Abcb4	P21440	0	0	2	0	0	0	0	4	2	0	2	0	0	0	0	0
	Trip12	G5E870	0	3	3	2	2	3	2	3	3	4	2	3	3	2	1	1
Ig gamma-1 chain C region, membrane-bound form;Ig gamma-1 chain C region secreted form	Ighg1	P01869;P01868	15	12	3	4	4	8	7	3	10	3	6	0	6	13	8	7
FCH and double SH3 domains protein 2	Fchsd2	Q3USJ8-2;Q3USJ8;Q3USJ8-3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
	Chchd10	Q7TNL9	0	2	4	2	2	2	2	1	2	1	3	1	3	1	2	2
Interferon-induced helicase C domain-containing protein 1	Ifih1	Q8R5F7;Q8R5F7-2	2	4	6	4	1	4	2	6	4	4	3	3	4	6	1	0
WW domain-containing adapter protein with coiled-coil	Wac	Q924H7;Q924H7-2;E9Q5D5;Q924H7-3;E9PZH6;F7A7S5	0	3	3	2	3	2	3	2	3	2	3	2	2	2	2	3
GRIP and coiled-coil domain-containing protein 1	Gcc1	Q9D4H2	2	4	6	4	0	5	3	2	3	2	2	2	2	3	2	3
LDLR chaperone MESD	Mesdc2	Q9ERE7;D3YVR4	1	3	6	5	0	2	4	5	3	4	9	3	4	5	7	7
Ragulator complex protein LAMTOR2	Lamtor2	Q9JHS3;D3YTS4	3	2	2	3	2	3	3	2	2	0	4	2	3	2	2	4
Endoplasmin	Hsp90b1	P08113;F7C312	94	118	100	108	85	110	109	91	114	86	115	98	118	91	112	103
60S ribosomal protein L8	Rpl8	P62918	15	11	12	11	12	9	12	10	16	10	11	13	12	12	14	14
Probable N-acetyltransferase CML2	Cml2	Q8CHQ9	5	3	6	5	3	3	3	8	10	3	7	2	3	2	5	4
Cystatin-B	Cstb	Q62426	7	6	11	9	6	11	8	9	13	11	10	12	10	11	11	8
Splicing factor 3B subunit 1	Sf3b1	G5E866;Q99NB9	10	13	23	14	11	9	14	22	20	12	19	13	12	12	16	12
Enoyl-CoA hydratase, mitochondrial	Echs1	Q8BH95;F6T930	11	18	28	10	10	19	13	15	15	14	18	14	13	20	19	22
POU domain, class 2, transcription factor 1	Pou2f1	P25425-10;P25425-12;F8VQL7;P25425;E9Q6Z8;P25425-5;P25425-2;P25425-6;P25425-3;P25425-8;P25425-11;P25425-9;P25425-7;P25425-4;E9QPD1;Q7TSC9	1	0	1	0	2	2	2	1	1	1	1	0	3	0	0	1
General transcription factor IIF subunit 1	Gtf2f1	Q3THK3;E9Q7N7	1	2	1	1	1	0	1	0	0	1	1	0	1	0	1	1
Elongation factor G, mitochondrial	Gfm1	Q8K0D5;E0CXN8	26	27	32	30	23	32	26	32	23	28	34	25	31	24	29	33
Gap junction beta-1 protein	Gjb1	P28230	3	4	5	4	6	2	8	5	5	2	6	1	2	2	3	2
Aspartate--tRNA ligase, mitochondrial	Dars2	Q8BIP0	1	1	2	0	0	0	0	1	2	3	2	2	0	2	1	0
Inositol monophosphatase 2	Impa2	Q91UZ5	0	1	1	1	0	1	1	1	0	0	2	0	1	0	1	1
Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	Ankrd28	Q505D1	6	8	17	9	6	7	8	9	16	8	6	9	5	12	8	8
Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	Hadha	Q8BMS1	149	184	154	176	134	177	183	151	150	145	176	168	170	177	160	194
Protein RCC2	Rcc2	Q8BK67	8	8	7	8	7	6	10	6	7	3	6	4	5	6	3	5
Transmembrane and coiled-coil domain-containing protein 7	Tmco7	Q8C3S2;Q8C3S2-3;Q8C3S2-2	0	1	1	1	0	1	1	1	2	0	1	0	0	0	0	0
Pentatricopeptide repeat-containing protein 3, mitochondrial	Ptcd3	Q14C51	5	3	5	5	3	4	4	4	5	2	5	2	4	4	5	5
28S ribosomal protein S9, mitochondrial	Mrps9	Q9D7N3;Q3UMV5	11	14	14	15	12	13	16	13	9	12	14	15	12	15	11	14
Mitogen-activated protein kinase 3	Mapk3	Q63844;D3Z3G6;D3Z6D8	3	5	4	5	4	7	4	5	5	4	4	3	6	3	4	3
Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Dhtkd1	A2ATU0	10	11	17	10	11	11	12	9	14	8	13	7	11	8	11	15
Serine/threonine-protein phosphatase 6 regulatory subunit 3	Ppp6r3	G5E8R4;Q922D4;Q922D4-2;Q922D4-3;Q922D4-4	7	4	6	5	5	4	5	3	5	2	6	2	3	1	3	3
Rapamycin-insensitive companion of mTOR	Rictor	Q6QI06;Q6QI06-2;Q0VAV3	4	3	4	5	3	4	7	6	4	4	5	4	6	6	2	5
Ubiquitin-like-conjugating enzyme ATG3	Atg3	Q9CPX6	14	9	13	10	14	7	12	8	10	6	12	8	11	6	12	8
Echinoderm microtubule-associated protein-like 4	Eml4	F8WJ93;Q3UMY5;Q3UMY5-3;Q3UMY5-2;Q3UMY5-4	3	4	4	4	4	3	7	3	5	1	5	2	4	2	2	5
Glutathione peroxidase 1	Gpx1	P11352	43	43	31	46	21	40	30	31	25	42	27	41	35	56	30	38
Chromobox protein homolog 3	Cbx3	P23198;Q9DCC5	6	7	9	6	4	6	7	5	8	3	6	4	7	8	8	6
Calponin-2	Cnn2	Q08093;D3Z7R6	3	3	3	3	3	3	2	3	4	3	3	3	7	3	4	2
Serum paraoxonase/lactonase 3	Pon3	Q62087	13	7	13	7	12	8	10	10	12	4	10	6	9	4	5	9
Beta,beta-carotene 9,10-oxygenase	Bco2	Q99NF1	5	6	9	7	4	7	6	6	4	3	3	5	8	4	3	4
Stress-induced-phosphoprotein 1	Stip1	Q60864	62	64	74	68	57	65	63	60	65	64	58	60	70	63	60	63
Group XIIB secretory phospholipase A2-like protein	Pla2g12b	Q8VC81;Q99P27;F6UTM6	4	3	2	4	1	3	3	2	2	1	1	2	3	2	3	3
Echinoderm microtubule-associated protein-like 3	Eml3	Q8VC03	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1
LIM and senescent cell antigen-like-containing domain protein 2	Lims2	Q91XD2	0	0	3	0	0	0	0	2	2	2	0	0	0	2	0	0
Retinoic acid receptor responder protein 2	Rarres2	Q9DD06	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1
Pumilio homolog 2	Pum2	Q80U58;Q3UR91;Q80U58-2;Q3TQ29;Q80U58-3	0	7	2	5	0	3	0	5	0	2	1	2	0	2	0	3
RNMT-activating mini protein	Fam103a1;Gm10767	Q9CQY2;Q3TQP0;D3YZS0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1
MOSC domain-containing protein 1, mitochondrial	Marc1;Mosc1	Q9CW42;D3YZZ3	6	5	9	6	3	4	6	5	6	5	7	6	5	6	5	7
Annexin A5	Anxa5	P48036	34	51	48	46	31	49	44	43	44	48	42	47	42	49	43	45
Mesencephalic astrocyte-derived neurotrophic factor	Manf	Q3TMX5;Q80ZP8;Q9CXI5;E0CXA8;F6T4L3;F6USD5	16	18	14	17	15	17	16	14	18	16	14	17	16	16	16	15
Mannose-P-dolichol utilization defect 1 protein	Mpdu1	Q8R0J2;Q9R0Q9;E9PWT5;Q5F2B1;E9PVP3;F6XX36	4	4	4	6	3	4	3	4	6	5	6	7	4	4	6	3
Twinfilin-1	Twf1	Q91YR1	6	7	7	9	6	6	9	8	6	8	8	7	8	9	8	8
Rho-related GTP-binding protein RhoC	Rhoc	Q62159	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1
Exportin-5	Xpo5	Q924C1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0
Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2	Ube2d3;Ube2d2	P61079;P62838	4	9	8	6	3	5	6	5	8	8	7	7	7	7	6	7
Cell division control protein 42 homolog	Cdc42	P60766;Q3UL78	4	7	19	12	7	9	10	14	18	14	10	8	4	11	11	8
60S ribosomal protein L35	Rpl35;Gm10269	Q6ZWV7;G3UWD7	3	3	4	3	3	3	2	3	3	3	2	5	2	3	4	1
Multivesicular body subunit 12A	Fam125a	Q78HU3	0	0	1	0	1	0	1	0	2	1	0	1	0	0	0	1
RNA-binding protein FUS	Fus	P56959;Q8CFQ9;G3UXT7	20	29	19	24	16	27	21	21	19	18	12	24	22	20	13	12
Tetratricopeptide repeat protein 36	Ttc36	Q8VBW8	3	9	4	9	3	10	3	6	7	12	8	7	6	8	7	4
Glyoxalase domain-containing protein 4	Glod4	Q9CPV4;Q9CPV4-2;Q9CPV4-3;E9Q197;F6ZTG3	31	32	34	33	28	32	33	28	26	27	23	27	31	28	24	28
Arginine--tRNA ligase, cytoplasmic	Rars	Q9D0I9	22	20	28	28	21	19	16	23	32	17	21	15	13	17	19	19
Nucleolar transcription factor 1	Ubtf	P25976;A2AWT5	5	8	5	5	5	7	8	7	6	2	5	2	6	2	4	2
1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	Plch1	Q4KWH5;E9Q3I7;Q4KWH5-2;Q4KWH5-3;Q4KWH5-4;E0CY62	14	9	11	10	12	13	15	9	12	5	8	6	13	6	10	9
Transformer-2 protein homolog beta	Tra2b	P62996;F8WJG3	6	9	8	7	3	8	11	7	8	8	10	6	7	4	10	9
Phenylalanine-4-hydroxylase	Pah	P16331	52	65	51	65	49	60	59	61	62	57	55	60	58	67	57	60
Ras GTPase-activating-like protein IQGAP2	Iqgap2	Q3UQ44	77	95	107	111	69	94	100	98	111	82	116	85	106	87	96	103
TP53-regulating kinase	Trp53rk;Tp53rk	Q543M9;Q99PW4	1	2	2	1	3	2	2	2	2	2	2	2	2	1	1	1
Splicing factor 3B subunit 3	Sf3b3	Q921M3;F8WHW1;Q921M3-2	12	10	16	15	14	13	14	12	12	10	16	10	16	10	13	14
Cytoglobin	Cygb	Q9CX80	5	2	2	2	2	2	3	1	2	2	2	2	2	2	3	3
RNA-binding protein 12	Rbm12;Cpne1	Q8R4X3;F6YJB6;F7C9M1	2	2	1	3	0	2	3	1	1	1	2	1	2	1	2	2
Mimitin, mitochondrial	Ndufaf2	Q59J78	4	6	5	5	4	5	6	4	5	4	6	4	6	5	7	7
Pinin	Pnn	Q3TUQ5;O35691	3	4	3	3	4	1	4	2	3	2	6	3	6	3	5	4
Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	Gpd1	P13707;E0CXN5	74	95	79	91	74	78	74	76	74	81	77	79	77	81	75	70
AFG3-like protein 2	Afg3l2	Q8JZQ2;Q3UDQ7	6	4	13	5	9	6	8	9	12	6	13	4	6	4	6	7
U1 small nuclear ribonucleoprotein A	Snrpa	Q62189;E9Q4T6;D3Z0S6	4	4	3	4	4	3	5	3	5	5	3	3	3	4	1	4
Histidine triad nucleotide-binding protein 3	Hint3	Q9CPS6;F8WH96	3	3	4	3	2	2	3	3	3	2	2	2	3	2	3	4
F-box only protein 3	Fbxo3	Q9DC63;Q9DC63-2;Q9DC63-3;A2BHN6	0	0	2	0	0	0	1	1	0	0	0	0	1	1	2	0
UDP-glucose 6-dehydrogenase	Ugdh	O70475;D3Z3F7	70	70	71	71	56	59	71	58	65	54	67	63	66	58	61	63
Protein SMG9	Smg9;1500002O20Rik	Q9DB90;Q9DB90-2;D3Z719	0	0	2	1	1	2	1	1	2	2	1	1	1	1	0	0
28S ribosomal protein S26, mitochondrial	Mrps26	Q80ZS3	2	2	4	2	1	2	2	2	3	2	5	3	3	2	5	5
