Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Serine/threonine-protein kinase 16	Stk16	NA	0.072998636	0.029396631	-0.301470587	-0.006333934	0.252140015	0.113847892	0.132641188	0.131771557	0.016541188	-0.078473209	-0.102187793	-0.097071371	NA	-0.097475959	0.030913993
Proliferating cell nuclear antigen	Pcna	0.06815056	-0.165815488	-0.203013171	-0.534958027	NA	-0.546561136	-0.471447616	-0.370164281	-0.149909668	-0.259905175	-0.114500293	-0.449429314	-0.412293771	-0.068326861	-0.605968359	NA
Cyclin-dependent kinase inhibitor 1B	Cdkn1b	0.034721786	0.03317089	-0.252415659	-0.041383179	0.045997303	0.053373931	0.007652115	0.044419367	-0.10795563	NA	-0.19761381	-0.059078342	0.125321051	-0.05338942	0.407593196	NA
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	Stt3a	0.658925117	0.278688593	0.756867155	0.089558976	0.137536706	0.17351456	0.32131508	0.267183787	0.399996732	NA	0.324906726	0.173986489	0.014339279	NA	-0.094641454	0.041476516
Rho-related GTP-binding protein RhoG	Rhog	0.371553002	0.098381979	0.03377628	0.082453674	0.101304058	-0.029558897	0.046414405	0.222043812	0.303756854	0.148161027	0.323227105	NA	-0.115432826	NA	-0.079429315	-0.16491497
Ankyrin repeat and LEM domain-containing protein 2	Ankle2	0.115691233	-0.247319935	0.630684285	-0.116497841	-0.302991616	-0.326652391	0.114082085	0.20361821	0.128534813	0.228891954	0.238527486	-0.187387707	NA	-0.488823464	-0.499169814	NA
Hematological and neurological expressed 1-like protein	Hn1l	0.169939428	0.200962443	0.102728591	-0.013783815	0.03704386	0.207044724	-0.301353519	-0.080930488	-0.069702167	NA	-0.055612157	0.41029403	-0.02644598	NA	-0.302523778	-0.172103428
	Glt28d2	0.090495686	0.601474503	-0.28036249	0.459040341	-0.01720929	0.147713452	0.062535074	0.882145405	0.264893795	-0.129217064	-0.572113556	NA	-0.181802255	NA	0.766332777	0.373514137
Leucyl-cystinyl aminopeptidase	Lnpep	-0.315798063	0.490334558	-0.007482576	-0.20851726	-0.184724621	NA	-0.842295023	-0.182946495	0.085037547	-0.204140717	-0.342782282	0.00808729	NA	-0.390997784	-0.533463677	-0.089091319
ADP-dependent glucokinase	Adpgk	NA	0.069709257	0.319765674	-0.027154052	-0.09423607	-0.036186803	-0.105543992	0.163720347	0.138505102	-0.014498127	0.142257816	-0.023184369	-0.441802155	NA	0.140777826	-0.054640131
	Cyp4f13	1.237149465	0.507972508	1.068574117	0.575787344	0.388128873	NA	0.844328473	0.9770428	0.773096941	0.959626542	0.82669344	0.569928872	0.902389203	0.152596323	0.593593946	NA
Trafficking protein particle complex subunit 6B	Trappc6b	-0.121811151	-0.097341109	-0.075190314	-0.000721167	-0.004321606	0.670198999	0.142050844	-0.089091319	-0.08841301	0.238884966	0.068967531	0.139108693	0.153350238	0.369743652	NA	NA
3 beta-hydroxysteroid dehydrogenase type 7	Hsd3b7	0.547678688	0.507808391	0.81911379	0.253893655	0.48895709	0.230702186	0.361416385	0.538010522	0.378569332	0.580525829	0.673508672	NA	0.153462556	NA	0.243352415	-0.180911663
	Nup153	-0.163756333	-0.230694897	-0.244156396	-0.027861775	0.011340759	-0.205142241	-0.070801468	-0.090988888	-0.266276823	-0.106214296	-0.06253622	NA	0.080133663	-0.085424656	0.186705175	-0.396817103
Nucleoporin p58/p45	Nupl1	NA	-0.135009441	-0.311619363	-0.110764122	-0.129480859	-0.133432007	-0.251688799	0.138616271	-0.204891925	-0.251204023	-0.238053099	-0.244156396	-0.141301988	-0.193708673	-0.125783332	0.305324807
WD repeat domain phosphoinositide-interacting protein 1	Wipi1	0.609596448	0.896227108	NA	NA	NA	NA	0.515624662	NA	0.344556575	0.831255285	0.712906011	NA	NA	NA	NA	0.208277598
Cleavage and polyadenylation specificity factor subunit 2	Cpsf2	0.117192639	-0.264596479	NA	NA	0.007159074	NA	0.258684033	NA	-0.244399991	0.102496234	-0.359970888	-0.154064674	NA	-0.095856924	0.572458187	-0.211136827
Cytoplasmic polyadenylation element-binding protein 2	Cpeb2	-0.09990111	0.141175524	0.378569332	0.209494844	0.006390846	0.191079573	0.308519435	0.120043352	0.101861317	0.136267664	0.129307813	0.434753793	0.405203061	0.251968204	NA	0.112412344
Guanylate cyclase soluble subunit beta-1	Gucy1b3	-0.535853894	-0.375956902	-0.222309979	-0.311503115	NA	-0.396488333	-0.38272258	-0.461319002	-0.395940218	-0.424062125	-0.511164389	-0.337197281	-0.219586745	-0.311851831	-0.361656083	-0.300065137
Early endosome antigen 1	Eea1	0.062655608	0.083630367	-0.069564695	0.029028579	0.068468216	0.076371586	0.046786919	-0.027295624	0.089313382	-0.024603367	-0.061292338	0.011660693	0.08886835	-0.002450499	0.06570242	0.095743283
Probable proline dehydrogenase 2	Prodh2	0.177326949	0.085603865	0.089850673	0.051488857	0.466317055	-0.030689204	0.431637062	0.052311404	0.016993652	0.102109056	0.071891234	0.17799597	0.408358877	0.095542878	0.268573433	0.147138202
39S ribosomal protein L55, mitochondrial	Mrpl55	-0.031254025	-0.192951618	-0.125122061	0.020574576	-0.176067406	0.024868772	0.037591644	-0.009777122	-0.056860943	0.165207895	-0.08841301	-0.172999473	-0.154453593	0.040051837	0.029588055	-0.033933911
TOX high mobility group box family member 4;TOX high mobility group box family member 3;Thymocyte selection-associated high mobility group box protein TOX	Tox4;Tox3;Tox	NA	-0.387472834	-0.513389678	-0.5627675	NA	-0.157949154	0.039473463	-0.613720228	-0.440420721	-0.479127064	-0.253747285	-0.539531071	-0.21896711	-0.375512141	-0.181547856	-0.033088169
BET1 homolog	Bet1	0.32100867	0.272767848	0.406063053	0.021716493	0.05325417	0.005796838	0.162799483	0.407535787	0.51593407	0.285547848	0.658606249	NA	NA	NA	NA	0.26633329
Perilipin-5	Plin5	-0.294782469	-0.085560625	0.109436573	-0.43199729	-0.706552654	-0.511670438	-0.63988042	-0.434241233	-0.628540319	NA	-0.111298453	-0.745624581	-0.739243253	NA	NA	NA
	C6	2.093571141	1.829510855	1.936828432	1.732404278	1.604673919	2.077162787	1.695629146	1.858724174	1.789112451	1.794107072	1.874772116	1.951317401	1.770436686	1.383981136	1.568451918	1.423719742
Ataxin-2	Atxn2	0.136917908	0.215931613	0.302617593	0.429750817	0.175256582	0.318181956	0.215596528	0.282438723	0.261396434	0.051817819	0.154200869	0.210896782	0.116848429	0.514923584	0.378100514	0.238850917
SAM and SH3 domain-containing protein 1	Sash1	-0.342554745	-0.494569217	-0.398131432	-0.576086724	-0.388024176	-0.357946053	-0.383607534	-0.296662968	-0.042644337	-0.288417627	-0.399225792	-0.383386346	-0.702657543	-0.275483893	-0.338338835	-0.551491409
Niemann-Pick C1 protein	Npc1	-0.343578377	-0.278222698	-0.287117636	-0.366028399	-0.061568849	-0.29172142	-0.047119549	-0.05004888	0.099788167	-0.211136827	-0.247927513	0.040645282	-0.313013609	-0.015069322	-0.018634174	-0.084064265
Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	Casp7	-0.219462839	-0.19496955	-0.432745659	-0.174150712	-0.446362112	-0.144568518	-0.188907267	-0.205017088	-0.237318966	-0.238297728	-0.31103803	-0.186120184	-0.141301988	-0.110095929	-0.042784398	-0.322851124
Isovaleryl-CoA dehydrogenase, mitochondrial	Ivd	0.386713532	0.361249587	0.351902756	0.47130867	0.391209678	0.441751961	0.464803021	0.441928331	0.351810697	0.424997543	0.440185177	0.403293799	0.542563302	0.371627663	0.477040338	0.492342343
Sorting nexin-18	Snx18	-0.032524066	-0.09396575	0.024516548	-0.119422583	-0.055612157	0.346187867	-0.148478616	-0.20739313	-0.03040671	-0.158724796	-0.242572021	-0.036749476	0.032285412	-0.088820033	0.152740659	-0.044743821
Acyl-CoA synthetase family member 2, mitochondrial	Acsf2	0.55872901	0.574884491	0.658947896	0.586210972	0.664105192	0.615839646	0.718687509	0.55374377	0.475033668	0.570464374	0.705570398	0.704559078	0.602657022	0.576432585	0.669854677	0.64721888
Actin-binding LIM protein 1	Ablim1	0.355442254	0.299542526	0.142114524	0.333788782	0.526950856	0.161669401	0.339399907	0.33551716	0.010424979	0.239038199	0.216199738	0.566976474	0.521991176	0.314319941	0.017606894	0.366317706
Vesicle-fusing ATPase	Nsf	-0.087462841	-0.091124334	-0.148738913	-0.130008304	-0.156784908	-0.068051643	-0.125783332	-0.07299756	-0.145873062	-0.068189259	-0.23388806	-0.111298453	-0.198368423	-0.16491497	-0.163369914	-0.10608026
4-aminobutyrate aminotransferase, mitochondrial	Abat	0.579447533	0.539729239	0.716884229	0.673232575	0.718355157	0.666530467	0.772899717	0.647919486	0.684086035	0.679203422	0.681908801	0.626669175	0.73843308	0.645322171	0.689543538	0.687985464
Serine/threonine-protein kinase MRCK alpha	Cdc42bpa	0.110168262	0.068634636	-0.038295698	0.137473227	0.180887749	0.097362963	0.10671546	0.105209394	NA	0.100793427	0.056221169	0.130081228	0.177604311	0.097378397	0.123449657	0.066608654
Protein PML	Pml	-0.462889938	-0.128029389	-0.078609835	NA	-0.011209361	NA	-0.374288339	-0.240619629	-0.187387707	NA	-0.497637911	NA	0.11108729	NA	-0.041523362	-0.384602458
Torsin-1B	Tor1b	0.378063015	0.358379988	0.332026151	0.099308982	0.264061971	0.549810183	0.572393827	0.519073148	0.52901029	0.29890345	0.415730159	0.154056387	0.287624327	0.179236928	0.235500971	0.166195051
Cytochrome P450 4A14	Cyp4a14	-2.041663532	-1.530270548	-0.908351786	-1.770955871	-1.363563594	-2.012926174	-1.665392771	-1.434721625	-1.310689118	-0.831066511	-0.606631732	-0.35952117	-1.801613954	-1.352589052	-1.717692872	-0.584192858
Catalase	Cat	0.049531586	0.115566186	0.1477614	0.209578254	0.153735367	0.135760359	0.046027092	0.107336976	0.15707747	0.26143102	0.194344336	0.261932608	0.078853151	0.09252475	0.19337073	0.198626094
Far upstream element-binding protein 2	Khsrp	0.027366158	0.02404705	-0.209765266	-0.179383654	-0.001297842	-0.049212535	-0.021763974	-0.265676925	-0.180911663	-0.122738972	-0.248777694	-0.223916751	0.067969074	-0.038436182	0.005999642	-0.038576651
60S ribosomal protein L7a	Rpl7a;Gm5619;Rpl7a-ps3;Gm16477;Rpl7a-ps5;Rpl7a-ps10;Gm5459;Rpl7a-ps8;Gm4978	0.100669665	0.179841465	0.236197527	0.131834785	0.036703449	0.507685315	0.213018971	0.463529276	0.413691612	0.466855318	0.38381171	0.359786304	0.155984007	0.41251979	0.566677293	0.485539362
C-type lectin domain family 4 member F	Clec4f	0.131992868	-0.127765328	-0.278460609	-0.472695713	-0.325731791	-0.476951913	-0.404685176	-0.531069493	-0.101246657	-0.162596766	-0.197865391	-0.314986485	-0.505992524	-0.076559095	-0.245739032	-0.652234073
	Gcn1l1	0.113691785	0.052505892	0.322685709	0.2413557	0.149104587	0.215780815	0.228029932	0.190849011	0.122475606	0.249633607	0.140777826	0.152788775	0.069088604	0.00129901	-0.016638942	-0.084336446
Nucleosome assembly protein 1-like 1	Nap1l1	-0.054084393	-0.028569152	-0.031677496	-0.165043649	-0.332622014	0.042456799	-0.114633549	-0.120484657	-0.064882852	-0.271067049	-0.125122061	-0.227741076	-0.242572021	-0.169283661	-0.113300436	-0.10755397
Protein Hook homolog 3	Hook3	-0.243181602	-0.252415659	0.016614157	0.047010473	0.554548727	-0.080384787	0.130523366	-0.254835883	-0.510860674	0.035327827	-0.249627373	-0.328262029	-0.286289758	-0.094776557	-0.125386605	-0.199750857
Serine protease inhibitor A3N	Serpina3n	-0.579083579	-0.270349529	-0.462889938	-0.420401554	-0.418783639	-0.300533772	-0.131721171	-0.158595552	-0.677711186	-0.41467678	-0.700350934	-0.353887836	-0.294664856	-0.182438056	-0.620023298	-0.553753689
D-dopachrome decarboxylase	Ddt	0.015534601	0.030457144	0.12326108	0.148480809	0.107228192	-0.013212111	0.018673387	0.024399159	0.045431429	0.094264022	0.173921387	0.113348409	0.140316635	0.015986749	0.071315114	0.219185991
COP9 signalosome complex subunit 4	Cops4	-0.084880654	-0.045163352	-0.100843124	-0.048654702	-0.146003451	-0.075190314	-0.09936254	-0.046421211	-0.05088474	-0.070251922	-0.182692298	-0.065158675	-0.065572312	-0.087327052	-0.020057652	-0.036327492
Tyrosine-protein phosphatase non-receptor type 6	Ptpn6	0.021101502	0.02782203	-0.083655897	-0.128425389	-0.191941593	-0.088684372	-0.18142064	-0.045862298	0.016132633	0.068604376	-0.140124224	-0.095721922	0.120858877	-0.163112244	-0.19887128	-0.321812675
rRNA 2-O-methyltransferase fibrillarin	Fbl	0.130681305	0.117615192	0.088208727	0.019609044	0.112349961	0.187427845	0.12084319	0.177636945	-0.063226802	0.037562029	-0.030971642	0.069951536	0.121564992	-0.008343459	0.186097756	0.047383141
Coproporphyrinogen-III oxidase, mitochondrial	Cpox	-0.114766793	-0.095451881	0.279984265	-0.162081103	0.077939195	0.010076264	-0.064331046	0.083125953	0.190750209	0.186393225	0.370974509	0.082026023	-0.331246599	-0.080521232	0.066397149	-0.101381142
Epidermal growth factor receptor substrate 15	Eps15	-0.01592569	0.139188132	-0.159112461	0.025015558	-0.062121712	0.121141282	0.132657005	-0.067087965	0.090019577	-0.230448976	-0.16079114	-0.002306467	-0.058247217	-0.053528441	0.027601428	-0.007339046
Cytochrome P450 2A12	Cyp2a12	0.118335381	-0.133695033	0.355682222	0.009262921	-0.164142649	0.213955731	0.115269244	0.104712892	0.147905253	0.300235177	0.187099314	-0.062812492	-0.135140816	-0.149519521	-0.048096653	-0.173767068
Collagen alpha-1(VI) chain	Col6a1	0.476297545	0.076827995	0.102604662	-0.099497201	0.180315469	0.107849929	0.249119131	1.156916614	2.140443845	-0.146524891	-0.573471479	-0.109427427	-0.188021051	-0.145612247	-0.46048047	-0.550309679
28S ribosomal protein S31, mitochondrial	Mrps31	-0.041383179	0.051159969	0.068392578	0.09321713	0.084379672	0.158171761	0.047114811	0.079279862	0.170247841	0.176478881	0.108658589	0.14073011	0.082346749	0.086905708	0.041417126	-0.16491497
Acetyl-CoA acetyltransferase, cytosolic	Acat2	-0.164657575	-0.123666196	-0.130008304	-0.091530593	-0.062259894	-0.202511756	-0.222309979	-0.19761381	-0.093560176	-0.118492626	-0.175684271	-0.058247217	-0.097745622	-0.124460486	-0.213378391	-0.046700587
Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	Aimp2	0.482452173	0.4247264	0.533513829	0.328054505	0.840267491	0.304843549	0.214625219	0.475635376	0.503588784	0.370172468	0.582295981	0.318056053	0.149648614	0.267739485	0.207144648	0.084486748
Probable cytosolic iron-sulfur protein assembly protein CIAO1	Ciao1	0.577745467	0.447013122	0.068407705	0.261223518	0.23799994	0.337885669	0.119604414	-0.020057652	0.580612127	0.800374764	-0.006764782	0.688357388	0.000476168	0.301763738	-0.19093086	0.107678925
tRNA-splicing ligase RtcB homolog	D10Wsu52e	0.013669166	-0.042644337	-0.049351959	0.038391488	0.023049873	-0.014640947	-0.052972275	-0.114900024	-0.117562069	-0.138159145	-0.056722242	-0.107420059	0.010308731	-0.14182513	-0.104605043	-0.101381142
Ubiquilin-4	Ubqln4	-0.149389449	-0.133563526	-0.299010149	-0.167100969	-0.327802315	-0.279887255	-0.202386375	-0.118226814	-0.422986451	-0.22428729	-0.317767139	-0.517023672	-0.223793216	-0.609471311	-0.053111336	-0.11209958
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	Ndufb9	0.177685898	0.040496898	0.241918596	0.124219937	0.336682709	0.098829956	0.124377187	0.227067105	0.207477776	0.289069066	0.199967789	0.14971263	-0.091936738	0.029146346	-0.035483152	0.076234691
	Secisbp2	0.011020897	0.246036118	0.300395067	0.189301902	0.193090321	0.295322768	0.116629429	0.247662443	0.057752007	0.175240292	0.021584687	0.187756451	0.054901749	0.087672047	-0.039840265	-0.304511042
Peptidyl-prolyl cis-trans isomerase A	Ppia	0.104759431	0.049531586	-0.016068369	-0.025454096	0.068468216	0.085251803	0.004826666	0.04152106	-0.044324169	-0.014926544	0.001342331	0.008464549	0.046518699	0.009698583	0.067424752	0.050621951
Guanine nucleotide-binding protein subunit beta-2-like 1	Gnb2l1	0.077314991	0.186261898	0.086139775	0.086047891	0.203020236	0.177375891	0.105457709	0.019886934	0.141668821	0.040378202	0.103658392	0.245266394	0.017417053	0.231616624	0.100252046	-0.042644337
Acetyl-CoA acetyltransferase, mitochondrial	Acat1	-0.518132236	-0.573471479	-0.504467853	-0.577344228	-0.493544866	-0.564719594	-0.506703487	-0.556502989	-0.459851251	-0.543792806	-0.576086724	-0.600935752	-0.529371205	-0.574440641	-0.468218362	-0.527370657
Cysteine sulfinic acid decarboxylase	Csad	2.034514904	1.897435924	1.989592518	1.312545089	1.862391557	1.76228945	1.923030524	2.038836037	1.445244174	1.682649618	1.496468077	1.326986385	1.529489165	1.562729641	1.939980294	1.500136259
ADP-ribosylation factor-like protein 3	Arl3	0.239770536	0.222447726	0.330410784	0.494393573	0.338998388	0.178942921	0.136664119	0.152788775	0.62735987	0.117411725	0.359841845	0.35304477	0.170946069	0.167555518	0.174132982	0.265309887
Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	Sucla2	0.005796838	-0.000144262	-0.025737561	0.054092703	0.123418226	-0.01306915	0.051802865	0.020047842	0.018658772	0.058698337	0.040541412	0.137251074	0.115988262	0.014747326	0.059855806	0.084089079
Glucosamine 6-phosphate N-acetyltransferase	Gnpnat1	0.026058164	0.100282977	0.187115739	0.04862109	0.144536464	0.052625591	0.12612382	0.054512152	0.159734175	0.177849085	0.297413374	0.095157561	0.042129964	0.178485695	0.039458636	0.085022244
Ras-related protein Rab-14	Rab14	0.152500107	0.066971307	0.184063942	0.09187883	0.091140988	0.104045986	0.121313889	0.135570166	0.107197112	0.161685539	0.155839346	0.20046503	0.059299504	-0.035201596	0.162977148	0.12684827
ES1 protein homolog, mitochondrial	D10Jhu81e	0.034426249	0.123653977	-0.023042393	0.164657971	0.087258173	0.068649766	0.128235189	0.050502419	0.09320174	0.072376566	0.037784159	0.054886763	0.121000072	0.090633941	0.164674142	0.176723465
AP-5 complex subunit zeta-1	Ap5z1;C330006K01Rik	-0.101381142	-0.217230716	-0.339821505	0.08676781	-0.623398682	0.099108081	0.154393535	-0.278698482	-0.501923147	-0.011495639	-0.703898038	-0.162210036	0.357603402	0.089037139	0.34846376	NA
BRI3-binding protein	Bri3bp	NA	NA	0.702820325	NA	0.307787079	NA	NA	NA	NA	NA	0.601058662	NA	NA	NA	NA	0.186935076
Telomeric repeat-binding factor 2	Terf2	-0.287945039	NA	-0.179893171	NA	NA	NA	0.036570267	NA	-0.38294387	NA	-0.528971317	NA	-0.061154063	NA	NA	NA
	Idi1	NA	0.428818329	0.068785942	0.265552663	-0.259543673	NA	NA	NA	0.322469207	NA	NA	NA	-0.049630768	NA	0.427420726	0.697640001
Ran GTPase-activating protein 1	Rangap1	-0.201006466	-0.183835831	-0.174789893	-0.177343788	-0.282143229	-0.031959741	-0.148738913	-0.147046143	-0.047817548	-0.276198865	-0.264596479	-0.288417627	-0.364908555	-0.2282338	-0.128689329	-0.282143229
Aldose reductase	Gm6736;Akr1b1;Akr1b3	-0.031677496	-0.108357178	-0.088820033	-0.247441471	-0.049351959	-0.146524891	-0.065848003	-0.083792032	-0.204015477	0.090664666	-0.218471211	-0.05338942	-0.052555009	0.19766614	0.137917637	0.012693688
Major urinary protein 2	Mup2	1.047994526	1.34391556	1.647964698	1.56973614	1.417309127	2.109794587	1.52657673	1.512266705	1.483339316	1.370899882	1.535499012	1.580827896	1.618118628	0.991771296	1.499442665	0.807124109
Phosphoribosylformylglycinamidine synthase	Pfas	-0.171206827	0.03633353	-0.198619873	-0.146785541	-0.179383654	0.053793171	-0.0739573	-0.168513676	-0.156267163	-0.229218742	-0.341758085	-0.202637126	-0.191941593	-0.198494154	0.076888861	-0.227617869
39S ribosomal protein L20, mitochondrial	Mrpl20	0.04783047	-0.012640181	0.07497283	-0.147827668	-0.001009533	-0.16542962	-0.033652052	-0.086783766	-0.098150021	0.146978451	0.172213487	0.055531322	0.07258895	-0.14208663	0.093294081	0.068226186
	Herc1	0.367675939	NA	NA	NA	NA	1.078472266	0.76824812	NA	NA	NA	0.340568599	NA	0.414672063	NA	0.598587975	0.624443377
Zinc finger homeobox protein 3	Zfhx3	-0.113433803	-1.22983399	NA	-0.900180912	-0.503755787	NA	-0.126179949	NA	0.442908556	NA	NA	NA	NA	NA	NA	0.055336425
EH domain-binding protein 1	Ehbp1	NA	NA	0.022800686	-0.055750964	NA	0.011442549	NA	-0.281905924	-0.703012079	NA	-0.551196067	NA	NA	NA	-0.099497201	NA
Myotubularin-related protein 1	Mtmr1	0.000375149	-0.055056793	NA	NA	0.264477823	NA	0.354648799	NA	0.301674824	NA	0.00313405	NA	NA	NA	NA	NA
